ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
5644,5644,2,2024-03-16,1,4410,56,201,10,5644,1,0
5645,5645,2,2025-09-04,1,4401,3,137,1,5645,1,0
5646,5646,2,2025-12-17,1,4403,15,236,3,5646,1,0
5647,5647,2,2025-08-17,1,4414,81,65,14,5647,1,0
5655,5655,1,2024-03-27,1,4402,7,56,2,5655,1,0
5657,5657,1,2024-10-05,1,4413,73,143,13,5657,1,0
5661,5661,1,2025-05-09,1,4403,17,117,3,5661,1,0
5663,5663,2,2025-01-08,1,4418,106,203,18,5663,1,0
5674,5674,1,2023-12-04,1,4418,103,15,18,5674,1,0
5677,5677,2,2025-01-30,1,4407,39,251,7,5677,1,0
5678,5678,2,2023-11-02,1,4413,78,358,13,5678,1,0
5680,5680,2,2024-05-03,1,4401,6,167,1,5680,1,0
5683,5683,1,2023-04-29,1,4405,30,396,5,5683,1,0
5685,5685,2,2025-05-09,1,4411,62,70,11,5685,1,0
5690,5690,2,2026-01-18,1,4419,112,103,19,5690,1,0
5695,5695,2,2024-12-18,1,4416,95,11,16,5695,1,0
5697,5697,2,2024-11-09,1,4411,63,81,11,5697,1,0
5698,5698,2,2024-03-29,1,4410,60,248,10,5698,1,0
5700,5700,1,2025-07-31,1,4409,49,309,9,5700,1,0
5702,5702,2,2025-12-16,1,4420,116,107,20,5702,1,0
5707,5707,2,2024-11-25,1,4401,6,167,1,5707,1,0
5710,5710,2,2024-09-09,1,4416,94,145,16,5710,1,0
5714,5714,1,2025-08-16,1,4418,103,15,18,5714,1,0
5716,5716,2,2024-12-31,1,4408,46,10,8,5716,1,0
5721,5721,2,2023-05-28,1,4414,82,205,14,5721,1,0
5722,5722,1,2025-10-15,1,4420,120,138,20,5722,1,0
5736,5736,1,2024-08-12,1,4415,87,297,15,5736,1,0
5741,5741,1,2023-05-19,1,4403,18,305,3,5741,1,0
5743,5743,2,2025-10-03,1,4420,119,6,20,5743,1,0
5748,5748,2,2024-01-26,1,4419,112,166,19,5748,1,0
5751,5751,1,2024-07-29,1,4420,116,365,20,5751,1,0
5752,5752,2,2024-02-05,1,4407,42,374,7,5752,1,0
5754,5754,2,2024-10-14,1,4403,14,101,3,5754,1,0
5756,5756,2,2023-02-19,1,4403,14,101,3,5756,1,0
5757,5757,1,2023-07-06,1,4401,2,30,1,5757,1,0
5760,5760,1,2023-01-19,1,4419,114,33,19,5760,1,0
5762,5762,1,2023-05-16,1,4415,85,115,15,5762,1,0
5763,5763,1,2025-06-22,1,4409,53,352,9,5763,1,0
5766,5766,2,2023-12-30,1,4416,91,38,16,5766,1,0
5768,5768,1,2025-05-18,1,4411,65,328,11,5768,1,0
5769,5769,1,2023-11-28,1,4404,24,225,4,5769,1,0
5770,5770,2,2024-01-23,1,4416,93,267,16,5770,1,0
5776,5776,1,2025-04-11,1,4411,63,150,11,5776,1,0
5779,5779,1,2025-12-06,1,4411,64,340,11,5779,1,0
5780,5780,2,2024-01-26,1,4406,34,230,6,5780,1,0
5781,5781,1,2025-08-01,1,4413,76,208,13,5781,1,0
5782,5782,1,2024-08-29,1,4403,14,101,3,5782,1,0
5783,5783,1,2023-03-01,1,4417,99,126,17,5783,1,0
5785,5785,1,2025-10-19,1,4420,118,67,20,5785,1,0
5786,5786,1,2024-07-16,1,4412,70,221,12,5786,1,0
5789,5789,1,2025-09-17,1,4403,14,101,3,5789,1,0
5790,5790,1,2024-07-04,1,4416,93,130,16,5790,1,0
5794,5794,1,2023-05-02,1,4417,100,210,17,5794,1,0
5795,5795,1,2024-04-10,1,4406,32,12,6,5795,1,0
5803,5803,1,2023-11-16,1,4403,13,314,3,5803,1,0
5811,5811,2,2023-12-28,1,4401,2,86,1,5811,1,0
5812,5812,1,2025-08-11,1,4412,71,391,12,5812,1,0
5813,5813,2,2024-02-07,1,4417,98,387,17,5813,1,0
5814,5814,2,2023-08-18,1,4419,110,85,19,5814,1,0
5816,5816,1,2024-08-25,1,4414,84,369,14,5816,1,0
5818,5818,2,2025-09-11,1,4405,30,228,5,5818,1,0
5820,5820,1,2025-01-24,1,4411,66,164,11,5820,1,0
5822,5822,2,2025-04-04,1,4419,110,85,19,5822,1,0
5826,5826,1,2023-04-19,1,4418,104,150,18,5826,1,0
5829,5829,2,2025-08-08,1,4408,48,240,8,5829,1,0
5831,5831,1,2024-12-14,1,4418,103,15,18,5831,1,0
5832,5832,1,2023-03-02,1,4408,48,368,8,5832,1,0
5836,5836,1,2024-09-14,1,4420,118,375,20,5836,1,0
5839,5839,1,2025-12-29,1,4420,119,6,20,5839,1,0
5840,5840,2,2023-12-18,1,4410,59,88,10,5840,1,0
5841,5841,2,2025-01-08,1,4414,83,200,14,5841,1,0
5844,5844,1,2025-09-06,1,4415,85,155,15,5844,1,0
5845,5845,2,2025-08-04,1,4413,76,208,13,5845,1,0
5853,5853,1,2025-01-13,1,4420,120,259,20,5853,1,0
5856,5856,2,2023-09-18,1,4417,102,8,17,5856,1,0
5860,5860,1,2024-11-10,1,4416,92,227,16,5860,1,0
5863,5863,2,2025-03-02,1,4409,51,204,9,5863,1,0
5866,5866,1,2024-09-14,1,4409,53,352,9,5866,1,0
5870,5870,1,2023-11-12,1,4407,37,324,7,5870,1,0
5873,5873,1,2023-12-19,1,4420,116,107,20,5873,1,0
5876,5876,2,2024-05-09,1,4417,97,194,17,5876,1,0
5879,5879,2,2025-08-10,1,4402,12,349,2,5879,1,0
5880,5880,1,2025-04-14,1,4412,68,63,12,5880,1,0
5881,5881,1,2025-03-03,1,4411,64,340,11,5881,1,0
5882,5882,1,2025-03-21,1,4401,1,243,1,5882,1,0
5886,5886,2,2024-02-04,1,4405,26,400,5,5886,1,0
5893,5893,2,2025-02-23,1,4419,114,28,19,5893,1,0
5896,5896,1,2023-03-20,1,4403,15,236,3,5896,1,0
5902,5902,1,2025-02-27,1,4420,120,138,20,5902,1,0
5905,5905,2,2025-04-09,1,4407,37,71,7,5905,1,0
5908,5908,1,2024-09-25,1,4416,95,338,16,5908,1,0
5909,5909,1,2024-02-12,1,4412,71,363,12,5909,1,0
5910,5910,2,2023-06-08,1,4419,109,388,19,5910,1,0
5917,5917,1,2023-04-10,1,4403,15,236,3,5917,1,0
5919,5919,2,2023-11-27,1,4415,85,155,15,5919,1,0
5922,5922,1,2023-05-05,1,4418,107,170,18,5922,1,0
5923,5923,2,2023-02-17,1,4408,47,399,8,5923,1,0
5924,5924,2,2025-10-05,1,4406,34,160,6,5924,1,0
5926,5926,2,2024-12-12,1,4403,14,149,3,5926,1,0
5940,5940,2,2023-05-22,1,4414,82,205,14,5940,1,0
5942,5942,2,2024-06-20,1,4414,81,65,14,5942,1,0
5946,5946,2,2024-03-10,1,4404,21,343,4,5946,1,0
5949,5949,2,2026-01-02,1,4407,39,251,7,5949,1,0
5951,5951,1,2024-12-17,1,4405,26,400,5,5951,1,0
5953,5953,1,2024-01-22,1,4406,35,39,6,5953,1,0
5954,5954,2,2024-01-21,1,4411,62,70,11,5954,1,0
5956,5956,2,2025-12-12,1,4419,110,85,19,5956,1,0
5961,5961,2,2023-09-02,1,4407,41,92,7,5961,1,0
5963,5963,2,2024-12-12,1,4402,7,56,2,5963,1,0
5964,5964,1,2025-10-03,1,4415,86,292,15,5964,1,0
5965,5965,1,2023-08-24,1,4411,65,90,11,5965,1,0
5970,5970,1,2023-03-29,1,4411,62,70,11,5970,1,0
5974,5974,2,2023-04-13,1,4411,66,164,11,5974,1,0
5977,5977,2,2023-08-06,1,4407,41,92,7,5977,1,0
5978,5978,2,2025-06-14,1,4409,53,352,9,5978,1,0
5982,5982,2,2024-08-14,1,4418,107,296,18,5982,1,0
5984,5984,2,2024-08-20,1,4406,31,161,6,5984,1,0
5990,5990,1,2025-02-08,1,4405,26,400,5,5990,1,0
5997,5997,2,2023-08-05,1,4404,19,118,4,5997,1,0
5999,5999,1,2023-03-27,1,4409,51,204,9,5999,1,0
6000,6000,1,2023-08-19,1,4420,120,259,20,6000,1,0
6001,6001,2,2025-04-01,1,4411,61,241,11,6001,1,0
6002,6002,1,2024-06-28,1,4408,48,240,8,6002,1,0
6006,6006,1,2023-10-15,1,4404,24,122,4,6006,1,0
6007,6007,2,2023-09-12,1,4414,80,397,14,6007,1,0
6009,6009,2,2024-04-24,1,4412,72,5,12,6009,1,0
6012,6012,1,2025-02-08,1,4401,3,82,1,6012,1,0
6015,6015,2,2024-11-20,1,4414,80,285,14,6015,1,0
6017,6017,1,2024-09-08,1,4419,109,91,19,6017,1,0
6023,6023,1,2023-10-08,1,4402,8,192,2,6023,1,0
6024,6024,1,2023-02-03,1,4403,16,179,3,6024,1,0
6025,6025,1,2024-09-15,1,4402,11,35,2,6025,1,0
6027,6027,1,2024-11-23,1,4405,29,32,5,6027,1,0
6030,6030,1,2023-04-18,1,4406,35,343,6,6030,1,0
6031,6031,2,2025-07-29,1,4402,9,26,2,6031,1,0
6034,6034,2,2025-12-11,1,4410,58,378,10,6034,1,0
6037,6037,2,2025-07-13,1,4408,46,10,8,6037,1,0
6038,6038,2,2024-01-04,1,4415,89,258,15,6038,1,0
6040,6040,2,2023-04-15,1,4414,82,205,14,6040,1,0
6046,6046,2,2024-03-07,1,4409,49,309,9,6046,1,0
6053,6053,2,2023-02-17,1,4404,21,273,4,6053,1,0
6057,6057,1,2023-03-18,1,4411,63,315,11,6057,1,0
6059,6059,1,2024-11-02,1,4420,115,98,20,6059,1,0
6062,6062,2,2024-04-20,1,4410,60,248,10,6062,1,0
6063,6063,1,2024-09-21,1,4414,81,65,14,6063,1,0
6064,6064,1,2025-03-13,1,4420,120,138,20,6064,1,0
6068,6068,1,2025-08-20,1,4412,72,346,12,6068,1,0
6072,6072,1,2024-07-31,1,4414,84,369,14,6072,1,0
6076,6076,2,2025-12-29,1,4404,22,197,4,6076,1,0
6079,6079,1,2024-07-31,1,4407,38,237,7,6079,1,0
6080,6080,2,2025-03-05,1,4404,23,75,4,6080,1,0
6083,6083,1,2023-09-16,1,4412,67,370,12,6083,1,0
6086,6086,2,2024-06-19,1,4413,74,189,13,6086,1,0
6090,6090,1,2025-09-11,1,4415,86,256,15,6090,1,0
6091,6091,1,2024-08-15,1,4410,57,302,10,6091,1,0
6097,6097,1,2023-03-03,1,4412,69,187,12,6097,1,0
6100,6100,2,2025-12-03,1,4404,19,351,4,6100,1,0
6101,6101,1,2023-05-10,1,4419,114,266,19,6101,1,0
6104,6104,1,2025-10-12,1,4408,48,240,8,6104,1,0
6105,6105,2,2023-05-13,1,4417,98,387,17,6105,1,0
6106,6106,2,2023-08-06,1,4415,87,297,15,6106,1,0
6111,6111,1,2024-12-05,1,4406,31,161,6,6111,1,0
6113,6113,2,2023-08-23,1,4409,52,299,9,6113,1,0
6115,6115,2,2023-08-12,1,4410,58,378,10,6115,1,0
6116,6116,1,2025-09-30,1,4419,114,33,19,6116,1,0
6117,6117,1,2024-03-11,1,4411,66,319,11,6117,1,0
6119,6119,2,2023-07-25,1,4407,39,306,7,6119,1,0
6123,6123,2,2024-05-09,1,4406,32,68,6,6123,1,0
6126,6126,2,2024-08-11,1,4415,86,120,15,6126,1,0
6130,6130,2,2025-08-31,1,4405,25,48,5,6130,1,0
6132,6132,1,2024-01-05,1,4403,18,94,3,6132,1,0
6133,6133,1,2024-02-28,1,4404,24,199,4,6133,1,0
6134,6134,1,2025-02-13,1,4415,88,289,15,6134,1,0
6139,6139,2,2023-10-18,1,4411,63,22,11,6139,1,0
6140,6140,2,2023-04-20,1,4413,75,312,13,6140,1,0
6142,6142,2,2025-10-16,1,4409,50,313,9,6142,1,0
6145,6145,1,2025-07-28,1,4404,19,351,4,6145,1,0
6146,6146,1,2024-07-30,1,4401,2,86,1,6146,1,0
6147,6147,2,2023-06-25,1,4408,45,50,8,6147,1,0
6150,6150,1,2025-10-25,1,4409,53,377,9,6150,1,0
6156,6156,1,2023-07-20,1,4403,18,305,3,6156,1,0
6157,6157,1,2023-12-06,1,4408,48,41,8,6157,1,0
6160,6160,1,2025-10-13,1,4414,82,205,14,6160,1,0
6162,6162,1,2024-01-06,1,4408,44,254,8,6162,1,0
6163,6163,2,2026-01-13,1,4401,1,53,1,6163,1,0
6164,6164,2,2024-10-14,1,4405,25,48,5,6164,1,0
6172,6172,1,2025-03-20,1,4420,119,389,20,6172,1,0
6175,6175,1,2023-10-31,1,4407,42,347,7,6175,1,0
6179,6179,1,2025-07-16,1,4412,71,391,12,6179,1,0
6181,6181,1,2025-10-28,1,4407,37,327,7,6181,1,0
6186,6186,1,2025-12-12,1,4416,94,145,16,6186,1,0
6187,6187,2,2024-11-18,1,4403,17,334,3,6187,1,0
6188,6188,2,2023-01-30,1,4402,7,264,2,6188,1,0
6189,6189,2,2024-06-19,1,4413,76,110,13,6189,1,0
6190,6190,1,2023-10-13,1,4417,98,387,17,6190,1,0
6192,6192,1,2025-02-28,1,4412,70,221,12,6192,1,0
6193,6193,1,2024-01-29,1,4402,10,267,2,6193,1,0
6196,6196,2,2025-09-19,1,4413,73,143,13,6196,1,0
6209,6209,2,2024-01-23,1,4413,73,143,13,6209,1,0
6210,6210,2,2025-01-17,1,4418,104,290,18,6210,1,0
6213,6213,1,2024-02-13,1,4417,101,95,17,6213,1,0
6215,6215,2,2023-11-24,1,4415,87,357,15,6215,1,0
6218,6218,2,2024-07-02,1,4416,92,227,16,6218,1,0
6222,6222,2,2023-06-13,1,4420,119,6,20,6222,1,0
6223,6223,1,2023-07-07,1,4405,27,114,5,6223,1,0
6224,6224,1,2023-04-24,1,4403,16,113,3,6224,1,0
6228,6228,1,2023-05-14,1,4416,94,392,16,6228,1,0
6229,6229,2,2025-02-25,1,4408,46,10,8,6229,1,0
6233,6233,2,2024-04-12,1,4408,48,368,8,6233,1,0
6234,6234,2,2024-02-27,1,4407,37,324,7,6234,1,0
6235,6235,1,2025-10-16,1,4401,6,207,1,6235,1,0
6239,6239,1,2025-02-05,1,4406,33,96,6,6239,1,0
6240,6240,2,2023-08-23,1,4417,98,139,17,6240,1,0
6247,6247,1,2023-05-16,1,4405,27,114,5,6247,1,0
6248,6248,1,2025-01-19,1,4413,78,265,13,6248,1,0
6251,6251,2,2024-08-13,1,4418,108,278,18,6251,1,0
6255,6255,1,2024-09-13,1,4418,104,27,18,6255,1,0
6258,6258,1,2023-12-14,1,4418,103,15,18,6258,1,0
6260,6260,1,2024-11-01,1,4420,117,373,20,6260,1,0
6263,6263,1,2024-11-03,1,4411,61,62,11,6263,1,0
6268,6268,1,2025-06-22,1,4409,53,24,9,6268,1,0
6273,6273,2,2025-02-20,1,4411,66,367,11,6273,1,0
6274,6274,1,2025-04-14,1,4403,15,300,3,6274,1,0
6275,6275,1,2024-01-09,1,4404,22,197,4,6275,1,0
6276,6276,2,2023-07-08,1,4410,56,398,10,6276,1,0
6278,6278,2,2024-09-11,1,4409,51,204,9,6278,1,0
6281,6281,2,2023-04-08,1,4414,79,23,14,6281,1,0
6282,6282,2,2024-06-28,1,4413,78,265,13,6282,1,0
6283,6283,2,2025-11-27,1,4415,86,120,15,6283,1,0
6284,6284,2,2023-11-21,1,4405,26,400,5,6284,1,0
6288,6288,2,2024-08-02,1,4414,83,200,14,6288,1,0
6289,6289,2,2024-02-27,1,4413,74,239,13,6289,1,0
6291,6291,2,2025-11-03,1,4407,39,157,7,6291,1,0
6298,6298,1,2024-05-14,1,4401,3,137,1,6298,1,0
6302,6302,1,2023-07-20,1,4412,67,370,12,6302,1,0
6305,6305,1,2023-07-09,1,4410,58,247,10,6305,1,0
6307,6307,2,2023-02-01,1,4414,79,23,14,6307,1,0
6308,6308,2,2025-12-02,1,4404,22,197,4,6308,1,0
6310,6310,2,2024-02-29,1,4402,9,294,2,6310,1,0
6311,6311,2,2023-07-17,1,4402,10,38,2,6311,1,0
6312,6312,2,2025-02-03,1,4405,26,400,5,6312,1,0
6314,6314,1,2024-01-18,1,4411,65,328,11,6314,1,0
6316,6316,1,2023-08-24,1,4410,56,201,10,6316,1,0
6318,6318,2,2023-11-21,1,4407,38,152,7,6318,1,0
6321,6321,2,2023-11-05,1,4420,117,384,20,6321,1,0
6322,6322,2,2024-06-23,1,4414,79,283,14,6322,1,0
6327,6327,2,2024-02-19,1,4405,29,386,5,6327,1,0
6328,6328,2,2025-07-20,1,4406,31,76,6,6328,1,0
6330,6330,1,2023-07-08,1,4404,19,351,4,6330,1,0
6331,6331,2,2023-10-22,1,4407,39,306,7,6331,1,0
6336,6336,2,2025-01-25,1,4407,38,237,7,6336,1,0
6340,6340,2,2023-03-23,1,4406,34,160,6,6340,1,0
6342,6342,2,2024-08-26,1,4401,6,77,1,6342,1,0
6348,6348,2,2025-08-13,1,4414,81,65,14,6348,1,0
6351,6351,2,2023-03-20,1,4402,7,264,2,6351,1,0
6353,6353,2,2023-03-26,1,4415,90,255,15,6353,1,0
6356,6356,2,2026-01-27,1,4409,54,13,9,6356,1,0
6360,6360,1,2023-12-17,1,4401,6,364,1,6360,1,0
6363,6363,1,2023-09-23,1,4407,39,306,7,6363,1,0
6366,6366,2,2024-11-26,1,4419,112,103,19,6366,1,0
6370,6370,2,2023-12-29,1,4420,116,365,20,6370,1,0
6371,6371,1,2023-01-12,1,4408,45,50,8,6371,1,0
6380,6380,2,2025-07-31,1,4401,5,106,1,6380,1,0
6381,6381,1,2024-09-22,1,4414,80,397,14,6381,1,0
6386,6386,2,2025-02-26,1,4409,53,140,9,6386,1,0
6388,6388,2,2025-03-28,1,4404,20,282,4,6388,1,0
6393,6393,2,2024-08-31,1,4401,1,269,1,6393,1,0
6395,6395,1,2025-02-11,1,4411,62,332,11,6395,1,0
6396,6396,1,2025-04-19,1,4419,113,151,19,6396,1,0
6397,6397,2,2025-03-04,1,4411,63,93,11,6397,1,0
6401,6401,2,2025-01-27,1,4414,84,176,14,6401,1,0
6405,6405,2,2024-12-06,1,4411,62,70,11,6405,1,0
6408,6408,1,2024-05-15,1,4417,100,111,17,6408,1,0
6409,6409,2,2024-03-17,1,4412,68,63,12,6409,1,0
6410,6410,2,2023-05-26,1,4407,41,92,7,6410,1,0
6413,6413,1,2025-06-18,1,4410,57,302,10,6413,1,0
6416,6416,1,2025-10-02,1,4415,85,115,15,6416,1,0
6423,6423,1,2023-12-13,1,4404,24,124,4,6423,1,0
6425,6425,1,2024-04-01,1,4411,65,90,11,6425,1,0
6426,6426,2,2024-05-16,1,4401,2,86,1,6426,1,0
6428,6428,1,2024-07-12,1,4407,37,327,7,6428,1,0
6430,6430,2,2024-02-08,1,4409,53,140,9,6430,1,0
6437,6437,2,2025-12-16,1,4409,52,299,9,6437,1,0
6439,6439,1,2023-06-27,1,4418,103,15,18,6439,1,0
6446,6446,1,2024-09-07,1,4406,31,335,6,6446,1,0
6449,6449,1,2024-08-13,1,4402,7,56,2,6449,1,0
6451,6451,2,2025-06-24,1,4420,120,259,20,6451,1,0
6452,6452,1,2025-04-05,1,4409,49,309,9,6452,1,0
6453,6453,1,2025-12-02,1,4414,82,205,14,6453,1,0
6457,6457,1,2023-08-28,1,4409,49,309,9,6457,1,0
6460,6460,2,2024-01-19,1,4402,10,182,2,6460,1,0
6461,6461,2,2023-06-12,1,4416,94,231,16,6461,1,0
6462,6462,1,2025-03-21,1,4410,58,198,10,6462,1,0
6465,6465,1,2024-08-05,1,4409,54,64,9,6465,1,0
6466,6466,2,2025-08-27,1,4419,114,266,19,6466,1,0
6467,6467,2,2024-07-19,1,4407,39,306,7,6467,1,0
6469,6469,1,2023-12-30,1,4410,55,20,10,6469,1,0
6470,6470,2,2026-01-07,1,4408,46,10,8,6470,1,0
6472,6472,1,2024-12-16,1,4417,97,343,17,6472,1,0
6483,6483,1,2023-07-07,1,4408,47,191,8,6483,1,0
6484,6484,1,2024-03-25,1,4402,11,35,2,6484,1,0
6490,6490,1,2025-08-14,1,4412,69,196,12,6490,1,0
6492,6492,1,2023-07-17,1,4407,40,293,7,6492,1,0
6495,6495,2,2025-07-29,1,4408,45,50,8,6495,1,0
6498,6498,1,2023-10-18,1,4407,40,293,7,6498,1,0
6508,6508,1,2025-08-18,1,4408,47,399,8,6508,1,0
6509,6509,1,2023-07-26,1,4406,35,175,6,6509,1,0
6515,6515,1,2024-01-24,1,4416,95,338,16,6515,1,0
6516,6516,1,2024-09-23,1,4406,34,230,6,6516,1,0
6517,6517,2,2023-06-26,1,4415,88,289,15,6517,1,0
6525,6525,1,2023-07-02,1,4416,93,130,16,6525,1,0
6527,6527,1,2024-02-01,1,4414,80,397,14,6527,1,0
6534,6534,1,2025-09-20,1,4404,20,282,4,6534,1,0
6535,6535,2,2025-02-03,1,4416,92,227,16,6535,1,0
6540,6540,1,2023-10-17,1,4410,60,31,10,6540,1,0
6543,6543,1,2025-05-17,1,4409,53,377,9,6543,1,0
6552,6552,2,2025-05-05,1,4413,74,362,13,6552,1,0
6553,6553,2,2023-07-05,1,4410,59,87,10,6553,1,0
6554,6554,1,2023-09-12,1,4415,87,297,15,6554,1,0
6556,6556,1,2023-11-01,1,4405,29,32,5,6556,1,0
6558,6558,1,2024-10-25,1,4410,60,31,10,6558,1,0
6568,6568,2,2025-09-06,1,4415,87,297,15,6568,1,0
6572,6572,2,2023-01-18,1,4413,78,358,13,6572,1,0
6575,6575,2,2023-04-03,1,4405,27,114,5,6575,1,0
6578,6578,1,2023-10-27,1,4402,7,56,2,6578,1,0
6584,6584,2,2023-05-18,1,4401,6,167,1,6584,1,0
6585,6585,1,2023-11-27,1,4410,59,87,10,6585,1,0
6586,6586,1,2025-06-21,1,4417,101,95,17,6586,1,0
6588,6588,1,2025-06-10,1,4418,103,15,18,6588,1,0
6593,6593,2,2025-12-02,1,4415,86,256,15,6593,1,0
6594,6594,2,2025-04-08,1,4401,5,106,1,6594,1,0
6595,6595,2,2023-02-27,1,4413,76,271,13,6595,1,0
6596,6596,2,2023-02-14,1,4401,5,106,1,6596,1,0
6597,6597,1,2023-07-09,1,4407,41,183,7,6597,1,0
6601,6601,1,2023-07-10,1,4413,74,362,13,6601,1,0
6603,6603,2,2025-10-30,1,4411,64,238,11,6603,1,0
6606,6606,1,2024-01-02,1,4411,61,62,11,6606,1,0
6610,6610,2,2025-08-29,1,4402,8,220,2,6610,1,0
6615,6615,2,2023-02-11,1,4410,59,284,10,6615,1,0
6616,6616,1,2023-04-06,1,4403,17,117,3,6616,1,0
6621,6621,1,2024-06-01,1,4416,96,253,16,6621,1,0
6622,6622,1,2023-06-07,1,4408,43,379,8,6622,1,0
6623,6623,2,2024-07-24,1,4419,111,242,19,6623,1,0
6627,6627,2,2025-12-23,1,4406,35,66,6,6627,1,0
6630,6630,1,2023-03-05,1,4401,5,276,1,6630,1,0
6634,6634,2,2023-08-30,1,4415,89,258,15,6634,1,0
6639,6639,2,2024-08-10,1,4404,24,124,4,6639,1,0
6641,6641,2,2024-10-16,1,4409,49,309,9,6641,1,0
6644,6644,1,2023-04-21,1,4407,39,306,7,6644,1,0
6646,6646,1,2023-07-22,1,4410,55,20,10,6646,1,0
6651,6651,2,2023-07-16,1,4412,68,93,12,6651,1,0
6652,6652,1,2024-08-08,1,4419,111,105,19,6652,1,0
6654,6654,1,2025-01-08,1,4412,69,196,12,6654,1,0
6656,6656,1,2023-03-08,1,4418,105,141,18,6656,1,0
6658,6658,2,2024-02-21,1,4412,72,355,12,6658,1,0
6659,6659,2,2023-09-17,1,4409,50,188,9,6659,1,0
6660,6660,2,2024-10-17,1,4417,100,210,17,6660,1,0
6662,6662,1,2023-04-08,1,4408,48,158,8,6662,1,0
6663,6663,2,2025-10-23,1,4403,14,101,3,6663,1,0
6664,6664,2,2023-03-27,1,4404,21,398,4,6664,1,0
6667,6667,1,2024-10-20,1,4416,95,16,16,6667,1,0
6671,6671,2,2023-04-08,1,4410,60,248,10,6671,1,0
6672,6672,1,2023-07-03,1,4406,31,76,6,6672,1,0
6676,6676,2,2023-03-29,1,4419,109,388,19,6676,1,0
6685,6685,1,2025-09-03,1,4418,106,203,18,6685,1,0
6687,6687,2,2025-11-19,1,4406,36,303,6,6687,1,0
6691,6691,1,2025-09-26,1,4412,67,359,12,6691,1,0
6692,6692,1,2025-06-11,1,4412,72,5,12,6692,1,0
6694,6694,2,2024-12-29,1,4405,29,32,5,6694,1,0
6695,6695,1,2024-11-04,1,4415,85,155,15,6695,1,0
6697,6697,1,2024-03-29,1,4407,41,268,7,6697,1,0
6709,6709,1,2025-10-26,1,4412,71,84,12,6709,1,0
6714,6714,2,2023-07-16,1,4408,47,321,8,6714,1,0
6715,6715,1,2024-09-09,1,4406,35,325,6,6715,1,0
6716,6716,1,2024-06-21,1,4416,93,130,16,6716,1,0
6718,6718,2,2024-08-06,1,4415,85,115,15,6718,1,0
6719,6719,2,2024-07-11,1,4408,47,321,8,6719,1,0
6721,6721,1,2026-01-16,1,4410,58,247,10,6721,1,0
6722,6722,2,2023-11-09,1,4416,94,145,16,6722,1,0
6725,6725,2,2023-03-14,1,4404,23,281,4,6725,1,0
6726,6726,1,2023-09-13,1,4403,15,300,3,6726,1,0
6728,6728,2,2024-04-01,1,4419,111,105,19,6728,1,0
6730,6730,1,2025-12-28,1,4405,28,360,5,6730,1,0
6731,6731,2,2024-11-08,1,4416,94,231,16,6731,1,0
6732,6732,2,2023-07-19,1,4404,20,282,4,6732,1,0
6735,6735,1,2023-11-23,1,4404,20,282,4,6735,1,0
6738,6738,1,2023-01-23,1,4409,52,74,9,6738,1,0
6739,6739,1,2025-12-19,1,4419,113,252,19,6739,1,0
6742,6742,2,2023-09-30,1,4401,2,86,1,6742,1,0
6749,6749,2,2024-04-08,1,4417,99,81,17,6749,1,0
6751,6751,1,2023-04-19,1,4417,99,97,17,6751,1,0
6755,6755,2,2024-07-25,1,4416,95,11,16,6755,1,0
6757,6757,2,2023-03-22,1,4412,69,187,12,6757,1,0
6759,6759,1,2023-09-21,1,4418,106,73,18,6759,1,0
6764,6764,1,2025-11-26,1,4407,37,71,7,6764,1,0
6768,6768,2,2025-11-16,1,4413,73,143,13,6768,1,0
6775,6775,1,2024-04-27,1,4410,56,201,10,6775,1,0
6777,6777,2,2024-07-16,1,4412,72,311,12,6777,1,0
6782,6782,2,2023-02-25,1,4416,92,227,16,6782,1,0
6783,6783,1,2023-04-10,1,4404,24,225,4,6783,1,0
6784,6784,1,2024-03-11,1,4418,108,52,18,6784,1,0
6794,6794,1,2025-01-18,1,4419,114,266,19,6794,1,0
6804,6804,2,2024-10-02,1,4412,70,221,12,6804,1,0
6805,6805,1,2024-11-16,1,4403,16,6,3,6805,1,0
6807,6807,1,2024-06-19,1,4420,115,223,20,6807,1,0
6809,6809,2,2024-02-22,1,4408,43,379,8,6809,1,0
6812,6812,2,2024-02-29,1,4414,79,136,14,6812,1,0
6813,6813,1,2023-09-11,1,4416,94,392,16,6813,1,0
6816,6816,2,2025-06-02,1,4402,11,215,2,6816,1,0
6818,6818,1,2023-09-27,1,4407,40,286,7,6818,1,0
6819,6819,1,2024-08-28,1,4410,60,248,10,6819,1,0
6822,6822,2,2023-08-22,1,4410,57,302,10,6822,1,0
6828,6828,2,2023-02-16,1,4411,63,249,11,6828,1,0
6829,6829,2,2023-06-18,1,4414,84,176,14,6829,1,0
6837,6837,2,2024-09-11,1,4404,20,282,4,6837,1,0
6838,6838,1,2023-02-14,1,4401,3,137,1,6838,1,0
6841,6841,1,2024-09-10,1,4416,92,227,16,6841,1,0
6842,6842,2,2024-09-16,1,4407,37,71,7,6842,1,0
6847,6847,2,2025-04-16,1,4416,93,267,16,6847,1,0
6848,6848,2,2025-12-03,1,4411,66,367,11,6848,1,0
