CSID,CaseMasterID,csdate,cstype,PolicePersonID
2752,2752,2024-07-09,A,101
2757,2757,2023-04-05,A,371
2760,2760,2023-08-17,A,15
2764,2764,2023-06-09,A,161
2766,2766,2023-07-09,A,307
2775,2775,2024-10-07,A,215
2778,2778,2025-09-16,A,332
2785,2785,2023-09-01,A,228
2792,2792,2024-10-01,A,212
2794,2794,2025-03-29,A,90
2797,2797,2024-10-26,A,256
2807,2807,2024-09-01,A,113
2816,2816,2024-06-27,A,38
2818,2818,2025-11-25,A,9
2819,2819,2023-03-24,A,170
2825,2825,2023-11-15,A,343
2826,2826,2024-03-21,A,277
2828,2828,2023-08-17,A,86
2833,2833,2023-02-12,A,349
2837,2837,2023-11-28,A,166
2839,2839,2025-12-15,A,129
2840,2840,2024-10-06,A,16
2842,2842,2023-06-03,A,279
2848,2848,2026-01-10,A,242
2855,2855,2024-12-04,A,108
2856,2856,2025-01-17,A,230
2863,2863,2024-12-13,A,345
2865,2865,2024-11-19,A,95
2866,2866,2023-02-21,A,10
2868,2868,2023-05-04,A,65
2869,2869,2025-11-01,A,375
2870,2870,2024-03-23,A,224
2871,2871,2024-09-14,A,344
2880,2880,2025-09-12,A,223
2883,2883,2023-11-03,A,206
2884,2884,2024-02-05,A,95
2888,2888,2023-12-16,A,333
2890,2890,2025-10-02,A,34
2893,2893,2024-12-07,A,341
2895,2895,2023-06-01,A,61
2900,2900,2025-01-21,A,364
2901,2901,2025-10-26,A,145
2905,2905,2025-10-24,A,269
2910,2910,2023-07-22,A,179
2912,2912,2024-01-29,A,118
2915,2915,2023-11-05,A,289
2918,2918,2024-01-17,A,68
2919,2919,2024-05-26,A,68
2924,2924,2024-04-11,A,256
2930,2930,2025-01-23,A,241
2933,2933,2024-01-24,A,221
2939,2939,2025-11-29,A,189
2942,2942,2024-06-08,A,145
2947,2947,2024-11-03,A,126
2949,2949,2024-02-27,A,95
2954,2954,2025-04-22,A,143
2958,2958,2024-05-05,A,244
2963,2963,2024-02-06,A,238
2966,2966,2024-04-03,A,85
2971,2971,2024-09-01,A,296
2974,2974,2024-02-21,A,48
2975,2975,2023-05-26,A,92
2977,2977,2024-12-19,A,152
2978,2978,2023-10-17,A,8
2979,2979,2026-01-05,A,285
2984,2984,2023-09-07,A,289
2985,2985,2025-09-11,A,41
2993,2993,2024-12-28,A,282
2995,2995,2023-03-08,A,15
2996,2996,2024-06-23,A,241
3002,3002,2025-07-27,A,194
3003,3003,2025-02-28,A,127
3005,3005,2024-12-03,A,140
3007,3007,2024-05-01,A,177
3008,3008,2025-07-06,A,278
3009,3009,2024-02-02,A,386
3012,3012,2023-07-16,A,41
3013,3013,2023-08-09,A,177
3020,3020,2023-10-21,A,278
3023,3023,2024-07-12,A,387
3026,3026,2024-04-28,A,388
3028,3028,2023-04-16,A,19
3029,3029,2024-05-10,A,15
3035,3035,2024-03-15,A,313
3044,3044,2026-01-16,A,368
3045,3045,2025-06-01,A,67
3046,3046,2023-11-06,A,61
3048,3048,2023-12-21,A,97
3049,3049,2023-04-05,A,68
3051,3051,2023-08-07,A,76
3052,3052,2025-07-20,A,48
3057,3057,2023-04-11,A,282
3058,3058,2023-07-11,A,178
3064,3064,2025-04-29,A,13
3068,3068,2024-11-17,A,228
3070,3070,2026-02-19,A,6
3075,3075,2024-05-12,A,289
3076,3076,2023-09-21,A,197
3081,3081,2023-04-28,A,358
3088,3088,2024-03-17,A,130
3093,3093,2025-04-07,A,400
3098,3098,2025-04-26,A,141
3099,3099,2023-07-08,A,182
3100,3100,2023-08-19,A,77
3103,3103,2025-01-11,A,179
3107,3107,2024-07-29,A,255
3108,3108,2025-09-19,A,349
3112,3112,2023-07-15,A,3
3113,3113,2024-08-10,A,130
3118,3118,2023-05-22,A,256
3124,3124,2023-10-12,A,210
3129,3129,2025-11-29,A,185
3130,3130,2026-01-21,A,349
3131,3131,2025-03-29,A,389
3135,3135,2023-11-24,A,282
3141,3141,2023-12-04,A,185
3142,3142,2024-11-29,A,253
3145,3145,2024-11-16,A,393
3155,3155,2024-11-23,A,80
3159,3159,2025-03-03,A,307
3161,3161,2023-05-25,A,32
3166,3166,2025-07-21,A,31
3167,3167,2024-09-29,A,264
3168,3168,2023-05-24,A,347
3169,3169,2024-05-08,A,385
3177,3177,2023-11-16,A,132
3178,3178,2024-02-21,A,76
3179,3179,2024-11-22,A,108
3184,3184,2024-09-11,A,274
3186,3186,2025-03-09,A,64
3189,3189,2025-11-06,A,68
3193,3193,2024-11-29,A,113
3195,3195,2024-08-07,A,187
3200,3200,2026-03-09,A,255
3201,3201,2024-09-04,A,248
3204,3204,2024-09-24,A,356
3205,3205,2025-11-17,A,175
3209,3209,2025-11-25,A,256
3210,3210,2025-08-08,A,130
3211,3211,2023-04-18,A,212
3213,3213,2025-03-25,A,74
3214,3214,2024-10-09,A,242
3216,3216,2023-03-24,A,289
3217,3217,2023-08-16,A,125
3223,3223,2025-05-02,A,191
3227,3227,2026-01-04,A,78
3229,3229,2025-06-29,A,293
3231,3231,2025-04-22,A,284
3235,3235,2023-10-12,A,282
3236,3236,2023-08-22,A,167
3238,3238,2023-04-12,A,185
3240,3240,2025-10-04,A,349
3246,3246,2024-08-03,A,188
3250,3250,2023-05-26,A,317
3255,3255,2025-08-04,A,175
3259,3259,2023-11-23,A,34
3260,3260,2024-07-21,A,201
3261,3261,2023-08-03,A,38
3262,3262,2024-12-12,A,255
3264,3264,2025-07-27,A,180
3269,3269,2024-09-19,A,53
3270,3270,2024-09-12,A,13
3272,3272,2025-07-21,A,115
3276,3276,2024-07-01,A,184
3284,3284,2024-06-26,A,218
3288,3288,2025-09-04,A,196
3292,3292,2025-09-05,A,95
3295,3295,2023-11-10,A,143
3296,3296,2025-07-31,A,50
3297,3297,2024-11-04,A,251
3300,3300,2024-10-25,A,274
3309,3309,2024-03-04,A,205
3311,3311,2024-09-28,A,107
3312,3312,2024-12-31,A,227
3313,3313,2023-04-19,A,111
3321,3321,2024-03-13,A,207
3326,3326,2025-11-18,A,289
3327,3327,2025-02-15,A,50
3333,3333,2023-09-11,A,380
3335,3335,2024-01-16,A,289
3337,3337,2025-05-01,A,369
3340,3340,2023-07-17,A,20
3345,3345,2024-08-06,A,253
3351,3351,2023-11-05,A,330
3352,3352,2025-07-22,A,95
3353,3353,2024-07-29,A,332
3354,3354,2025-11-19,A,230
3357,3357,2024-03-20,A,116
3359,3359,2024-11-01,A,46
3361,3361,2025-02-08,A,86
3362,3362,2024-08-07,A,248
3369,3369,2025-12-30,A,70
3370,3370,2024-02-22,A,129
3371,3371,2026-03-26,A,369
3374,3374,2025-10-19,A,349
3375,3375,2024-05-21,A,349
3376,3376,2025-11-08,A,61
3380,3380,2023-12-13,A,398
3382,3382,2023-08-23,A,115
3383,3383,2023-11-24,A,387
3389,3389,2023-06-28,A,139
3392,3392,2023-09-03,A,261
3397,3397,2024-06-16,A,9
3400,3400,2023-12-07,A,116
3401,3401,2023-10-07,A,392
3404,3404,2024-01-09,A,226
3410,3410,2025-08-20,A,242
3411,3411,2025-12-05,A,185
3413,3413,2023-05-12,A,358
3420,3420,2025-01-10,A,45
3421,3421,2024-02-15,A,86
3424,3424,2024-10-25,A,179
3426,3426,2025-12-24,A,54
3429,3429,2025-07-11,A,334
3431,3431,2023-05-29,A,319
3433,3433,2024-05-13,A,383
3437,3437,2023-06-03,A,50
3439,3439,2024-12-18,A,199
3442,3442,2023-06-05,A,101
3443,3443,2025-12-04,A,105
3448,3448,2024-05-10,A,220
3449,3449,2024-10-26,A,91
3451,3451,2023-08-12,A,34
3458,3458,2025-09-28,A,32
3459,3459,2025-06-24,A,373
3462,3462,2024-10-10,A,243
3469,3469,2025-06-22,A,91
3472,3472,2024-08-22,A,108
3475,3475,2025-03-29,A,54
3480,3480,2025-07-22,A,196
3483,3483,2024-05-06,A,13
3484,3484,2024-01-08,A,336
3488,3488,2023-07-31,A,191
3490,3490,2023-10-03,A,233
3496,3496,2023-05-13,A,118
3502,3502,2025-04-17,A,185
3506,3506,2023-04-03,A,35
3518,3518,2024-11-21,A,303
3524,3524,2023-05-26,A,396
3528,3528,2024-03-02,A,330
3531,3531,2026-01-08,A,106
3535,3535,2025-06-05,A,45
3537,3537,2023-07-16,A,126
3538,3538,2025-06-29,A,31
3540,3540,2024-12-01,A,185
3542,3542,2025-08-05,A,388
3543,3543,2023-06-17,A,270
3551,3551,2024-06-08,A,299
3554,3554,2026-01-27,A,53
3555,3555,2025-06-09,A,190
3557,3557,2024-09-29,A,66
3562,3562,2025-06-19,A,177
3563,3563,2023-09-24,A,400
3564,3564,2025-08-15,A,266
3566,3566,2023-04-30,A,379
3574,3574,2025-04-08,A,145
3575,3575,2023-09-07,A,27
3576,3576,2023-09-20,A,125
3580,3580,2023-10-23,A,153
3581,3581,2025-10-18,A,273
3588,3588,2024-05-06,A,216
3590,3590,2024-01-03,A,28
3592,3592,2024-09-20,A,253
3594,3594,2023-04-24,A,332
3599,3599,2025-04-12,A,11
3603,3603,2024-04-08,A,384
3606,3606,2024-05-11,A,205
3607,3607,2024-08-11,A,302
3608,3608,2023-06-28,A,224
3610,3610,2026-01-28,A,344
3611,3611,2026-01-31,A,71
3619,3619,2026-02-23,A,305
3620,3620,2023-06-05,A,329
3622,3622,2024-06-15,A,115
3624,3624,2023-09-17,A,299
3625,3625,2025-08-20,A,116
3630,3630,2025-09-03,A,54
3635,3635,2024-03-29,A,370
3637,3637,2026-03-13,A,114
3638,3638,2025-01-12,A,114
3639,3639,2025-12-30,A,132
3640,3640,2025-07-27,A,194
3644,3644,2025-10-18,A,95
3647,3647,2026-02-19,A,65
3652,3652,2025-07-03,A,309
3656,3656,2025-11-22,A,71
3661,3661,2025-05-09,A,66
3668,3668,2026-02-03,A,143
3670,3670,2025-10-06,A,114
3671,3671,2023-04-28,A,95
3672,3672,2023-05-06,A,210
3674,3674,2025-01-02,A,306
3675,3675,2025-10-14,A,231
3681,3681,2025-11-04,A,53
3687,3687,2025-01-24,A,238
3690,3690,2025-09-12,A,365
3693,3693,2024-12-30,A,332
3696,3696,2026-01-15,A,189
3706,3706,2024-11-20,A,139
3711,3711,2024-09-17,A,276
3714,3714,2025-05-23,A,393
3722,3722,2025-03-07,A,299
3723,3723,2023-10-05,A,114
3724,3724,2025-09-08,A,52
3728,3728,2023-02-26,A,316
3734,3734,2023-06-04,A,284
3735,3735,2023-04-26,A,85
3741,3741,2025-11-12,A,27
3747,3747,2023-10-03,A,241
3750,3750,2023-08-28,A,200
3753,3753,2025-12-05,A,30
3754,3754,2025-02-05,A,253
3756,3756,2024-04-03,A,377
3758,3758,2023-03-01,A,179
3765,3765,2023-11-13,A,332
3770,3770,2026-03-08,A,372
3774,3774,2023-08-05,A,379
3776,3776,2025-09-06,A,192
3780,3780,2025-08-29,A,17
3785,3785,2025-08-12,A,48
3789,3789,2025-01-30,A,74
3795,3795,2024-07-30,A,341
3798,3798,2023-04-14,A,330
3799,3799,2024-01-27,A,349
3800,3800,2024-12-26,A,27
3806,3806,2024-06-26,A,312
3808,3808,2023-12-25,A,400
3809,3809,2024-12-20,A,349
3812,3812,2024-02-24,A,205
3813,3813,2023-08-19,A,145
3816,3816,2024-07-03,A,385
3821,3821,2023-08-07,A,91
3825,3825,2024-04-05,A,62
3828,3828,2023-09-16,A,114
3832,3832,2023-08-28,A,139
3837,3837,2025-12-20,A,124
3838,3838,2025-06-08,A,236
3841,3841,2023-09-28,A,157
3842,3842,2024-11-01,A,115
3846,3846,2023-09-16,A,331
3848,3848,2023-06-19,A,160
3854,3854,2023-11-03,A,114
3863,3863,2024-11-02,A,94
3864,3864,2023-06-01,A,225
3866,3866,2024-12-22,A,380
3869,3869,2024-08-05,A,200
3871,3871,2023-12-24,A,368
3875,3875,2024-05-12,A,38
3880,3880,2025-02-07,A,356
3881,3881,2026-03-06,A,338
3882,3882,2025-10-01,A,28
3884,3884,2026-03-20,A,185
3890,3890,2024-06-06,A,74
3894,3894,2025-07-09,A,64
3895,3895,2024-02-02,A,289
3898,3898,2025-05-27,A,48
3899,3899,2024-03-16,A,153
3902,3902,2024-05-31,A,221
3904,3904,2024-09-27,A,114
3908,3908,2025-09-15,A,33
3913,3913,2025-03-16,A,139
3917,3917,2024-03-05,A,182
3919,3919,2023-10-08,A,207
3921,3921,2024-07-29,A,189
3925,3925,2023-05-24,A,379
3927,3927,2026-02-06,A,381
3941,3941,2025-11-13,A,290
3944,3944,2025-11-09,A,286
3947,3947,2024-10-17,A,393
3951,3951,2026-01-13,A,190
3953,3953,2025-10-01,A,23
3956,3956,2023-06-14,A,303
3958,3958,2023-09-08,A,369
3961,3961,2026-01-10,A,318
3962,3962,2024-06-13,A,65
3964,3964,2024-04-13,A,35
3966,3966,2024-10-04,A,225
3971,3971,2024-01-11,A,55
3973,3973,2023-10-19,A,120
3977,3977,2025-05-27,A,229
3979,3979,2023-12-19,A,65
3986,3986,2026-01-23,A,36
3989,3989,2023-09-06,A,178
3990,3990,2025-03-24,A,313
3995,3995,2026-01-23,A,15
3998,3998,2026-01-14,A,227
3999,3999,2024-07-16,A,141
4000,4000,2025-04-08,A,35
4005,4005,2025-07-29,A,304
4007,4007,2023-09-13,A,34
4009,4009,2023-12-22,A,321
4011,4011,2025-06-19,A,230
4015,4015,2025-04-01,A,177
4019,4019,2024-08-14,A,393
4020,4020,2024-02-10,A,211
4024,4024,2024-03-09,A,285
4028,4028,2023-07-23,A,70
4030,4030,2024-11-08,A,200
4031,4031,2025-09-30,A,117
4039,4039,2024-04-16,A,387
4040,4040,2023-04-19,A,219
4044,4044,2024-05-07,A,356
4045,4045,2025-04-16,A,376
4047,4047,2023-10-19,A,187
4048,4048,2024-03-11,A,57
4049,4049,2025-12-06,A,170
4059,4059,2024-03-08,A,230
4063,4063,2025-12-19,A,117
4064,4064,2025-09-18,A,220
4065,4065,2025-08-22,A,289
4066,4066,2024-08-26,A,197
4068,4068,2026-01-29,A,105
4070,4070,2026-02-04,A,220
4072,4072,2024-09-06,A,82
4073,4073,2026-01-03,A,10
4075,4075,2025-02-21,A,47
4081,4081,2026-02-06,A,19
4085,4085,2023-04-13,A,155
4087,4087,2024-04-17,A,289
4093,4093,2024-11-23,A,52
4094,4094,2025-01-12,A,306
4101,4101,2025-07-26,A,189
4102,4102,2025-07-10,A,362
4103,4103,2024-12-03,A,349
4106,4106,2024-03-17,A,205
4107,4107,2023-06-26,A,20
4109,4109,2023-03-29,A,20
4115,4115,2023-07-09,A,309
4117,4117,2024-04-17,A,349
4122,4122,2025-10-19,A,249
4125,4125,2025-10-28,A,299
4128,4128,2023-07-26,A,239
4130,4130,2023-05-05,A,64
4131,4131,2025-12-20,A,391
4132,4132,2025-06-04,A,278
4134,4134,2025-08-08,A,14
4138,4138,2023-10-16,A,360
4144,4144,2025-08-13,A,78
4151,4151,2024-04-21,A,50
4161,4161,2025-12-10,A,130
4162,4162,2023-08-08,A,106
4163,4163,2025-01-11,A,182
4164,4164,2024-02-02,A,129
4165,4165,2023-07-07,A,141
4178,4178,2025-11-09,A,14
4180,4180,2025-08-16,A,259
4182,4182,2024-12-23,A,368
4183,4183,2024-10-17,A,341
4186,4186,2024-08-06,A,85
4187,4187,2024-12-08,A,206
4192,4192,2025-04-21,A,379
4194,4194,2025-02-27,A,56
4198,4198,2024-09-15,A,125
4206,4206,2024-10-28,A,175
4209,4209,2023-08-01,A,355
4217,4217,2023-07-28,A,251
4225,4225,2025-03-20,A,143
4226,4226,2023-06-22,A,5
4227,4227,2023-08-30,A,242
4230,4230,2024-08-29,A,58
4238,4238,2023-09-08,A,106
4248,4248,2023-11-06,A,263
4250,4250,2025-10-23,A,400
4252,4252,2023-10-18,A,380
4254,4254,2025-12-01,A,278
4255,4255,2023-09-14,A,10
4256,4256,2023-11-08,A,10
4265,4265,2025-10-29,A,82
4267,4267,2025-12-09,A,74
4268,4268,2026-01-25,A,399
4270,4270,2023-03-21,A,201
4271,4271,2024-04-20,A,98
4272,4272,2024-08-12,A,176
4273,4273,2026-01-15,A,297
4275,4275,2023-06-06,A,200
4278,4278,2025-11-26,A,86
4281,4281,2025-12-02,A,319
4282,4282,2024-01-30,A,230
4284,4284,2026-01-15,A,302
4286,4286,2023-06-20,A,155
4288,4288,2024-02-11,A,282
4292,4292,2025-11-28,A,306
4293,4293,2026-01-17,A,159
4297,4297,2024-10-07,A,373
4298,4298,2025-02-03,A,380
4299,4299,2024-02-26,A,176
4301,4301,2025-03-13,A,163
4304,4304,2024-07-25,A,392
4306,4306,2024-06-01,A,116
4308,4308,2023-10-21,A,98
4309,4309,2026-01-30,A,210
4319,4319,2024-04-22,A,315
4323,4323,2024-11-12,A,393
4326,4326,2024-01-13,A,142
4327,4327,2025-03-11,A,135
4328,4328,2024-05-05,A,300
4334,4334,2023-09-04,A,13
4335,4335,2025-07-29,A,172
4340,4340,2024-11-05,A,105
4342,4342,2024-07-28,A,388
4345,4345,2023-12-20,A,196
4348,4348,2024-12-05,A,13
4352,4352,2026-02-04,A,5
4353,4353,2024-06-02,A,319
4358,4358,2025-06-15,A,7
4360,4360,2024-10-14,A,166
4363,4363,2024-03-18,A,225
4364,4364,2025-10-18,A,393
4365,4365,2023-02-15,A,15
4368,4368,2024-04-21,A,302
4374,4374,2025-01-12,A,68
4380,4380,2025-08-22,A,236
4381,4381,2024-11-03,A,232
4383,4383,2025-02-17,A,240
4390,4390,2024-09-10,A,352
4391,4391,2023-09-30,A,334
4392,4392,2025-12-30,A,110
4394,4394,2023-07-29,A,312
4398,4398,2025-04-24,A,376
4402,4402,2023-12-20,A,175
4405,4405,2024-01-31,A,10
4412,4412,2024-02-27,A,273
4413,4413,2023-12-06,A,215
4415,4415,2025-03-08,A,337
4416,4416,2025-09-18,A,67
4417,4417,2023-08-02,A,379
4418,4418,2025-10-13,A,189
4422,4422,2023-10-14,A,32
4425,4425,2025-10-31,A,374
4427,4427,2024-07-17,A,236
4430,4430,2025-04-10,A,170
4431,4431,2025-11-10,A,370
4439,4439,2024-10-17,A,286
4442,4442,2024-02-02,A,341
4448,4448,2023-10-26,A,14
4450,4450,2024-07-18,A,10
4453,4453,2024-12-28,A,306
4464,4464,2025-04-10,A,200
4465,4465,2024-04-16,A,369
4470,4470,2023-09-30,A,267
4471,4471,2024-11-09,A,6
4472,4472,2025-06-25,A,130
4477,4477,2024-01-08,A,19
4478,4478,2023-10-30,A,95
4482,4482,2023-11-06,A,316
4483,4483,2026-01-01,A,400
4486,4486,2023-03-08,A,10
4491,4491,2025-03-20,A,311
4492,4492,2023-08-04,A,302
4493,4493,2026-01-30,A,211
4495,4495,2024-02-28,A,304
4496,4496,2023-11-04,A,369
4501,4501,2026-02-25,A,309
4502,4502,2024-04-17,A,180
4506,4506,2026-01-02,A,267
4510,4510,2023-08-31,A,15
4512,4512,2024-03-01,A,367
4518,4518,2025-12-29,A,316
4530,4530,2024-10-31,A,248
4532,4532,2025-12-08,A,176
4543,4543,2023-12-10,A,291
4545,4545,2023-04-20,A,333
4554,4554,2024-01-09,A,159
4558,4558,2023-11-19,A,177
4559,4559,2024-07-10,A,13
4563,4563,2025-08-29,A,15
4570,4570,2024-05-12,A,305
4575,4575,2023-03-26,A,338
4577,4577,2024-05-11,A,390
4583,4583,2024-01-08,A,340
4584,4584,2025-06-25,A,86
4588,4588,2025-03-16,A,62
4589,4589,2025-03-08,A,15
4590,4590,2026-01-22,A,224
4591,4591,2024-08-13,A,382
4594,4594,2024-12-19,A,107
4595,4595,2024-06-26,A,319
4605,4605,2025-02-03,A,305
4609,4609,2024-12-05,A,208
4610,4610,2025-03-13,A,171
4612,4612,2025-12-20,A,100
4617,4617,2025-02-16,A,358
4623,4623,2024-08-07,A,58
4624,4624,2023-05-04,A,15
4627,4627,2024-08-01,A,201
4628,4628,2023-07-04,A,388
4629,4629,2024-03-08,A,80
4631,4631,2024-04-01,A,398
4633,4633,2024-11-03,A,166
4636,4636,2026-02-25,A,153
4637,4637,2023-06-21,A,65
4638,4638,2024-05-19,A,188
4639,4639,2025-10-01,A,204
4641,4641,2023-06-01,A,336
4645,4645,2024-11-01,A,285
4649,4649,2025-02-26,A,15
4650,4650,2024-11-27,A,160
4657,4657,2025-10-05,A,342
4662,4662,2023-12-15,A,87
4664,4664,2025-03-30,A,171
4671,4671,2024-06-14,A,327
4672,4672,2023-05-19,A,70
4675,4675,2025-11-03,A,256
4677,4677,2026-01-05,A,379
4679,4679,2025-12-31,A,230
4681,4681,2025-11-11,A,328
4684,4684,2026-03-08,A,82
4687,4687,2024-11-14,A,253
4691,4691,2024-09-03,A,348
4692,4692,2026-01-24,A,10
4695,4695,2025-10-24,A,27
4697,4697,2024-06-16,A,289
4703,4703,2023-05-01,A,31
4704,4704,2025-12-15,A,242
4708,4708,2024-07-13,A,20
4712,4712,2023-08-28,A,310
4713,4713,2024-03-23,A,158
4716,4716,2025-01-16,A,220
4719,4719,2023-09-28,A,34
4723,4723,2024-11-16,A,111
4724,4724,2023-05-22,A,145
4725,4725,2024-07-11,A,253
4726,4726,2025-08-10,A,16
4737,4737,2025-08-19,A,85
4744,4744,2024-02-12,A,36
4747,4747,2024-08-06,A,48
4748,4748,2023-07-13,A,74
4750,4750,2025-08-10,A,12
4751,4751,2025-03-11,A,125
4755,4755,2023-07-23,A,101
4757,4757,2023-11-05,A,152
4759,4759,2023-06-14,A,343
4763,4763,2023-07-21,A,153
4765,4765,2026-01-22,A,338
4766,4766,2024-10-25,A,16
4768,4768,2023-05-04,A,189
4773,4773,2023-07-28,A,98
4779,4779,2023-09-26,A,166
4781,4781,2024-10-26,A,27
4787,4787,2025-09-02,A,19
4793,4793,2024-11-02,A,125
4794,4794,2023-11-15,A,400
4799,4799,2024-09-02,A,283
4802,4802,2025-06-09,A,155
4804,4804,2025-03-09,A,70
4807,4807,2025-11-06,A,269
4810,4810,2025-06-25,A,236
4820,4820,2023-04-01,A,230
4827,4827,2023-11-12,A,47
4828,4828,2023-08-01,A,294
4831,4831,2025-06-01,A,343
4832,4832,2023-08-15,A,178
4838,4838,2023-07-07,A,227
4842,4842,2025-02-21,A,204
4847,4847,2024-06-05,A,62
4848,4848,2025-08-17,A,160
4849,4849,2024-11-28,A,104
4854,4854,2024-09-26,A,253
4859,4859,2024-11-17,A,141
4868,4868,2023-04-30,A,8
4870,4870,2023-06-05,A,296
4874,4874,2023-04-08,A,27
4879,4879,2025-01-24,A,204
4883,4883,2024-08-26,A,360
4884,4884,2023-12-04,A,98
4887,4887,2023-09-12,A,355
4889,4889,2024-04-07,A,188
4890,4890,2024-12-13,A,357
4903,4903,2024-09-13,A,284
4912,4912,2025-03-29,A,108
4917,4917,2024-05-13,A,52
4918,4918,2025-06-23,A,167
4921,4921,2024-05-14,A,332
4926,4926,2024-09-23,A,67
4927,4927,2025-03-11,A,10
4929,4929,2025-05-24,A,259
4936,4936,2025-10-19,A,218
4938,4938,2024-05-06,A,35
4944,4944,2025-03-20,A,329
4946,4946,2024-07-08,A,16
4948,4948,2025-03-19,A,299
4961,4961,2023-05-12,A,385
4963,4963,2025-03-12,A,215
4971,4971,2025-08-22,A,64
4973,4973,2023-12-14,A,282
4974,4974,2024-10-24,A,91
4975,4975,2024-12-28,A,1
4979,4979,2023-08-28,A,391
4983,4983,2024-08-25,A,8
4989,4989,2024-03-15,A,360
4990,4990,2024-03-10,A,115
4991,4991,2025-11-24,A,155
4995,4995,2023-09-13,A,200
4998,4998,2023-10-15,A,153
5006,5006,2023-08-27,A,257
5008,5008,2026-02-15,A,372
5013,5013,2024-07-04,A,273
5015,5015,2024-07-22,A,360
5017,5017,2023-09-23,A,88
5018,5018,2025-12-04,A,320
5020,5020,2023-08-28,A,19
5023,5023,2024-08-31,A,200
5026,5026,2025-07-09,A,282
5029,5029,2023-03-31,A,340
5039,5039,2023-07-21,A,71
5040,5040,2023-06-29,A,379
5042,5042,2023-12-01,A,34
5048,5048,2024-09-05,A,319
5050,5050,2025-01-19,A,118
5052,5052,2024-11-06,A,332
5054,5054,2024-12-21,A,205
5059,5059,2024-07-31,A,297
5062,5062,2023-06-16,A,70
5065,5065,2023-12-26,A,365
5068,5068,2023-04-26,A,253
5070,5070,2025-08-07,A,85
5072,5072,2025-12-10,A,341
5077,5077,2024-01-18,A,379
5082,5082,2026-02-17,A,357
5083,5083,2023-10-04,A,384
5084,5084,2025-08-29,A,11
5094,5094,2024-06-12,A,385
5097,5097,2025-08-19,A,163
5098,5098,2023-11-27,A,236
5100,5100,2025-12-03,A,67
5106,5106,2024-11-20,A,175
5109,5109,2025-06-15,A,255
5111,5111,2023-10-22,A,271
5112,5112,2024-02-27,A,296
5113,5113,2025-10-26,A,200
5115,5115,2026-01-29,A,101
5117,5117,2023-09-22,A,52
5120,5120,2024-09-28,A,268
5124,5124,2024-01-14,A,204
5130,5130,2023-07-04,A,16
5135,5135,2025-05-13,A,32
5148,5148,2024-05-02,A,138
5149,5149,2024-07-05,A,115
5150,5150,2023-05-09,A,305
5151,5151,2025-05-28,A,361
5153,5153,2024-05-30,A,148
5158,5158,2025-11-18,A,354
5160,5160,2024-08-24,A,346
5162,5162,2024-09-09,A,227
5167,5167,2025-08-09,A,375
5169,5169,2025-06-25,A,196
5170,5170,2025-11-06,A,205
5173,5173,2024-07-09,A,86
5174,5174,2024-04-24,A,266
5175,5175,2025-12-16,A,397
5181,5181,2025-06-13,A,399
5182,5182,2025-05-19,A,191
5183,5183,2023-09-30,A,65
5184,5184,2025-09-01,A,236
5186,5186,2025-05-10,A,378
5191,5191,2025-06-06,A,139
5192,5192,2023-08-21,A,170
5197,5197,2023-07-23,A,76
5201,5201,2024-02-13,A,114
5203,5203,2025-05-01,A,89
5205,5205,2023-10-14,A,105
5206,5206,2024-02-21,A,242
5216,5216,2025-07-22,A,201
5217,5217,2025-12-03,A,320
5218,5218,2024-08-16,A,228
5219,5219,2025-05-02,A,200
5221,5221,2024-12-26,A,343
5224,5224,2025-10-29,A,23
5233,5233,2025-07-02,A,289
5237,5237,2025-01-11,A,145
5239,5239,2026-01-27,A,71
5244,5244,2024-10-18,A,289
5250,5250,2024-11-05,A,237
5252,5252,2024-12-06,A,216
5254,5254,2023-12-07,A,308
5255,5255,2025-11-30,A,308
5259,5259,2024-12-19,A,377
5260,5260,2023-10-03,A,20
5266,5266,2024-05-31,A,334
5270,5270,2024-04-01,A,267
5274,5274,2024-11-23,A,161
5282,5282,2024-12-22,A,331
5283,5283,2023-10-09,A,61
5286,5286,2026-01-03,A,15
5287,5287,2023-05-23,A,95
5303,5303,2024-06-24,A,230
5304,5304,2025-07-08,A,207
5307,5307,2023-04-26,A,135
5308,5308,2025-06-03,A,20
5309,5309,2023-06-01,A,204
5311,5311,2024-04-22,A,253
5312,5312,2024-06-22,A,65
5314,5314,2024-06-12,A,95
5316,5316,2025-03-21,A,65
5320,5320,2024-01-28,A,397
5321,5321,2024-06-20,A,303
5325,5325,2025-11-14,A,80
5327,5327,2025-03-01,A,400
5333,5333,2023-09-10,A,194
5335,5335,2025-03-23,A,86
5344,5344,2023-03-29,A,197
5353,5353,2025-03-29,A,233
5354,5354,2025-08-28,A,172
5356,5356,2023-09-21,A,334
5358,5358,2024-03-19,A,45
5361,5361,2026-02-16,A,319
5362,5362,2023-06-01,A,15
5363,5363,2024-01-26,A,216
5364,5364,2025-05-07,A,32
5365,5365,2025-06-09,A,306
5370,5370,2024-05-14,A,239
5372,5372,2024-06-30,A,149
5373,5373,2025-07-08,A,224
5381,5381,2023-04-18,A,396
5384,5384,2025-02-24,A,56
5387,5387,2026-02-14,A,193
5388,5388,2024-05-08,A,23
5395,5395,2023-06-27,A,124
5401,5401,2023-10-18,A,379
5403,5403,2025-06-12,A,335
5406,5406,2024-01-01,A,15
