incident_id,date,hour,district,police_station,crime_type,mo,latitude,longitude,suspect_id,victim_id,victim_age,victim_gender,weapon_used,severity_score,resolved,urbanization,pop_density,literacy_rate,unemployment_rate,month,day_of_week,is_weekend,is_repeat_offender,CrimeNo,CaseStatusName,anomaly_score,is_anomaly,hotspot_cluster
INC-003610,2025-12-01,11,Kalaburagi,Kalaburagi PS-3,Burglary,window forced entry,17.26815,76.8152,ACC-08412,3610,33,M,False,3.5,1,32,316,64.8,6.9,12,0,False,True,144060033202500005,Charge Sheeted,1,False,3
INC-003611,2025-11-22,15,Ballari,Ballari PS-1,Theft,distraction technique,15.14079,77.00055,ACC-07132,3611,12,M,False,2.4,1,35,302,67.2,6.4,11,5,True,False,144070037202500009,Charge Sheeted,1,False,6
INC-003612,2025-01-23,22,Bagalkot,Bagalkot PS-5,Murder,domestic escalation,16.15564,75.66223,ACC-07458,3612,41,T,False,9.6,0,22,316,68.8,6.0,1,3,False,False,844160095202500002,Under Investigation,1,False,19
INC-003613,2024-10-03,19,Hassan,Hassan PS-2,Robbery,chain snatching - two-wheeler,12.95613,76.1517,ACC-04031,3613,42,T,True,5.5,0,18,320,78.3,4.6,10,3,False,False,144180104202400012,Under Investigation,1,False,10
INC-003614,2025-01-28,23,Tumakuru,Tumakuru PS-3,Cyber Fraud,UPI phishing,13.41454,77.00271,ACC-00034,3614,40,M,False,3.9,1,22,276,75.1,5.0,1,1,False,False,444090051202500001,Closed,1,False,17
INC-003615,2023-11-06,19,Kolar,Kolar PS-6,Vehicle Theft,duplicate key,13.1623,78.11872,ACC-04235,3615,24,F,False,2.9,0,20,396,73.8,5.6,11,0,False,False,144140084202300013,Undetected,1,False,7
INC-003616,2024-12-31,23,Kolar,Kolar PS-1,Assault,group assault,13.19525,78.28002,ACC-05689,3616,44,M,False,4.0,1,20,396,73.8,5.6,12,1,False,False,144140079202400013,Closed,1,False,-1
INC-003617,2024-05-14,23,Shivamogga,Shivamogga PS-6,Robbery,ATM area targeting,13.95917,75.51098,ACC-05285,3617,26,T,False,3.8,1,29,254,81.3,4.5,5,1,False,True,144080048202400007,Closed,1,False,15
INC-003618,2024-03-15,21,Bagalkot,Bagalkot PS-5,Vehicle Theft,parking-lot theft,16.27375,75.7756,ACC-02885,3618,48,M,False,1.6,0,22,316,68.8,6.0,3,4,False,True,144160095202400010,Under Investigation,1,False,-1
INC-003619,2025-12-11,12,Dakshina Kannada,Dakshina Kannada PS-6,Murder,domestic escalation,12.87233,74.99617,ACC-02001,3619,47,M,True,8.6,1,45,619,88.6,3.9,12,3,False,False,144030018202500011,Charge Sheeted,-1,True,4
INC-003620,2023-04-24,17,Dakshina Kannada,Dakshina Kannada PS-3,Assault,group assault,12.91574,74.84003,ACC-08310,3620,19,M,True,2.8,1,45,619,88.6,3.9,4,0,False,False,144030015202300014,Charge Sheeted,1,False,4
INC-003621,2023-04-17,18,Davanagere,Davanagere PS-1,Assault,group assault,14.46594,76.0073,ACC-02300,3621,50,M,False,2.6,0,34,429,76.6,5.3,4,0,False,False,844110061202300001,Under Investigation,1,False,14
INC-003622,2024-04-15,22,Chikkamagaluru,Chikkamagaluru PS-1,Cyber Fraud,SIM swap,13.3614,75.83115,ACC-08591,3622,37,T,False,1.2,1,19,191,81.9,4.1,4,0,False,False,144150085202400009,Charge Sheeted,1,False,13
INC-003623,2024-01-10,19,Tumakuru,Tumakuru PS-3,Burglary,window forced entry,13.36691,77.16412,ACC-00857,3623,59,T,False,2.1,0,22,276,75.1,5.0,1,2,False,False,144090051202400012,Under Investigation,1,False,17
INC-003624,2023-08-11,22,Tumakuru,Tumakuru PS-4,Drug Offense,courier network,13.23818,77.16497,ACC-04776,3624,56,F,False,4.7,1,22,276,75.1,5.0,8,4,False,False,144090052202300006,Charge Sheeted,1,False,17
INC-003625,2025-07-18,15,Shivamogga,Shivamogga PS-2,Domestic Violence,dowry-related,13.88897,75.5378,ACC-00179,3625,52,T,False,4.7,1,29,254,81.3,4.5,7,4,False,False,144080044202500008,Charge Sheeted,1,False,15
INC-003626,2024-04-12,19,Kalaburagi,Kalaburagi PS-4,Burglary,impersonation - utility worker,17.30613,76.72537,ACC-02721,3626,57,M,False,3.6,0,32,316,64.8,6.9,4,4,False,False,144060034202400007,Under Investigation,1,False,3
INC-003627,2025-11-04,19,Dharwad,Dharwad PS-1,Assault,altercation escalation,15.48496,75.11127,ACC-01114,3627,36,M,False,3.7,0,56,439,80.5,5.7,11,1,False,False,144050025202500011,Under Investigation,1,False,2
INC-003628,2025-11-05,12,Dakshina Kannada,Dakshina Kannada PS-4,Drug Offense,street-level peddling,12.82729,74.80752,ACC-04192,3628,29,M,False,3.1,1,45,619,88.6,3.9,11,2,False,False,144030016202500011,Closed,1,False,4
INC-003629,2024-03-10,17,Kalaburagi,Kalaburagi PS-5,Burglary,forced entry - night,17.32144,76.93643,ACC-08412,3629,22,M,True,2.1,1,32,316,64.8,6.9,3,6,True,True,444060035202400001,Closed,1,False,3
INC-003630,2025-07-20,23,Bagalkot,Bagalkot PS-2,Drug Offense,courier network,16.13893,75.59584,ACC-05281,3630,35,F,False,4.5,1,22,316,68.8,6.0,7,6,True,False,144160092202500010,Charge Sheeted,1,False,19
INC-003631,2023-10-13,23,Bagalkot,Bagalkot PS-5,Domestic Violence,dowry-related,16.10636,75.60965,ACC-03269,3631,43,T,False,4.7,0,22,316,68.8,6.0,10,4,False,False,144160095202300009,Undetected,1,False,19
INC-003632,2025-11-04,16,Hassan,Hassan PS-6,Cyber Fraud,SIM swap,12.97164,76.1529,ACC-04295,3632,46,F,False,1.5,0,18,320,78.3,4.6,11,1,False,True,144180108202500010,Under Investigation,1,False,10
INC-003633,2024-02-14,18,Dakshina Kannada,Dakshina Kannada PS-6,Cyber Fraud,SIM swap,12.84286,74.78514,ACC-05539,3633,27,T,False,2.4,0,45,619,88.6,3.9,2,2,False,False,844030018202400002,Under Investigation,1,False,4
INC-003634,2024-11-29,23,Koppal,Koppal PS-4,Robbery,chain snatching - two-wheeler,15.35571,76.12538,ACC-07950,3634,19,M,False,5.1,0,20,261,65.5,6.6,11,4,False,False,144200118202400007,Under Investigation,1,False,12
INC-003635,2024-01-03,16,Bidar,Bidar PS-1,Cyber Fraud,fake investment call,17.842,77.56897,ACC-00110,3635,9,M,False,1.1,1,21,316,70.5,6.8,1,2,False,False,144120067202400015,Charge Sheeted,1,False,11
INC-003636,2024-06-19,16,Tumakuru,Tumakuru PS-1,Burglary,window forced entry,13.31545,77.12852,ACC-04851,3636,40,M,False,3.0,0,22,276,75.1,5.0,6,2,False,False,144090049202400010,Undetected,1,False,17
INC-003637,2025-12-17,17,Dharwad,Dharwad PS-3,Cyber Fraud,OTP scam,15.48363,75.0007,ACC-07253,3637,42,M,False,2.0,1,56,439,80.5,5.7,12,2,False,False,144050027202500013,Charge Sheeted,1,False,2
INC-003638,2024-11-30,17,Dharwad,Dharwad PS-3,Murder,domestic escalation,15.46179,75.08577,ACC-03507,3638,28,F,True,8.9,1,56,439,80.5,5.7,11,5,True,False,144050027202400013,Charge Sheeted,-1,True,2
INC-003639,2025-10-05,14,Kalaburagi,Kalaburagi PS-3,Robbery,armed - two person,17.34485,76.97253,ACC-06587,3639,11,F,True,4.5,1,32,316,64.8,6.9,10,6,True,False,144060033202500006,Charge Sheeted,-1,True,3
INC-003640,2025-05-25,16,Chitradurga,Chitradurga PS-1,Assault,altercation escalation,14.17578,76.37473,ACC-00229,3640,43,T,False,4.0,1,21,197,73.6,5.4,5,6,True,False,144170097202500006,Charge Sheeted,1,False,5
INC-003641,2023-04-28,22,Belagavi,Belagavi PS-6,Cyber Fraud,UPI phishing,15.73245,74.43426,ACC-07259,3641,36,M,False,2.2,0,24,316,73.9,5.2,4,4,False,False,144040024202300006,Under Investigation,1,False,16
INC-003642,2023-07-08,20,Mandya,Mandya PS-4,Theft,distraction technique,12.52724,76.91007,ACC-00279,3642,35,M,False,2.0,0,17,460,71.9,5.1,7,5,True,False,144190112202300012,Under Investigation,1,False,18
INC-003643,2024-09-16,19,Hassan,Hassan PS-1,Burglary,forced entry - night,13.00539,76.09438,ACC-02751,3643,18,M,False,2.2,0,18,320,78.3,4.6,9,0,False,False,344180103202400001,Under Investigation,1,False,10
INC-003644,2025-08-27,14,Chitradurga,Chitradurga PS-5,Assault,group assault,14.18585,76.44268,ACC-03435,3644,14,T,False,4.1,1,21,197,73.6,5.4,8,2,False,True,144170101202500008,Charge Sheeted,1,False,5
INC-003645,2023-03-03,21,Tumakuru,Tumakuru PS-4,Assault,workplace dispute,13.47857,77.19208,ACC-07724,3645,6,M,False,3.9,0,22,276,75.1,5.0,3,4,False,False,144090052202300007,Under Investigation,1,False,-1
INC-003646,2025-07-16,21,Kalaburagi,Kalaburagi PS-1,Assault,altercation escalation,17.30674,76.78326,ACC-00135,3646,20,M,True,4.0,1,32,316,64.8,6.9,7,2,False,False,144060031202500009,Closed,1,False,3
INC-003647,2025-12-09,23,Kolar,Kolar PS-3,Domestic Violence,dowry-related,13.17617,78.13518,ACC-00396,3647,33,M,False,4.4,1,20,396,73.8,5.6,12,1,False,False,144140081202500007,Charge Sheeted,1,False,7
INC-003648,2024-08-28,23,Bagalkot,Bagalkot PS-1,Burglary,window forced entry,16.18132,75.72214,ACC-07245,3648,39,T,False,3.1,0,22,316,68.8,6.0,8,2,False,False,844160091202400002,Undetected,1,False,19
INC-003649,2024-08-26,22,Raichur,Raichur PS-5,Vehicle Theft,duplicate key,16.25911,77.35598,ACC-03067,3649,26,T,False,2.5,0,24,335,60.5,7.2,8,0,False,False,144130077202400012,Under Investigation,1,False,0
INC-003650,2023-09-26,11,Bagalkot,Bagalkot PS-3,Theft,shop-lifting,16.11438,75.61025,ACC-05243,3650,55,M,False,2.3,0,22,316,68.8,6.0,9,1,False,False,144160093202300007,Under Investigation,1,False,19
INC-003651,2023-06-11,21,Raichur,Raichur PS-6,Robbery,ATM area targeting,16.224,77.44155,ACC-05269,3651,30,T,False,3.4,0,24,335,60.5,7.2,6,6,True,True,144130078202300010,Under Investigation,1,False,0
INC-003652,2025-06-03,23,Tumakuru,Tumakuru PS-1,Robbery,ATM area targeting,13.41855,77.14578,ACC-07380,3652,36,M,False,3.2,1,22,276,75.1,5.0,6,1,False,False,144090049202500014,Charge Sheeted,1,False,17
INC-003653,2024-08-09,23,Bidar,Bidar PS-2,Cyber Fraud,UPI phishing,17.93966,77.47577,ACC-00374,3653,31,T,False,3.6,0,21,316,70.5,6.8,8,4,False,False,144120068202400008,Under Investigation,1,False,11
INC-003654,2025-12-13,23,Bagalkot,Bagalkot PS-3,Vehicle Theft,duplicate key,16.16377,75.69004,ACC-03845,3654,23,T,False,2.8,0,22,316,68.8,6.0,12,5,True,False,144160093202500012,Under Investigation,1,False,19
INC-003655,2024-05-11,23,Kalaburagi,Kalaburagi PS-6,Theft,snatch-and-run,17.27231,76.86129,ACC-08734,3655,48,T,False,2.4,1,32,316,64.8,6.9,5,5,True,False,144060036202400007,Closed,1,False,3
INC-003656,2025-10-04,18,Ballari,Ballari PS-1,Robbery,armed - two person,15.27198,76.9878,ACC-02191,3656,43,F,False,3.8,1,35,302,67.2,6.4,10,5,True,False,844070037202500002,Charge Sheeted,1,False,-1
INC-003657,2024-05-29,15,Bengaluru Urban,Bengaluru Urban PS-2,Burglary,impersonation - utility worker,12.98328,77.61759,ACC-07851,3657,40,T,False,3.7,0,91,4381,87.7,6.1,5,2,False,True,144010002202400006,Under Investigation,1,False,8
INC-003658,2025-03-08,17,Bagalkot,Bagalkot PS-1,Cyber Fraud,OTP scam,16.16583,75.61746,ACC-05193,3658,44,M,False,2.9,1,22,316,68.8,6.0,3,5,True,False,144160091202500008,Closed,1,False,19
INC-003659,2023-03-18,20,Bengaluru Urban,Bengaluru Urban PS-3,Burglary,impersonation - utility worker,12.91239,77.58347,ACC-04970,3659,34,M,False,3.0,0,91,4381,87.7,6.1,3,5,True,False,144010003202300012,Under Investigation,1,False,8
INC-003660,2025-05-31,21,Raichur,Raichur PS-4,Theft,shop-lifting,16.13342,77.3838,ACC-07457,3660,20,T,False,1.7,0,24,335,60.5,7.2,5,5,True,True,144130076202500006,Under Investigation,1,False,0
INC-003661,2025-02-27,19,Shivamogga,Shivamogga PS-2,Burglary,forced entry - night,13.90875,75.56803,ACC-04059,3661,48,F,False,2.9,1,29,254,81.3,4.5,2,3,False,True,144080044202500009,Charge Sheeted,1,False,15
INC-003662,2023-03-04,19,Tumakuru,Tumakuru PS-3,Assault,altercation escalation,13.3092,77.08254,ACC-02730,3662,14,F,True,3.0,0,22,276,75.1,5.0,3,5,True,False,144090051202300005,Undetected,1,False,17
INC-003663,2023-09-12,23,Koppal,Koppal PS-4,Domestic Violence,dowry-related,15.37281,76.25286,ACC-06639,3663,28,M,False,2.4,0,20,261,65.5,6.6,9,1,False,False,144200118202300004,Under Investigation,1,False,12
INC-003664,2023-11-06,18,Mandya,Mandya PS-2,Theft,distraction technique,12.4846,76.91206,ACC-07598,3664,26,M,False,2.1,0,17,460,71.9,5.1,11,0,False,False,144190110202300006,Undetected,1,False,18
INC-003665,2025-07-12,23,Davanagere,Davanagere PS-5,Cyber Fraud,UPI phishing,14.53439,76.02669,ACC-05134,3665,59,M,False,1.2,0,34,429,76.6,5.3,7,5,True,True,144110065202500011,Under Investigation,1,False,14
INC-003666,2025-07-20,17,Hassan,Hassan PS-4,Theft,shop-lifting,13.03074,76.13397,ACC-05080,3666,30,T,False,2.9,0,18,320,78.3,4.6,7,6,True,False,144180106202500009,Under Investigation,1,False,10
INC-003667,2023-05-08,10,Bengaluru Urban,Bengaluru Urban PS-3,Murder,gang rivalry,12.89657,77.58402,ACC-02313,3667,14,T,True,7.3,1,91,4381,87.7,6.1,5,0,False,False,144010003202300013,Closed,-1,True,8
INC-003668,2025-11-24,23,Raichur,Raichur PS-1,Theft,shop-lifting,16.21172,77.40265,ACC-03719,3668,22,M,False,1.4,1,24,335,60.5,7.2,11,0,False,False,144130073202500008,Charge Sheeted,1,False,0
INC-003669,2024-06-24,21,Chikkamagaluru,Chikkamagaluru PS-2,Burglary,impersonation - utility worker,13.24496,75.72395,ACC-07210,3669,21,M,False,2.2,1,19,191,81.9,4.1,6,0,False,True,144150086202400010,Closed,1,False,13
INC-003670,2025-07-18,17,Dharwad,Dharwad PS-3,Murder,personal enmity,15.45871,75.02548,ACC-05870,3670,13,T,False,8.0,1,56,439,80.5,5.7,7,4,False,True,144050027202500014,Charge Sheeted,1,False,2
INC-003671,2023-03-08,16,Chitradurga,Chitradurga PS-5,Murder,gang rivalry,14.28489,76.30163,ACC-01634,3671,14,T,False,9.8,1,21,197,73.6,5.4,3,2,False,False,144170101202300011,Charge Sheeted,1,False,5
INC-003672,2023-02-14,14,Chitradurga,Chitradurga PS-4,Theft,shop-lifting,14.33925,76.31763,ACC-01380,3672,9,T,False,1.8,1,21,197,73.6,5.4,2,1,False,True,144170100202300010,Charge Sheeted,1,False,5
INC-003673,2025-03-07,22,Koppal,Koppal PS-5,Theft,snatch-and-run,15.36292,76.24326,ACC-05893,3673,37,F,False,2.0,0,20,261,65.5,6.6,3,4,False,False,144200119202500011,Under Investigation,1,False,12
INC-003674,2024-11-01,22,Ballari,Ballari PS-3,Robbery,ATM area targeting,15.10985,76.90854,ACC-04380,3674,37,F,True,3.3,1,35,302,67.2,6.4,11,4,False,True,144070039202400011,Charge Sheeted,1,False,6
INC-003675,2025-07-19,12,Bagalkot,Bagalkot PS-4,Cyber Fraud,UPI phishing,16.25898,75.62701,ACC-07621,3675,36,F,False,3.1,1,22,316,68.8,6.0,7,5,True,False,144160094202500013,Charge Sheeted,1,False,19
INC-003676,2024-09-14,23,Ballari,Ballari PS-4,Extortion,business intimidation,15.15467,77.00152,ACC-06203,3676,43,T,False,5.2,0,35,302,67.2,6.4,9,5,True,False,144070040202400009,Undetected,1,False,6
INC-003677,2025-02-07,17,Chitradurga,Chitradurga PS-4,Theft,shop-lifting,14.14872,76.37551,ACC-02026,3677,25,T,False,2.5,1,21,197,73.6,5.4,2,4,False,False,844170100202500003,Closed,1,False,5
INC-003678,2025-07-05,15,Dharwad,Dharwad PS-6,Theft,distraction technique,15.51201,75.08639,ACC-08829,3678,29,M,False,1.4,1,56,439,80.5,5.7,7,5,True,False,144050030202500008,Closed,1,False,2
INC-003679,2025-04-06,22,Bagalkot,Bagalkot PS-4,Cyber Fraud,SIM swap,16.16159,75.608,ACC-01542,3679,54,T,False,2.9,1,22,316,68.8,6.0,4,6,True,False,144160094202500014,Closed,1,False,19
INC-003680,2025-10-01,22,Shivamogga,Shivamogga PS-5,Assault,altercation escalation,13.94298,75.54666,ACC-03935,3680,56,M,False,3.2,0,29,254,81.3,4.5,10,2,False,False,144080047202500008,Under Investigation,1,False,15
INC-003681,2025-08-08,18,Bengaluru Urban,Bengaluru Urban PS-1,Domestic Violence,repeat household dispute,13.00892,77.64969,ACC-01860,3681,29,M,False,3.2,1,91,4381,87.7,6.1,8,4,False,False,144010001202500006,Charge Sheeted,1,False,8
INC-003682,2025-03-20,16,Bengaluru Urban,Bengaluru Urban PS-1,Vehicle Theft,duplicate key,12.90324,77.63568,ACC-04761,3682,30,F,False,1.9,1,91,4381,87.7,6.1,3,3,False,False,144010001202500007,Closed,1,False,8
INC-003683,2024-03-07,15,Dharwad,Dharwad PS-2,Vehicle Theft,parking-lot theft,15.55209,75.08569,ACC-01378,3683,43,T,False,1.3,0,56,439,80.5,5.7,3,3,False,False,144050026202400003,Undetected,1,False,2
INC-003684,2024-02-05,23,Davanagere,Davanagere PS-2,Domestic Violence,repeat household dispute,14.42354,75.94093,ACC-07801,3684,41,T,False,3.4,0,34,429,76.6,5.3,2,0,False,True,844110062202400001,Undetected,1,False,14
INC-003685,2024-07-26,19,Hassan,Hassan PS-4,Robbery,armed - two person,12.91109,76.12527,ACC-07237,3685,20,M,True,4.1,1,18,320,78.3,4.6,7,4,False,False,144180106202400012,Closed,1,False,10
INC-003686,2024-03-26,23,Dakshina Kannada,Dakshina Kannada PS-5,Theft,distraction technique,12.93656,74.87254,ACC-00263,3686,23,T,False,2.2,0,45,619,88.6,3.9,3,1,False,False,144030017202400005,Under Investigation,1,False,4
INC-003687,2024-11-17,12,Davanagere,Davanagere PS-4,Cyber Fraud,UPI phishing,14.47955,75.99613,ACC-03097,3687,55,T,False,3.1,1,34,429,76.6,5.3,11,6,True,False,144110064202400012,Charge Sheeted,1,False,14
INC-003688,2023-04-17,23,Mysuru,Mysuru PS-6,Theft,snatch-and-run,12.26656,76.63932,ACC-06348,3688,36,F,False,1.9,1,51,493,72.6,4.8,4,0,False,False,344020012202300002,Closed,1,False,9
INC-003689,2024-09-29,18,Dharwad,Dharwad PS-2,Assault,workplace dispute,15.42863,75.04586,ACC-06760,3689,46,F,False,3.5,1,56,439,80.5,5.7,9,6,True,False,844050026202400003,Closed,1,False,2
INC-003690,2025-06-29,23,Koppal,Koppal PS-2,Cyber Fraud,fake investment call,15.3158,76.1834,ACC-04907,3690,36,T,False,2.9,1,20,261,65.5,6.6,6,6,True,False,144200116202500008,Charge Sheeted,1,False,12
INC-003691,2023-03-01,15,Udupi,Udupi PS-6,Assault,altercation escalation,13.29718,74.6284,ACC-06654,3691,35,F,False,3.5,0,27,407,86.2,3.4,3,2,False,False,144100060202300007,Under Investigation,1,False,1
INC-003692,2023-01-16,23,Koppal,Koppal PS-3,Domestic Violence,dowry-related,15.31262,76.16983,ACC-00628,3692,6,M,False,4.4,0,20,261,65.5,6.6,1,0,False,False,144200117202300012,Under Investigation,1,False,12
INC-003693,2024-11-30,17,Davanagere,Davanagere PS-2,Assault,group assault,14.5183,76.01399,ACC-05813,3693,6,F,False,4.4,1,34,429,76.6,5.3,11,5,True,True,144110062202400010,Charge Sheeted,1,False,14
INC-003694,2024-11-13,21,Bidar,Bidar PS-4,Robbery,chain snatching - two-wheeler,17.90323,77.58785,ACC-01282,3694,50,F,False,4.1,0,21,316,70.5,6.8,11,2,False,False,844120070202400002,Under Investigation,1,False,11
INC-003695,2024-10-08,14,Davanagere,Davanagere PS-1,Robbery,ATM area targeting,14.52374,75.9113,ACC-08056,3695,34,M,False,5.3,0,34,429,76.6,5.3,10,1,False,True,144110061202400010,Under Investigation,1,False,14
INC-003696,2025-11-13,13,Raichur,Raichur PS-2,Murder,gang rivalry,16.13094,77.35472,ACC-04228,3696,16,F,False,9.0,1,24,335,60.5,7.2,11,3,False,False,144130074202500006,Charge Sheeted,1,False,0
INC-003697,2023-01-22,13,Hassan,Hassan PS-4,Assault,workplace dispute,13.04256,76.09312,ACC-08672,3697,15,M,False,2.5,0,18,320,78.3,4.6,1,6,True,False,844180106202300003,Under Investigation,1,False,10
INC-003698,2025-11-24,17,Bengaluru Urban,Bengaluru Urban PS-5,Vehicle Theft,duplicate key,12.99066,77.60462,ACC-04749,3698,27,F,False,1.3,1,91,4381,87.7,6.1,11,0,False,False,144010005202500008,Closed,1,False,8
INC-003699,2025-06-10,23,Chitradurga,Chitradurga PS-3,Burglary,impersonation - utility worker,14.16894,76.33158,ACC-01599,3699,38,F,False,2.5,0,21,197,73.6,5.4,6,1,False,True,144170099202500010,Undetected,1,False,5
INC-003700,2023-10-14,17,Koppal,Koppal PS-2,Burglary,window forced entry,15.33124,76.23979,ACC-03873,3700,20,M,False,3.8,0,20,261,65.5,6.6,10,5,True,False,144200116202300008,Undetected,1,False,12
INC-003701,2024-09-10,18,Mandya,Mandya PS-2,Cyber Fraud,OTP scam,12.53847,76.92484,ACC-06029,3701,22,T,False,3.8,0,17,460,71.9,5.1,9,1,False,False,844190110202400003,Under Investigation,1,False,18
INC-003702,2023-09-07,23,Bidar,Bidar PS-1,Drug Offense,street-level peddling,17.84163,77.49195,ACC-01178,3702,46,T,False,4.1,0,21,316,70.5,6.8,9,3,False,False,144120067202300007,Undetected,1,False,11
INC-003703,2024-09-09,17,Raichur,Raichur PS-1,Cyber Fraud,OTP scam,16.12827,77.37784,ACC-01702,3703,69,F,False,3.7,0,24,335,60.5,7.2,9,0,False,False,144130073202400010,Under Investigation,1,False,0
INC-003704,2023-04-27,19,Dakshina Kannada,Dakshina Kannada PS-1,Burglary,impersonation - utility worker,12.85891,74.74327,ACC-06960,3704,66,T,False,2.6,0,45,619,88.6,3.9,4,3,False,False,844030013202300001,Under Investigation,1,False,4
INC-003705,2023-10-14,23,Chitradurga,Chitradurga PS-6,Domestic Violence,dowry-related,14.23984,76.41957,ACC-02619,3705,44,T,False,4.7,0,21,197,73.6,5.4,10,5,True,False,844170102202300001,Under Investigation,1,False,5
INC-003706,2024-10-08,16,Chitradurga,Chitradurga PS-2,Cyber Fraud,fake investment call,14.2057,76.37658,ACC-05269,3706,34,M,False,2.5,1,21,197,73.6,5.4,10,1,False,True,144170098202400008,Charge Sheeted,1,False,5
INC-003707,2023-08-17,20,Hassan,Hassan PS-4,Robbery,ATM area targeting,12.91797,76.08356,ACC-04141,3707,25,T,False,4.1,0,18,320,78.3,4.6,8,3,False,False,144180106202300008,Under Investigation,1,False,10
INC-003708,2024-11-06,11,Kolar,Kolar PS-1,Burglary,impersonation - utility worker,13.08736,78.16394,ACC-07250,3708,58,F,False,2.7,0,20,396,73.8,5.6,11,2,False,False,144140079202400014,Under Investigation,1,False,7
INC-003709,2023-01-26,17,Dharwad,Dharwad PS-2,Assault,workplace dispute,15.41167,75.01992,ACC-04671,3709,6,F,False,4.5,0,56,439,80.5,5.7,1,3,False,False,144050026202300008,Undetected,1,False,2
INC-003710,2025-12-30,19,Bagalkot,Bagalkot PS-6,Theft,opportunistic pickpocketing,16.17477,75.62982,ACC-08183,3710,13,M,False,1.6,0,22,316,68.8,6.0,12,1,False,False,144160096202500008,Under Investigation,1,False,19
INC-003711,2024-07-10,22,Bengaluru Urban,Bengaluru Urban PS-5,Extortion,online blackmail,12.9019,77.52258,ACC-05971,3711,19,F,False,5.9,1,91,4381,87.7,6.1,7,2,False,False,144010005202400009,Charge Sheeted,1,False,8
INC-003712,2025-07-19,16,Raichur,Raichur PS-5,Assault,group assault,16.1559,77.22016,ACC-05061,3712,16,F,False,2.3,0,24,335,60.5,7.2,7,5,True,False,144130077202500005,Under Investigation,1,False,-1
INC-003713,2025-08-05,17,Koppal,Koppal PS-5,Theft,opportunistic pickpocketing,15.34231,76.14582,ACC-07957,3713,23,F,False,1.4,0,20,261,65.5,6.6,8,1,False,False,144200119202500012,Under Investigation,1,False,12
INC-003714,2025-04-03,10,Dharwad,Dharwad PS-5,Vehicle Theft,duplicate key,15.4453,75.05797,ACC-07679,3714,20,F,False,3.0,1,56,439,80.5,5.7,4,3,False,False,144050029202500010,Charge Sheeted,1,False,2
INC-003715,2025-05-01,14,Tumakuru,Tumakuru PS-1,Domestic Violence,repeat household dispute,13.37385,77.0729,ACC-08670,3715,37,F,False,3.5,1,22,276,75.1,5.0,5,3,False,False,144090049202500015,Closed,1,False,17
INC-003716,2025-07-15,21,Raichur,Raichur PS-2,Domestic Violence,repeat household dispute,16.15893,77.25869,ACC-08907,3716,32,T,False,4.6,0,24,335,60.5,7.2,7,1,False,True,144130074202500007,Undetected,1,False,0
INC-003717,2024-09-05,16,Mysuru,Mysuru PS-3,Drug Offense,street-level peddling,12.31364,76.60746,ACC-01391,3717,12,F,False,4.3,0,51,493,72.6,4.8,9,3,False,True,144020009202400012,Undetected,1,False,9
INC-003718,2025-08-03,23,Kalaburagi,Kalaburagi PS-6,Domestic Violence,repeat household dispute,17.38709,76.74035,ACC-01853,3718,24,F,False,4.3,0,32,316,64.8,6.9,8,6,True,False,144060036202500006,Under Investigation,1,False,3
INC-003719,2025-10-23,17,Kalaburagi,Kalaburagi PS-3,Theft,shop-lifting,17.2754,76.88955,ACC-04469,3719,17,M,False,1.1,1,32,316,64.8,6.9,10,3,False,False,144060033202500007,Closed,1,False,3
INC-003720,2024-06-23,18,Chikkamagaluru,Chikkamagaluru PS-2,Murder,domestic escalation,13.31176,75.83238,ACC-07638,3720,34,F,False,8.0,0,19,191,81.9,4.1,6,6,True,False,144150086202400011,Under Investigation,1,False,13
INC-003721,2023-05-14,11,Dharwad,Dharwad PS-2,Assault,altercation escalation,15.53642,74.98097,ACC-07860,3721,36,M,False,2.3,0,56,439,80.5,5.7,5,6,True,False,844050026202300001,Under Investigation,1,False,2
INC-003722,2025-01-04,23,Tumakuru,Tumakuru PS-4,Robbery,ATM area targeting,13.25198,77.08044,ACC-04060,3722,21,T,False,3.6,1,22,276,75.1,5.0,1,5,True,True,144090052202500012,Charge Sheeted,1,False,17
INC-003723,2023-08-03,13,Dharwad,Dharwad PS-3,Cyber Fraud,OTP scam,15.45924,75.02204,ACC-01623,3723,61,M,False,2.8,1,56,439,80.5,5.7,8,3,False,False,144050027202300011,Charge Sheeted,1,False,2
INC-003724,2025-07-03,15,Hassan,Hassan PS-6,Robbery,chain snatching - two-wheeler,12.90943,76.1,ACC-05680,3724,44,T,False,5.8,1,18,320,78.3,4.6,7,3,False,True,144180108202500011,Charge Sheeted,1,False,10
INC-003725,2025-06-15,14,Koppal,Koppal PS-2,Burglary,impersonation - utility worker,15.45494,76.18094,ACC-02298,3725,36,T,False,2.4,1,20,261,65.5,6.6,6,6,True,True,144200116202500009,Closed,1,False,12
INC-003726,2023-09-25,12,Kalaburagi,Kalaburagi PS-3,Vehicle Theft,parking-lot theft,17.33916,76.80729,ACC-06750,3726,23,M,False,2.7,1,32,316,64.8,6.9,9,0,False,True,144060033202300008,Closed,1,False,3
INC-003727,2023-11-02,23,Mandya,Mandya PS-1,Domestic Violence,repeat household dispute,12.59805,76.69807,ACC-05226,3727,32,M,False,4.0,0,17,460,71.9,5.1,11,3,False,False,144190109202300012,Under Investigation,1,False,-1
