ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
4485,4485,Complainant-4485,38,3,4,1,M
4486,4486,Complainant-4486,33,5,1,4,M
4487,4487,Complainant-4487,40,7,2,3,F
4488,4488,Complainant-4488,21,2,2,2,M
4489,4489,Complainant-4489,43,8,1,2,F
4490,4490,Complainant-4490,43,2,6,2,F
4491,4491,Complainant-4491,40,4,6,1,M
4492,4492,Complainant-4492,36,3,1,4,F
4493,4493,Complainant-4493,61,4,1,4,M
4494,4494,Complainant-4494,25,5,3,1,F
4495,4495,Complainant-4495,22,2,3,2,M
4496,4496,Complainant-4496,42,5,5,3,M
4497,4497,Complainant-4497,26,8,2,1,M
4498,4498,Complainant-4498,18,1,4,4,F
4499,4499,Complainant-4499,29,8,1,3,M
4500,4500,Complainant-4500,27,8,5,1,F
4501,4501,Complainant-4501,37,1,6,1,M
4502,4502,Complainant-4502,42,7,1,3,M
4503,4503,Complainant-4503,33,2,3,2,M
4504,4504,Complainant-4504,41,6,5,4,F
4505,4505,Complainant-4505,50,1,2,2,F
4506,4506,Complainant-4506,47,2,3,1,F
4507,4507,Complainant-4507,54,7,2,1,M
4508,4508,Complainant-4508,18,3,4,1,M
4509,4509,Complainant-4509,18,7,5,4,M
4510,4510,Complainant-4510,44,2,5,4,F
4511,4511,Complainant-4511,21,2,6,1,F
4512,4512,Complainant-4512,30,6,5,2,F
4513,4513,Complainant-4513,33,4,3,4,M
4514,4514,Complainant-4514,36,8,4,1,M
4515,4515,Complainant-4515,42,1,3,1,F
4516,4516,Complainant-4516,51,5,4,2,F
4517,4517,Complainant-4517,34,1,4,2,F
4518,4518,Complainant-4518,24,3,3,3,F
4519,4519,Complainant-4519,34,2,5,1,F
4520,4520,Complainant-4520,51,7,3,3,M
4521,4521,Complainant-4521,38,2,1,1,M
4522,4522,Complainant-4522,35,5,1,3,M
4523,4523,Complainant-4523,47,7,6,3,M
4524,4524,Complainant-4524,23,1,3,3,F
4525,4525,Complainant-4525,28,8,6,4,F
4526,4526,Complainant-4526,33,8,1,1,M
4527,4527,Complainant-4527,33,8,2,1,F
4528,4528,Complainant-4528,46,5,2,1,F
4529,4529,Complainant-4529,32,2,1,2,M
4530,4530,Complainant-4530,25,5,1,4,F
4531,4531,Complainant-4531,18,8,1,2,F
4532,4532,Complainant-4532,63,1,5,4,F
4533,4533,Complainant-4533,27,5,4,1,F
4534,4534,Complainant-4534,24,5,3,1,M
4535,4535,Complainant-4535,51,4,5,2,M
4536,4536,Complainant-4536,35,5,3,3,M
4537,4537,Complainant-4537,42,1,4,4,F
4538,4538,Complainant-4538,39,1,6,4,M
4539,4539,Complainant-4539,41,7,2,2,F
4540,4540,Complainant-4540,50,7,3,3,M
4541,4541,Complainant-4541,39,3,3,1,F
4542,4542,Complainant-4542,48,6,1,2,M
4543,4543,Complainant-4543,22,8,1,3,M
4544,4544,Complainant-4544,42,1,6,2,F
4545,4545,Complainant-4545,51,8,3,1,M
4546,4546,Complainant-4546,67,2,3,4,F
4547,4547,Complainant-4547,56,3,6,3,M
4548,4548,Complainant-4548,27,5,4,3,M
4549,4549,Complainant-4549,38,7,4,4,M
4550,4550,Complainant-4550,18,5,4,1,M
4551,4551,Complainant-4551,49,6,3,3,F
4552,4552,Complainant-4552,44,6,1,4,F
4553,4553,Complainant-4553,44,7,4,4,M
4554,4554,Complainant-4554,27,2,4,2,M
4555,4555,Complainant-4555,51,4,4,2,F
4556,4556,Complainant-4556,53,2,2,1,M
4557,4557,Complainant-4557,38,6,3,3,M
4558,4558,Complainant-4558,61,7,6,4,M
4559,4559,Complainant-4559,18,7,2,2,M
4560,4560,Complainant-4560,18,7,4,4,F
4561,4561,Complainant-4561,44,1,2,3,F
4562,4562,Complainant-4562,40,2,6,3,M
4563,4563,Complainant-4563,33,7,4,4,M
4564,4564,Complainant-4564,54,1,3,3,M
4565,4565,Complainant-4565,24,7,6,4,M
4566,4566,Complainant-4566,57,4,4,3,F
4567,4567,Complainant-4567,38,6,3,2,F
4568,4568,Complainant-4568,36,1,3,3,M
4569,4569,Complainant-4569,43,8,4,2,F
4570,4570,Complainant-4570,32,1,1,1,F
4571,4571,Complainant-4571,49,2,1,2,M
4572,4572,Complainant-4572,18,4,3,2,M
4573,4573,Complainant-4573,50,8,6,1,M
4574,4574,Complainant-4574,46,4,5,3,F
4575,4575,Complainant-4575,73,2,4,3,F
4576,4576,Complainant-4576,71,5,1,4,M
4577,4577,Complainant-4577,42,2,3,3,M
4578,4578,Complainant-4578,32,1,2,4,M
4579,4579,Complainant-4579,33,4,4,4,M
4580,4580,Complainant-4580,25,3,6,2,F
4581,4581,Complainant-4581,62,6,3,3,M
4582,4582,Complainant-4582,38,8,2,3,F
4583,4583,Complainant-4583,19,2,2,1,F
4584,4584,Complainant-4584,57,4,4,3,F
4585,4585,Complainant-4585,27,7,4,3,M
4586,4586,Complainant-4586,64,3,5,2,F
4587,4587,Complainant-4587,36,5,4,4,M
4588,4588,Complainant-4588,46,1,1,3,F
4589,4589,Complainant-4589,27,2,5,1,F
4590,4590,Complainant-4590,25,8,6,4,F
4591,4591,Complainant-4591,21,2,6,2,M
4592,4592,Complainant-4592,21,6,2,2,F
4593,4593,Complainant-4593,28,6,2,2,M
4594,4594,Complainant-4594,45,5,4,4,F
4595,4595,Complainant-4595,48,2,3,1,M
4596,4596,Complainant-4596,41,5,4,2,F
4597,4597,Complainant-4597,67,8,4,4,M
4598,4598,Complainant-4598,53,8,1,4,F
4599,4599,Complainant-4599,42,3,6,4,M
4600,4600,Complainant-4600,52,5,3,1,M
4601,4601,Complainant-4601,51,6,1,4,F
4602,4602,Complainant-4602,48,5,5,3,F
4603,4603,Complainant-4603,56,7,6,4,M
4604,4604,Complainant-4604,60,5,5,4,M
4605,4605,Complainant-4605,20,4,5,4,F
4606,4606,Complainant-4606,43,6,4,1,F
4607,4607,Complainant-4607,46,1,5,1,M
4608,4608,Complainant-4608,45,3,2,1,M
4609,4609,Complainant-4609,18,6,5,3,M
4610,4610,Complainant-4610,18,8,4,2,F
4611,4611,Complainant-4611,40,3,6,2,F
4612,4612,Complainant-4612,43,3,1,4,F
4613,4613,Complainant-4613,32,8,5,1,M
4614,4614,Complainant-4614,24,3,2,1,M
4615,4615,Complainant-4615,54,6,5,3,M
4616,4616,Complainant-4616,49,4,5,2,M
4617,4617,Complainant-4617,37,7,2,1,M
4618,4618,Complainant-4618,23,3,4,2,F
4619,4619,Complainant-4619,58,8,1,4,F
4620,4620,Complainant-4620,66,8,1,3,M
4621,4621,Complainant-4621,32,6,4,3,M
4622,4622,Complainant-4622,47,6,4,3,F
4623,4623,Complainant-4623,39,1,4,3,F
4624,4624,Complainant-4624,40,5,6,3,M
4625,4625,Complainant-4625,52,7,2,1,M
4626,4626,Complainant-4626,36,8,6,2,F
4627,4627,Complainant-4627,63,6,3,2,M
4628,4628,Complainant-4628,59,8,6,3,F
4629,4629,Complainant-4629,40,1,3,3,M
4630,4630,Complainant-4630,31,8,5,1,F
4631,4631,Complainant-4631,44,7,5,1,F
4632,4632,Complainant-4632,59,8,5,3,F
4633,4633,Complainant-4633,53,3,5,2,F
4634,4634,Complainant-4634,40,5,1,1,M
4635,4635,Complainant-4635,48,8,1,1,F
4636,4636,Complainant-4636,30,5,3,3,M
4637,4637,Complainant-4637,28,1,1,1,M
4638,4638,Complainant-4638,31,6,5,3,F
4639,4639,Complainant-4639,19,8,6,1,M
4640,4640,Complainant-4640,18,8,6,3,F
4641,4641,Complainant-4641,19,3,5,1,M
4642,4642,Complainant-4642,40,8,4,4,M
4643,4643,Complainant-4643,44,5,2,3,F
4644,4644,Complainant-4644,18,6,3,2,F
4645,4645,Complainant-4645,35,3,1,3,F
4646,4646,Complainant-4646,40,6,6,3,M
4647,4647,Complainant-4647,61,7,5,2,F
4648,4648,Complainant-4648,39,3,3,4,M
4649,4649,Complainant-4649,31,6,5,4,M
4650,4650,Complainant-4650,22,7,2,2,M
4651,4651,Complainant-4651,24,3,6,4,M
4652,4652,Complainant-4652,54,4,1,3,F
4653,4653,Complainant-4653,35,2,2,3,F
4654,4654,Complainant-4654,51,2,1,1,F
4655,4655,Complainant-4655,18,2,5,4,M
4656,4656,Complainant-4656,37,4,6,2,F
4657,4657,Complainant-4657,35,6,6,2,M
4658,4658,Complainant-4658,48,7,5,3,M
4659,4659,Complainant-4659,35,1,5,1,M
4660,4660,Complainant-4660,45,4,5,1,M
4661,4661,Complainant-4661,35,3,4,3,F
4662,4662,Complainant-4662,37,5,4,4,M
4663,4663,Complainant-4663,24,1,2,4,F
4664,4664,Complainant-4664,44,7,2,1,F
4665,4665,Complainant-4665,45,7,1,3,M
4666,4666,Complainant-4666,27,2,3,3,M
4667,4667,Complainant-4667,40,7,2,3,F
4668,4668,Complainant-4668,55,6,4,3,F
4669,4669,Complainant-4669,24,6,5,1,M
4670,4670,Complainant-4670,39,2,1,4,M
4671,4671,Complainant-4671,48,8,4,4,M
4672,4672,Complainant-4672,29,2,3,3,M
4673,4673,Complainant-4673,34,4,3,2,M
4674,4674,Complainant-4674,38,5,1,1,F
4675,4675,Complainant-4675,27,4,2,1,M
4676,4676,Complainant-4676,38,1,4,3,M
4677,4677,Complainant-4677,18,4,2,4,M
4678,4678,Complainant-4678,33,7,2,1,M
4679,4679,Complainant-4679,52,4,3,1,F
4680,4680,Complainant-4680,18,1,6,3,M
4681,4681,Complainant-4681,18,1,3,2,M
4682,4682,Complainant-4682,37,2,5,4,F
4683,4683,Complainant-4683,41,2,4,4,M
4684,4684,Complainant-4684,39,1,3,1,F
4685,4685,Complainant-4685,32,6,6,1,F
4686,4686,Complainant-4686,57,8,2,2,F
4687,4687,Complainant-4687,18,6,1,3,M
4688,4688,Complainant-4688,30,7,1,4,F
4689,4689,Complainant-4689,28,4,2,1,M
4690,4690,Complainant-4690,34,8,3,2,F
4691,4691,Complainant-4691,38,5,5,1,M
4692,4692,Complainant-4692,36,3,3,1,F
4693,4693,Complainant-4693,18,5,4,3,F
4694,4694,Complainant-4694,49,1,1,3,M
4695,4695,Complainant-4695,18,1,4,2,F
4696,4696,Complainant-4696,18,2,1,1,M
4697,4697,Complainant-4697,27,1,3,1,F
4698,4698,Complainant-4698,18,6,2,4,M
4699,4699,Complainant-4699,31,6,1,1,M
4700,4700,Complainant-4700,54,7,6,3,M
4701,4701,Complainant-4701,18,4,6,4,F
4702,4702,Complainant-4702,41,6,6,1,M
4703,4703,Complainant-4703,32,3,1,1,F
4704,4704,Complainant-4704,32,3,6,2,M
4705,4705,Complainant-4705,33,8,5,2,F
4706,4706,Complainant-4706,23,4,1,2,M
4707,4707,Complainant-4707,52,8,3,2,F
4708,4708,Complainant-4708,47,7,2,1,F
4709,4709,Complainant-4709,61,6,6,4,F
4710,4710,Complainant-4710,50,7,4,3,M
4711,4711,Complainant-4711,24,8,6,2,M
4712,4712,Complainant-4712,42,5,4,2,M
4713,4713,Complainant-4713,62,4,2,1,M
4714,4714,Complainant-4714,39,7,5,3,F
4715,4715,Complainant-4715,31,4,6,3,F
4716,4716,Complainant-4716,26,3,5,1,F
4717,4717,Complainant-4717,34,8,6,2,M
4718,4718,Complainant-4718,33,7,3,1,F
4719,4719,Complainant-4719,18,4,5,3,F
4720,4720,Complainant-4720,44,2,4,1,F
4721,4721,Complainant-4721,38,1,4,1,M
4722,4722,Complainant-4722,26,5,2,1,M
4723,4723,Complainant-4723,43,8,2,1,M
4724,4724,Complainant-4724,18,3,1,3,F
4725,4725,Complainant-4725,38,8,3,3,M
4726,4726,Complainant-4726,47,2,4,4,F
4727,4727,Complainant-4727,27,5,5,2,M
4728,4728,Complainant-4728,29,4,1,3,M
4729,4729,Complainant-4729,40,1,6,3,F
4730,4730,Complainant-4730,37,5,2,4,F
4731,4731,Complainant-4731,64,2,1,1,M
4732,4732,Complainant-4732,48,6,4,3,F
4733,4733,Complainant-4733,41,7,6,2,M
4734,4734,Complainant-4734,24,4,6,2,M
4735,4735,Complainant-4735,33,2,6,2,F
4736,4736,Complainant-4736,53,7,1,1,M
4737,4737,Complainant-4737,26,3,4,4,F
4738,4738,Complainant-4738,20,6,3,3,F
4739,4739,Complainant-4739,27,2,6,3,F
4740,4740,Complainant-4740,44,1,5,3,M
4741,4741,Complainant-4741,31,2,2,4,M
4742,4742,Complainant-4742,23,3,2,4,F
4743,4743,Complainant-4743,40,1,4,1,F
4744,4744,Complainant-4744,34,2,4,4,M
4745,4745,Complainant-4745,34,6,2,2,M
4746,4746,Complainant-4746,37,2,2,3,M
4747,4747,Complainant-4747,55,3,4,1,M
4748,4748,Complainant-4748,25,2,4,1,M
4749,4749,Complainant-4749,56,2,3,3,F
4750,4750,Complainant-4750,37,6,2,2,F
4751,4751,Complainant-4751,36,8,5,1,F
4752,4752,Complainant-4752,29,6,5,2,M
4753,4753,Complainant-4753,77,6,5,4,F
4754,4754,Complainant-4754,35,4,6,4,M
4755,4755,Complainant-4755,56,7,1,2,M
4756,4756,Complainant-4756,45,7,2,1,F
4757,4757,Complainant-4757,31,4,2,2,M
4758,4758,Complainant-4758,33,5,4,1,M
4759,4759,Complainant-4759,18,4,1,1,F
4760,4760,Complainant-4760,36,7,2,1,F
4761,4761,Complainant-4761,36,5,1,1,M
4762,4762,Complainant-4762,19,2,2,1,F
4763,4763,Complainant-4763,41,5,2,2,M
4764,4764,Complainant-4764,18,5,4,3,M
4765,4765,Complainant-4765,28,4,4,4,F
4766,4766,Complainant-4766,27,7,1,3,F
4767,4767,Complainant-4767,36,7,1,1,M
4768,4768,Complainant-4768,39,6,4,2,F
4769,4769,Complainant-4769,39,2,6,2,F
4770,4770,Complainant-4770,39,3,3,4,F
4771,4771,Complainant-4771,54,8,3,4,F
4772,4772,Complainant-4772,40,5,6,1,M
4773,4773,Complainant-4773,23,7,4,4,M
4774,4774,Complainant-4774,26,8,4,2,M
4775,4775,Complainant-4775,18,6,3,1,F
4776,4776,Complainant-4776,23,1,6,3,F
4777,4777,Complainant-4777,31,6,1,2,M
4778,4778,Complainant-4778,41,7,5,4,F
4779,4779,Complainant-4779,31,3,1,3,F
4780,4780,Complainant-4780,40,2,3,4,M
4781,4781,Complainant-4781,22,8,4,3,M
4782,4782,Complainant-4782,33,8,6,3,M
4783,4783,Complainant-4783,18,3,5,2,F
4784,4784,Complainant-4784,52,7,2,4,F
4785,4785,Complainant-4785,47,1,5,2,F
4786,4786,Complainant-4786,33,1,2,4,M
4787,4787,Complainant-4787,34,3,5,1,M
4788,4788,Complainant-4788,42,6,1,2,F
4789,4789,Complainant-4789,21,1,1,3,M
4790,4790,Complainant-4790,42,3,1,4,M
4791,4791,Complainant-4791,43,2,6,1,F
4792,4792,Complainant-4792,39,4,2,3,M
4793,4793,Complainant-4793,45,8,3,2,M
4794,4794,Complainant-4794,21,1,5,2,F
4795,4795,Complainant-4795,42,3,3,1,F
4796,4796,Complainant-4796,39,6,6,1,F
4797,4797,Complainant-4797,73,7,4,1,M
4798,4798,Complainant-4798,31,1,5,4,M
4799,4799,Complainant-4799,42,2,5,4,M
4800,4800,Complainant-4800,29,1,2,2,F
4801,4801,Complainant-4801,51,4,6,3,M
4802,4802,Complainant-4802,44,6,3,4,F
4803,4803,Complainant-4803,37,6,5,4,F
4804,4804,Complainant-4804,42,2,6,3,F
4805,4805,Complainant-4805,39,6,5,1,M
4806,4806,Complainant-4806,37,6,3,4,M
4807,4807,Complainant-4807,45,3,1,3,M
4808,4808,Complainant-4808,19,5,2,2,M
4809,4809,Complainant-4809,30,3,6,1,M
4810,4810,Complainant-4810,30,2,5,2,M
4811,4811,Complainant-4811,20,2,1,1,M
4812,4812,Complainant-4812,49,1,3,3,M
4813,4813,Complainant-4813,18,2,5,3,F
4814,4814,Complainant-4814,35,6,6,3,F
4815,4815,Complainant-4815,20,2,5,1,F
4816,4816,Complainant-4816,46,4,6,2,M
4817,4817,Complainant-4817,42,6,6,1,M
4818,4818,Complainant-4818,23,7,4,4,M
4819,4819,Complainant-4819,52,7,3,1,M
4820,4820,Complainant-4820,33,5,4,3,M
4821,4821,Complainant-4821,31,6,2,3,M
4822,4822,Complainant-4822,47,3,1,2,M
4823,4823,Complainant-4823,44,5,2,2,F
4824,4824,Complainant-4824,18,1,6,3,F
4825,4825,Complainant-4825,25,4,2,3,M
4826,4826,Complainant-4826,22,6,5,4,F
4827,4827,Complainant-4827,32,7,3,4,M
4828,4828,Complainant-4828,45,3,1,4,M
4829,4829,Complainant-4829,53,2,4,3,F
4830,4830,Complainant-4830,48,7,5,4,F
4831,4831,Complainant-4831,22,1,3,3,F
4832,4832,Complainant-4832,18,1,6,1,M
4833,4833,Complainant-4833,46,5,2,4,F
4834,4834,Complainant-4834,45,8,1,3,F
4835,4835,Complainant-4835,31,7,4,1,M
4836,4836,Complainant-4836,33,8,3,4,F
4837,4837,Complainant-4837,21,1,2,4,M
4838,4838,Complainant-4838,35,1,1,2,M
4839,4839,Complainant-4839,51,3,5,2,M
4840,4840,Complainant-4840,23,3,2,4,F
4841,4841,Complainant-4841,40,2,2,3,M
4842,4842,Complainant-4842,18,1,5,4,F
4843,4843,Complainant-4843,67,1,5,4,M
4844,4844,Complainant-4844,46,2,3,4,F
4845,4845,Complainant-4845,30,3,4,3,F
4846,4846,Complainant-4846,30,6,1,4,F
4847,4847,Complainant-4847,43,7,3,3,F
4848,4848,Complainant-4848,31,6,3,1,M
4849,4849,Complainant-4849,20,1,3,1,M
4850,4850,Complainant-4850,36,1,5,2,M
4851,4851,Complainant-4851,24,4,1,3,F
4852,4852,Complainant-4852,18,6,4,1,F
4853,4853,Complainant-4853,39,7,6,4,F
4854,4854,Complainant-4854,45,2,5,1,F
4855,4855,Complainant-4855,41,5,5,4,F
4856,4856,Complainant-4856,39,3,1,2,M
4857,4857,Complainant-4857,18,8,4,3,M
4858,4858,Complainant-4858,59,4,3,1,F
4859,4859,Complainant-4859,58,1,4,1,M
4860,4860,Complainant-4860,51,4,6,2,M
4861,4861,Complainant-4861,35,8,2,4,F
4862,4862,Complainant-4862,36,2,2,3,M
4863,4863,Complainant-4863,57,6,6,1,F
4864,4864,Complainant-4864,58,8,1,4,F
4865,4865,Complainant-4865,48,6,3,1,F
4866,4866,Complainant-4866,27,6,3,1,M
4867,4867,Complainant-4867,20,1,4,2,F
4868,4868,Complainant-4868,29,7,1,1,M
4869,4869,Complainant-4869,56,5,5,4,F
4870,4870,Complainant-4870,24,1,6,1,F
4871,4871,Complainant-4871,65,8,1,4,M
4872,4872,Complainant-4872,48,2,3,2,F
4873,4873,Complainant-4873,49,3,1,1,F
4874,4874,Complainant-4874,41,7,2,2,F
4875,4875,Complainant-4875,43,8,4,1,M
4876,4876,Complainant-4876,51,2,2,2,F
4877,4877,Complainant-4877,39,5,1,3,F
4878,4878,Complainant-4878,36,5,3,2,M
4879,4879,Complainant-4879,51,7,3,3,M
4880,4880,Complainant-4880,45,2,4,3,F
4881,4881,Complainant-4881,51,5,3,1,M
4882,4882,Complainant-4882,33,6,4,2,F
4883,4883,Complainant-4883,51,7,2,4,F
4884,4884,Complainant-4884,18,4,5,3,M
4885,4885,Complainant-4885,42,2,1,2,F
4886,4886,Complainant-4886,38,8,4,3,F
4887,4887,Complainant-4887,18,6,6,3,F
4888,4888,Complainant-4888,18,2,2,1,F
4889,4889,Complainant-4889,27,3,2,3,F
4890,4890,Complainant-4890,58,4,3,4,M
4891,4891,Complainant-4891,23,5,6,2,F
4892,4892,Complainant-4892,23,5,6,4,F
4893,4893,Complainant-4893,18,3,2,2,M
4894,4894,Complainant-4894,48,4,4,3,M
4895,4895,Complainant-4895,27,7,3,2,F
4896,4896,Complainant-4896,18,6,4,2,F
4897,4897,Complainant-4897,38,8,6,1,M
4898,4898,Complainant-4898,30,4,4,4,F
4899,4899,Complainant-4899,39,5,6,3,F
4900,4900,Complainant-4900,28,3,3,4,F
4901,4901,Complainant-4901,18,7,6,2,M
4902,4902,Complainant-4902,20,2,5,1,M
4903,4903,Complainant-4903,18,6,3,3,M
4904,4904,Complainant-4904,23,1,5,2,F
4905,4905,Complainant-4905,63,7,4,3,M
4906,4906,Complainant-4906,40,7,1,4,M
4907,4907,Complainant-4907,47,3,2,2,M
4908,4908,Complainant-4908,43,4,5,4,M
4909,4909,Complainant-4909,32,4,5,3,F
4910,4910,Complainant-4910,30,8,5,3,M
4911,4911,Complainant-4911,49,5,4,2,F
4912,4912,Complainant-4912,23,1,3,3,M
4913,4913,Complainant-4913,18,5,4,2,F
4914,4914,Complainant-4914,34,2,5,4,M
4915,4915,Complainant-4915,29,5,5,2,M
4916,4916,Complainant-4916,18,1,4,3,M
4917,4917,Complainant-4917,61,8,1,1,F
4918,4918,Complainant-4918,42,5,4,3,F
4919,4919,Complainant-4919,28,5,1,4,M
4920,4920,Complainant-4920,32,1,4,4,M
4921,4921,Complainant-4921,34,7,2,2,F
4922,4922,Complainant-4922,31,2,2,3,F
4923,4923,Complainant-4923,34,7,4,2,M
4924,4924,Complainant-4924,70,3,4,4,M
4925,4925,Complainant-4925,51,6,2,2,M
4926,4926,Complainant-4926,51,6,5,1,F
4927,4927,Complainant-4927,21,8,4,1,F
4928,4928,Complainant-4928,24,6,6,2,M
4929,4929,Complainant-4929,52,3,4,3,M
4930,4930,Complainant-4930,48,5,6,1,F
4931,4931,Complainant-4931,32,1,1,3,M
4932,4932,Complainant-4932,29,1,4,1,F
4933,4933,Complainant-4933,43,5,2,3,F
4934,4934,Complainant-4934,53,4,1,1,F
4935,4935,Complainant-4935,29,3,4,4,F
4936,4936,Complainant-4936,23,6,5,3,M
4937,4937,Complainant-4937,29,4,5,1,M
4938,4938,Complainant-4938,36,5,3,1,M
4939,4939,Complainant-4939,53,2,2,4,F
4940,4940,Complainant-4940,47,1,3,1,M
4941,4941,Complainant-4941,35,6,6,4,F
4942,4942,Complainant-4942,62,5,4,2,F
4943,4943,Complainant-4943,43,5,5,4,M
4944,4944,Complainant-4944,43,4,6,4,F
4945,4945,Complainant-4945,23,5,5,2,F
4946,4946,Complainant-4946,47,5,4,4,M
4947,4947,Complainant-4947,38,5,3,4,M
4948,4948,Complainant-4948,42,5,4,2,F
4949,4949,Complainant-4949,33,1,1,2,M
4950,4950,Complainant-4950,48,8,6,3,M
4951,4951,Complainant-4951,34,2,5,2,M
4952,4952,Complainant-4952,42,7,1,4,M
4953,4953,Complainant-4953,23,2,3,1,F
4954,4954,Complainant-4954,36,1,4,1,F
4955,4955,Complainant-4955,31,2,6,1,F
4956,4956,Complainant-4956,28,7,1,1,M
4957,4957,Complainant-4957,41,5,1,1,M
4958,4958,Complainant-4958,44,7,4,2,M
4959,4959,Complainant-4959,18,3,6,4,F
4960,4960,Complainant-4960,40,8,1,3,M
4961,4961,Complainant-4961,46,1,1,1,M
4962,4962,Complainant-4962,36,6,3,1,F
4963,4963,Complainant-4963,45,5,4,4,M
4964,4964,Complainant-4964,18,4,5,2,F
4965,4965,Complainant-4965,42,8,6,2,M
4966,4966,Complainant-4966,40,2,1,4,M
4967,4967,Complainant-4967,35,5,3,1,F
4968,4968,Complainant-4968,18,4,1,3,F
4969,4969,Complainant-4969,18,8,1,2,M
4970,4970,Complainant-4970,61,1,1,3,M
4971,4971,Complainant-4971,35,6,1,2,F
4972,4972,Complainant-4972,31,2,3,2,M
4973,4973,Complainant-4973,18,3,3,2,M
4974,4974,Complainant-4974,29,1,4,1,F
4975,4975,Complainant-4975,38,2,2,4,M
4976,4976,Complainant-4976,44,8,5,1,M
4977,4977,Complainant-4977,34,5,4,3,F
4978,4978,Complainant-4978,32,1,6,3,F
4979,4979,Complainant-4979,18,1,1,1,F
4980,4980,Complainant-4980,59,5,5,4,F
4981,4981,Complainant-4981,37,6,1,4,M
4982,4982,Complainant-4982,35,4,5,2,M
4983,4983,Complainant-4983,50,4,1,1,M
4984,4984,Complainant-4984,33,3,4,3,F
4985,4985,Complainant-4985,35,1,2,1,F
4986,4986,Complainant-4986,44,8,1,4,F
4987,4987,Complainant-4987,33,2,5,1,F
4988,4988,Complainant-4988,71,4,3,4,F
4989,4989,Complainant-4989,32,1,3,4,F
4990,4990,Complainant-4990,41,2,1,4,M
4991,4991,Complainant-4991,46,7,5,3,F
4992,4992,Complainant-4992,18,4,1,2,F
4993,4993,Complainant-4993,26,1,2,1,M
4994,4994,Complainant-4994,18,6,4,3,F
4995,4995,Complainant-4995,23,1,3,2,F
4996,4996,Complainant-4996,56,4,2,2,F
4997,4997,Complainant-4997,34,7,4,2,F
4998,4998,Complainant-4998,33,3,5,2,M
4999,4999,Complainant-4999,61,1,6,4,M
5000,5000,Complainant-5000,31,5,5,2,F
5001,5001,Complainant-5001,39,8,1,3,F
5002,5002,Complainant-5002,34,1,1,4,F
5003,5003,Complainant-5003,46,2,5,2,M
5004,5004,Complainant-5004,47,4,4,4,F
5005,5005,Complainant-5005,18,2,4,4,M
5006,5006,Complainant-5006,25,5,2,1,F
5007,5007,Complainant-5007,39,1,5,4,F
5008,5008,Complainant-5008,39,3,5,4,F
5009,5009,Complainant-5009,38,7,2,1,F
5010,5010,Complainant-5010,29,4,3,3,F
5011,5011,Complainant-5011,46,1,4,1,M
5012,5012,Complainant-5012,50,1,2,2,F
5013,5013,Complainant-5013,48,7,6,4,M
5014,5014,Complainant-5014,48,8,6,2,F
5015,5015,Complainant-5015,21,4,6,1,M
5016,5016,Complainant-5016,31,6,4,1,F
5017,5017,Complainant-5017,35,5,1,4,M
5018,5018,Complainant-5018,46,4,2,4,M
5019,5019,Complainant-5019,43,2,2,4,M
5020,5020,Complainant-5020,26,2,6,2,M
5021,5021,Complainant-5021,56,3,3,1,F
5022,5022,Complainant-5022,34,4,2,1,M
5023,5023,Complainant-5023,48,4,4,1,M
5024,5024,Complainant-5024,28,2,2,2,F
5025,5025,Complainant-5025,53,8,6,4,M
5026,5026,Complainant-5026,55,1,3,4,F
5027,5027,Complainant-5027,35,5,5,1,F
5028,5028,Complainant-5028,18,4,2,1,M
5029,5029,Complainant-5029,46,3,2,3,F
5030,5030,Complainant-5030,73,5,4,4,M
5031,5031,Complainant-5031,47,8,5,1,F
5032,5032,Complainant-5032,48,4,6,3,F
5033,5033,Complainant-5033,34,3,4,1,F
5034,5034,Complainant-5034,37,8,3,2,F
5035,5035,Complainant-5035,51,3,6,3,M
5036,5036,Complainant-5036,31,1,4,3,F
5037,5037,Complainant-5037,52,7,5,1,M
5038,5038,Complainant-5038,34,4,3,2,F
5039,5039,Complainant-5039,33,6,5,2,F
5040,5040,Complainant-5040,31,5,3,3,F
5041,5041,Complainant-5041,50,1,3,2,M
5042,5042,Complainant-5042,18,4,6,4,M
5043,5043,Complainant-5043,37,3,6,4,M
5044,5044,Complainant-5044,39,7,6,2,F
5045,5045,Complainant-5045,18,4,3,4,F
5046,5046,Complainant-5046,21,8,4,4,M
5047,5047,Complainant-5047,40,8,2,4,M
5048,5048,Complainant-5048,18,6,1,4,M
5049,5049,Complainant-5049,41,3,2,1,M
5050,5050,Complainant-5050,54,6,2,4,F
5051,5051,Complainant-5051,33,8,3,1,M
5052,5052,Complainant-5052,50,6,6,4,F
5053,5053,Complainant-5053,24,7,1,2,M
5054,5054,Complainant-5054,57,5,4,2,M
5055,5055,Complainant-5055,36,5,2,1,M
5056,5056,Complainant-5056,62,2,2,2,F
5057,5057,Complainant-5057,54,4,1,2,F
5058,5058,Complainant-5058,33,8,1,3,M
5059,5059,Complainant-5059,54,4,2,1,F
5060,5060,Complainant-5060,46,3,6,3,F
5061,5061,Complainant-5061,32,2,3,3,M
5062,5062,Complainant-5062,40,2,2,2,M
5063,5063,Complainant-5063,47,5,5,4,F
5064,5064,Complainant-5064,43,3,6,1,F
5065,5065,Complainant-5065,34,1,6,1,F
