CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
3855,IPC,379,1,1
3856,IPC,457,1,1
3857,IPC,323,1,1
3858,IPC,302,1,1
3859,IPC,379A,1,1
3860,IPC,379,1,1
3861,NDPS,20,1,1
3862,IPC,379A,1,1
3863,IPC,379,1,1
3864,IPC,379,1,1
3865,IPC,392,1,1
3866,IPC,379A,1,1
3867,IPC,379,1,1
3868,IPC,457,1,1
3869,IPC,457,1,1
3870,IPC,457,1,1
3871,IPC,379,1,1
3872,IPC,323,1,1
3873,IPC,323,1,1
3874,IPC,379A,1,1
3875,IPC,392,1,1
3876,IPC,379A,1,1
3877,IPC,379,1,1
3878,IPC,392,1,1
3879,IPC,457,1,1
3880,IPC,323,1,1
3881,IPC,379,1,1
3882,IPC,457,1,1
3883,IPC,392,1,1
3884,IPC,379A,1,1
3885,IPC,302,1,1
3886,IPC,379,1,1
3887,IPC,323,1,1
3888,IPC,379,1,1
3889,IPC,379,1,1
3890,IPC,498A,1,1
3891,IPC,379A,1,1
3892,IPC,457,1,1
3893,IPC,379,1,1
3894,NDPS,20,1,1
3895,IPC,323,1,1
3896,IPC,457,1,1
3897,IPC,498A,1,1
3898,IPC,498A,1,1
3899,IPC,323,1,1
3900,ITACT,66D,1,1
3901,IPC,498A,1,1
3902,ITACT,66D,1,1
3903,IPC,379,1,1
3904,ITACT,66D,1,1
3905,IPC,379,1,1
3906,IPC,498A,1,1
3907,IPC,457,1,1
3908,IPC,379A,1,1
3909,IPC,457,1,1
3910,IPC,379,1,1
3911,IPC,323,1,1
3912,IPC,379A,1,1
3913,IPC,498A,1,1
3914,IPC,457,1,1
3915,ITACT,66D,1,1
3916,IPC,379,1,1
3917,IPC,323,1,1
3918,IPC,457,1,1
3919,ITACT,66D,1,1
3920,IPC,302,1,1
3921,IPC,379A,1,1
3922,NDPS,20,1,1
3923,IPC,457,1,1
3924,IPC,498A,1,1
3925,IPC,498A,1,1
3926,IPC,379,1,1
3927,IPC,498A,1,1
3928,IPC,379,1,1
3929,IPC,379,1,1
3930,IPC,498A,1,1
3931,ITACT,66D,1,1
3932,IPC,323,1,1
3933,IPC,457,1,1
3934,IPC,457,1,1
3935,IPC,498A,1,1
3936,IPC,379,1,1
3937,IPC,379A,1,1
3938,IPC,379,1,1
3939,IPC,379,1,1
3940,IPC,379,1,1
3941,IPC,457,1,1
3942,IPC,457,1,1
3943,ITACT,66D,1,1
3944,IPC,379,1,1
3945,IPC,302,1,1
3946,ITACT,66D,1,1
3947,IPC,302,1,1
3948,IPC,323,1,1
3949,IPC,379,1,1
3950,ITACT,66D,1,1
3951,IPC,379,1,1
3952,IPC,302,1,1
3953,ITACT,66D,1,1
3954,IPC,379,1,1
3955,IPC,379,1,1
3956,IPC,379,1,1
3957,NDPS,20,1,1
3958,IPC,392,1,1
3959,IPC,379,1,1
3960,ITACT,66D,1,1
3961,IPC,457,1,1
3962,ITACT,66D,1,1
3963,IPC,302,1,1
3964,IPC,457,1,1
3965,ITACT,66D,1,1
3966,IPC,323,1,1
3967,IPC,379,1,1
3968,IPC,392,1,1
3969,IPC,379,1,1
3970,IPC,323,1,1
3971,IPC,498A,1,1
3972,IPC,379,1,1
3973,IPC,457,1,1
3974,IPC,379,1,1
3975,IPC,498A,1,1
3976,IPC,379,1,1
3977,IPC,457,1,1
3978,NDPS,20,1,1
3979,IPC,323,1,1
3980,IPC,379,1,1
3981,IPC,379,1,1
3982,IPC,379,1,1
3983,IPC,379,1,1
3984,ITACT,66D,1,1
3985,IPC,457,1,1
3986,IPC,457,1,1
3987,IPC,392,1,1
3988,IPC,498A,1,1
3989,IPC,498A,1,1
3990,ITACT,66D,1,1
3991,NDPS,20,1,1
3992,IPC,392,1,1
3993,IPC,379,1,1
3994,NDPS,20,1,1
3995,IPC,379,1,1
3996,IPC,323,1,1
3997,NDPS,20,1,1
3998,NDPS,20,1,1
3999,IPC,379,1,1
4000,IPC,457,1,1
4001,IPC,498A,1,1
4002,IPC,302,1,1
4003,ITACT,66D,1,1
4004,IPC,379,1,1
4005,IPC,323,1,1
4006,IPC,379,1,1
4007,IPC,379,1,1
4008,ITACT,66D,1,1
4009,NDPS,20,1,1
4010,ITACT,66D,1,1
4011,ITACT,66D,1,1
4012,IPC,302,1,1
4013,IPC,379,1,1
4014,IPC,498A,1,1
4015,IPC,498A,1,1
4016,NDPS,20,1,1
4017,IPC,379A,1,1
4018,IPC,379A,1,1
4019,IPC,323,1,1
4020,IPC,323,1,1
4021,IPC,498A,1,1
4022,IPC,498A,1,1
4023,IPC,323,1,1
4024,ITACT,66D,1,1
4025,IPC,498A,1,1
4026,IPC,457,1,1
4027,IPC,384,1,1
4028,IPC,302,1,1
4029,IPC,498A,1,1
4030,IPC,302,1,1
4031,IPC,323,1,1
4032,IPC,379A,1,1
4033,IPC,457,1,1
4034,IPC,323,1,1
4035,ITACT,66D,1,1
4036,IPC,379,1,1
4037,IPC,379A,1,1
4038,IPC,379,1,1
4039,IPC,498A,1,1
4040,NDPS,20,1,1
4041,NDPS,20,1,1
4042,IPC,323,1,1
4043,IPC,384,1,1
4044,IPC,323,1,1
4045,NDPS,20,1,1
4046,IPC,392,1,1
4047,IPC,457,1,1
4048,ITACT,66D,1,1
4049,IPC,392,1,1
4050,NDPS,20,1,1
4051,IPC,379,1,1
4052,IPC,392,1,1
4053,IPC,498A,1,1
4054,IPC,302,1,1
4055,IPC,379,1,1
4056,NDPS,20,1,1
4057,IPC,379,1,1
4058,IPC,498A,1,1
4059,IPC,379,1,1
4060,IPC,379,1,1
4061,ITACT,66D,1,1
4062,IPC,379A,1,1
4063,IPC,379,1,1
4064,NDPS,20,1,1
4065,IPC,498A,1,1
4066,IPC,379,1,1
4067,IPC,302,1,1
4068,NDPS,20,1,1
4069,IPC,498A,1,1
4070,IPC,302,1,1
4071,IPC,379A,1,1
4072,IPC,379A,1,1
4073,IPC,323,1,1
4074,IPC,498A,1,1
4075,IPC,323,1,1
4076,IPC,379A,1,1
4077,IPC,379,1,1
4078,IPC,457,1,1
4079,IPC,457,1,1
4080,IPC,457,1,1
4081,IPC,323,1,1
4082,IPC,392,1,1
4083,IPC,323,1,1
4084,IPC,379A,1,1
4085,ITACT,66D,1,1
4086,IPC,392,1,1
4087,IPC,384,1,1
4088,IPC,457,1,1
4089,IPC,379A,1,1
4090,IPC,379,1,1
4091,IPC,379,1,1
4092,IPC,457,1,1
4093,IPC,323,1,1
4094,IPC,302,1,1
4095,IPC,379,1,1
4096,IPC,379A,1,1
4097,IPC,379,1,1
4098,IPC,379,1,1
4099,IPC,498A,1,1
4100,IPC,379,1,1
4101,IPC,302,1,1
4102,ITACT,66D,1,1
4103,IPC,379,1,1
4104,IPC,379,1,1
4105,IPC,379,1,1
4106,IPC,323,1,1
4107,IPC,457,1,1
4108,IPC,457,1,1
4109,IPC,323,1,1
4110,ITACT,66D,1,1
4111,IPC,323,1,1
4112,ITACT,66D,1,1
4113,NDPS,20,1,1
4114,IPC,379,1,1
4115,IPC,379A,1,1
4116,IPC,379,1,1
4117,IPC,323,1,1
4118,IPC,379,1,1
4119,IPC,392,1,1
4120,NDPS,20,1,1
4121,IPC,379,1,1
4122,IPC,392,1,1
4123,ITACT,66D,1,1
4124,IPC,457,1,1
4125,IPC,323,1,1
4126,IPC,457,1,1
4127,IPC,392,1,1
4128,IPC,379,1,1
4129,IPC,392,1,1
4130,IPC,457,1,1
4131,IPC,323,1,1
4132,IPC,302,1,1
4133,ITACT,66D,1,1
4134,IPC,379,1,1
4135,ITACT,66D,1,1
4136,IPC,457,1,1
4137,IPC,392,1,1
4138,IPC,379,1,1
4139,IPC,498A,1,1
4140,NDPS,20,1,1
4141,IPC,379,1,1
4142,IPC,498A,1,1
4143,IPC,498A,1,1
4144,IPC,302,1,1
4145,IPC,498A,1,1
4146,IPC,392,1,1
4147,ITACT,66D,1,1
4148,IPC,323,1,1
4149,NDPS,20,1,1
4150,IPC,392,1,1
4151,IPC,379A,1,1
4152,ITACT,66D,1,1
4153,IPC,379,1,1
4154,ITACT,66D,1,1
4155,IPC,379,1,1
4156,IPC,302,1,1
4157,IPC,379,1,1
4158,IPC,302,1,1
4159,ITACT,66D,1,1
4160,IPC,379A,1,1
4161,ITACT,66D,1,1
4162,ITACT,66D,1,1
4163,ITACT,66D,1,1
4164,IPC,457,1,1
4165,ITACT,66D,1,1
4166,IPC,457,1,1
4167,ITACT,66D,1,1
4168,IPC,392,1,1
4169,IPC,323,1,1
4170,IPC,384,1,1
4171,IPC,379,1,1
4172,IPC,498A,1,1
4173,ITACT,66D,1,1
4174,IPC,457,1,1
4175,IPC,363,1,1
4176,IPC,379,1,1
4177,IPC,392,1,1
4178,IPC,379A,1,1
4179,IPC,379A,1,1
4180,IPC,323,1,1
4181,IPC,379,1,1
4182,IPC,302,1,1
4183,IPC,323,1,1
4184,IPC,498A,1,1
4185,NDPS,20,1,1
4186,IPC,379,1,1
4187,IPC,302,1,1
4188,ITACT,66D,1,1
4189,IPC,379,1,1
4190,IPC,379,1,1
4191,IPC,302,1,1
4192,ITACT,66D,1,1
4193,IPC,379,1,1
4194,IPC,379A,1,1
4195,IPC,457,1,1
4196,IPC,379,1,1
4197,IPC,379,1,1
4198,IPC,379A,1,1
4199,IPC,323,1,1
4200,IPC,302,1,1
4201,IPC,379,1,1
4202,IPC,498A,1,1
4203,IPC,379A,1,1
4204,IPC,498A,1,1
4205,ITACT,66D,1,1
4206,IPC,379,1,1
4207,ITACT,66D,1,1
4208,IPC,457,1,1
4209,NDPS,20,1,1
4210,IPC,457,1,1
4211,IPC,302,1,1
4212,NDPS,20,1,1
4213,IPC,379,1,1
4214,IPC,457,1,1
4215,IPC,363,1,1
4216,ITACT,66D,1,1
4217,IPC,379,1,1
4218,IPC,379A,1,1
4219,ITACT,66D,1,1
4220,IPC,323,1,1
4221,NDPS,20,1,1
4222,IPC,379,1,1
4223,IPC,302,1,1
4224,IPC,379A,1,1
4225,IPC,379,1,1
4226,ITACT,66D,1,1
4227,ITACT,66D,1,1
4228,IPC,498A,1,1
4229,IPC,379,1,1
4230,IPC,498A,1,1
4231,IPC,379A,1,1
4232,ITACT,66D,1,1
4233,IPC,323,1,1
4234,ITACT,66D,1,1
4235,ITACT,66D,1,1
4236,IPC,302,1,1
4237,IPC,498A,1,1
4238,IPC,302,1,1
4239,ITACT,66D,1,1
4240,IPC,323,1,1
4241,IPC,392,1,1
4242,IPC,379,1,1
4243,IPC,323,1,1
4244,IPC,323,1,1
4245,IPC,498A,1,1
4246,IPC,379,1,1
4247,ITACT,66D,1,1
4248,IPC,323,1,1
4249,IPC,457,1,1
4250,IPC,323,1,1
4251,IPC,323,1,1
4252,IPC,302,1,1
4253,IPC,392,1,1
4254,IPC,457,1,1
4255,IPC,323,1,1
4256,ITACT,66D,1,1
4257,IPC,498A,1,1
4258,IPC,498A,1,1
4259,IPC,323,1,1
4260,IPC,323,1,1
4261,IPC,379A,1,1
4262,IPC,379,1,1
4263,IPC,457,1,1
4264,IPC,379,1,1
4265,IPC,392,1,1
4266,IPC,498A,1,1
4267,IPC,379A,1,1
4268,ITACT,66D,1,1
4269,IPC,498A,1,1
4270,IPC,392,1,1
4271,ITACT,66D,1,1
4272,IPC,384,1,1
4273,IPC,379A,1,1
4274,IPC,457,1,1
4275,IPC,457,1,1
4276,IPC,302,1,1
4277,IPC,392,1,1
4278,IPC,392,1,1
4279,IPC,379,1,1
4280,IPC,392,1,1
4281,IPC,379A,1,1
4282,IPC,379A,1,1
4283,ITACT,66D,1,1
4284,IPC,498A,1,1
4285,IPC,363,1,1
4286,IPC,379A,1,1
4287,IPC,457,1,1
4288,ITACT,66D,1,1
4289,IPC,379,1,1
4290,IPC,498A,1,1
4291,IPC,379,1,1
4292,IPC,379,1,1
4293,IPC,379,1,1
4294,IPC,457,1,1
4295,IPC,379,1,1
4296,ITACT,66D,1,1
4297,IPC,379,1,1
4298,IPC,379A,1,1
4299,IPC,392,1,1
4300,IPC,457,1,1
4301,ITACT,66D,1,1
4302,IPC,379A,1,1
4303,ITACT,66D,1,1
4304,IPC,379,1,1
4305,IPC,379,1,1
4306,IPC,498A,1,1
4307,IPC,323,1,1
4308,IPC,392,1,1
4309,IPC,379,1,1
4310,NDPS,20,1,1
4311,IPC,498A,1,1
4312,IPC,323,1,1
4313,ITACT,66D,1,1
4314,IPC,498A,1,1
4315,IPC,323,1,1
4316,IPC,302,1,1
4317,IPC,323,1,1
4318,ITACT,66D,1,1
4319,IPC,392,1,1
4320,IPC,498A,1,1
4321,IPC,363,1,1
4322,IPC,323,1,1
4323,IPC,457,1,1
4324,NDPS,20,1,1
4325,ITACT,66D,1,1
4326,IPC,379,1,1
4327,IPC,363,1,1
4328,IPC,457,1,1
4329,IPC,457,1,1
4330,IPC,457,1,1
4331,IPC,384,1,1
4332,IPC,379,1,1
4333,IPC,379,1,1
4334,IPC,379,1,1
4335,IPC,302,1,1
4336,ITACT,66D,1,1
4337,IPC,392,1,1
4338,IPC,498A,1,1
4339,IPC,457,1,1
4340,IPC,323,1,1
4341,IPC,323,1,1
4342,IPC,379,1,1
4343,IPC,392,1,1
4344,IPC,379,1,1
4345,IPC,457,1,1
4346,ITACT,66D,1,1
4347,IPC,392,1,1
4348,IPC,384,1,1
4349,IPC,323,1,1
4350,ITACT,66D,1,1
4351,NDPS,20,1,1
4352,IPC,457,1,1
4353,IPC,379,1,1
4354,IPC,457,1,1
4355,IPC,457,1,1
4356,IPC,363,1,1
4357,IPC,392,1,1
4358,IPC,379,1,1
4359,IPC,498A,1,1
4360,IPC,302,1,1
4361,ITACT,66D,1,1
4362,IPC,498A,1,1
4363,IPC,379A,1,1
4364,IPC,392,1,1
4365,IPC,384,1,1
4366,IPC,498A,1,1
4367,ITACT,66D,1,1
4368,IPC,302,1,1
4369,IPC,323,1,1
4370,NDPS,20,1,1
4371,IPC,457,1,1
4372,IPC,457,1,1
4373,ITACT,66D,1,1
4374,IPC,323,1,1
4375,ITACT,66D,1,1
4376,IPC,457,1,1
4377,IPC,498A,1,1
4378,IPC,498A,1,1
4379,IPC,384,1,1
4380,IPC,498A,1,1
4381,IPC,379,1,1
4382,IPC,379A,1,1
4383,IPC,379,1,1
4384,ITACT,66D,1,1
4385,IPC,498A,1,1
4386,NDPS,20,1,1
4387,IPC,457,1,1
4388,IPC,379,1,1
4389,IPC,323,1,1
4390,IPC,379A,1,1
4391,IPC,379,1,1
4392,ITACT,66D,1,1
4393,IPC,498A,1,1
4394,IPC,379,1,1
4395,IPC,392,1,1
4396,ITACT,66D,1,1
4397,ITACT,66D,1,1
4398,IPC,379,1,1
4399,NDPS,20,1,1
4400,IPC,379,1,1
4401,IPC,457,1,1
4402,ITACT,66D,1,1
4403,IPC,379,1,1
4404,IPC,457,1,1
4405,IPC,379A,1,1
4406,IPC,498A,1,1
4407,IPC,379,1,1
4408,IPC,379,1,1
4409,ITACT,66D,1,1
4410,IPC,379A,1,1
4411,IPC,379A,1,1
4412,IPC,363,1,1
4413,IPC,323,1,1
4414,IPC,363,1,1
4415,ITACT,66D,1,1
4416,ITACT,66D,1,1
4417,IPC,379,1,1
4418,ITACT,66D,1,1
4419,IPC,323,1,1
4420,ITACT,66D,1,1
4421,IPC,379A,1,1
4422,IPC,379,1,1
4423,NDPS,20,1,1
4424,ITACT,66D,1,1
4425,IPC,379,1,1
4426,ITACT,66D,1,1
4427,IPC,302,1,1
4428,NDPS,20,1,1
4429,IPC,323,1,1
4430,IPC,323,1,1
4431,IPC,379A,1,1
4432,IPC,457,1,1
4433,IPC,379,1,1
4434,IPC,498A,1,1
4435,IPC,457,1,1
4436,ITACT,66D,1,1
4437,ITACT,66D,1,1
4438,ITACT,66D,1,1
4439,IPC,379,1,1
4440,IPC,323,1,1
4441,NDPS,20,1,1
4442,IPC,498A,1,1
4443,IPC,379A,1,1
4444,ITACT,66D,1,1
4445,IPC,379,1,1
4446,IPC,363,1,1
4447,IPC,457,1,1
4448,IPC,323,1,1
4449,IPC,379,1,1
4450,IPC,457,1,1
4451,IPC,392,1,1
4452,ITACT,66D,1,1
4453,ITACT,66D,1,1
4454,NDPS,20,1,1
4455,IPC,392,1,1
4456,IPC,457,1,1
4457,ITACT,66D,1,1
4458,IPC,392,1,1
4459,IPC,379A,1,1
4460,IPC,379,1,1
4461,IPC,379,1,1
4462,IPC,323,1,1
4463,IPC,457,1,1
4464,NDPS,20,1,1
4465,IPC,379,1,1
4466,NDPS,20,1,1
4467,IPC,392,1,1
4468,IPC,363,1,1
4469,IPC,379,1,1
4470,IPC,392,1,1
4471,NDPS,20,1,1
4472,IPC,379,1,1
4473,IPC,392,1,1
4474,ITACT,66D,1,1
4475,IPC,457,1,1
4476,IPC,302,1,1
4477,ITACT,66D,1,1
4478,IPC,379,1,1
4479,IPC,457,1,1
4480,IPC,323,1,1
4481,ITACT,66D,1,1
4482,IPC,392,1,1
4483,IPC,379,1,1
4484,IPC,379A,1,1
4485,NDPS,20,1,1
4486,NDPS,20,1,1
4487,IPC,457,1,1
4488,ITACT,66D,1,1
4489,NDPS,20,1,1
4490,IPC,379A,1,1
4491,IPC,379A,1,1
4492,NDPS,20,1,1
4493,IPC,457,1,1
4494,IPC,379,1,1
4495,IPC,379,1,1
4496,IPC,392,1,1
4497,IPC,379A,1,1
4498,IPC,379,1,1
4499,ITACT,66D,1,1
4500,ITACT,66D,1,1
4501,IPC,384,1,1
4502,IPC,379,1,1
4503,ITACT,66D,1,1
4504,IPC,323,1,1
4505,ITACT,66D,1,1
4506,IPC,457,1,1
4507,IPC,384,1,1
4508,IPC,457,1,1
4509,IPC,457,1,1
4510,IPC,457,1,1
4511,NDPS,20,1,1
4512,IPC,498A,1,1
4513,ITACT,66D,1,1
4514,IPC,379,1,1
4515,IPC,457,1,1
4516,IPC,379A,1,1
4517,IPC,457,1,1
4518,IPC,379,1,1
4519,IPC,379A,1,1
4520,ITACT,66D,1,1
4521,NDPS,20,1,1
4522,IPC,392,1,1
4523,IPC,498A,1,1
4524,IPC,379,1,1
4525,IPC,379,1,1
4526,IPC,457,1,1
4527,NDPS,20,1,1
4528,IPC,379,1,1
4529,NDPS,20,1,1
4530,IPC,457,1,1
4531,NDPS,20,1,1
4532,IPC,498A,1,1
4533,IPC,457,1,1
4534,IPC,498A,1,1
4535,IPC,392,1,1
4536,IPC,498A,1,1
4537,IPC,457,1,1
4538,IPC,302,1,1
4539,IPC,392,1,1
4540,IPC,323,1,1
4541,IPC,379,1,1
4542,ITACT,66D,1,1
4543,IPC,498A,1,1
4544,ITACT,66D,1,1
4545,IPC,498A,1,1
4546,ITACT,66D,1,1
4547,IPC,323,1,1
4548,NDPS,20,1,1
4549,IPC,323,1,1
4550,NDPS,20,1,1
4551,IPC,457,1,1
4552,IPC,498A,1,1
4553,IPC,323,1,1
4554,IPC,457,1,1
4555,NDPS,20,1,1
4556,ITACT,66D,1,1
4557,NDPS,20,1,1
4558,IPC,498A,1,1
4559,IPC,457,1,1
4560,IPC,379A,1,1
4561,IPC,498A,1,1
4562,IPC,498A,1,1
4563,IPC,379,1,1
4564,ITACT,66D,1,1
4565,ITACT,66D,1,1
4566,NDPS,20,1,1
4567,IPC,457,1,1
4568,IPC,392,1,1
4569,NDPS,20,1,1
4570,IPC,302,1,1
4571,IPC,379,1,1
4572,ITACT,66D,1,1
4573,ITACT,66D,1,1
4574,IPC,498A,1,1
4575,NDPS,20,1,1
4576,IPC,302,1,1
4577,IPC,457,1,1
4578,IPC,379,1,1
4579,IPC,379,1,1
4580,IPC,498A,1,1
4581,IPC,498A,1,1
4582,IPC,379,1,1
4583,IPC,379A,1,1
4584,IPC,392,1,1
4585,IPC,302,1,1
4586,IPC,384,1,1
4587,IPC,392,1,1
4588,IPC,498A,1,1
4589,IPC,498A,1,1
4590,IPC,457,1,1
4591,ITACT,66D,1,1
4592,IPC,379,1,1
4593,IPC,379,1,1
4594,IPC,379,1,1
4595,IPC,498A,1,1
4596,IPC,379,1,1
4597,IPC,379A,1,1
4598,IPC,392,1,1
4599,IPC,323,1,1
4600,IPC,302,1,1
4601,IPC,379,1,1
4602,NDPS,20,1,1
4603,ITACT,66D,1,1
4604,IPC,363,1,1
4605,IPC,379,1,1
4606,NDPS,20,1,1
4607,IPC,379A,1,1
4608,IPC,379,1,1
4609,ITACT,66D,1,1
4610,IPC,498A,1,1
4611,IPC,457,1,1
4612,IPC,457,1,1
4613,IPC,379,1,1
4614,IPC,498A,1,1
4615,IPC,302,1,1
4616,IPC,323,1,1
4617,IPC,379,1,1
4618,IPC,498A,1,1
4619,IPC,323,1,1
4620,NDPS,20,1,1
4621,IPC,457,1,1
4622,IPC,498A,1,1
4623,ITACT,66D,1,1
4624,ITACT,66D,1,1
4625,IPC,379,1,1
4626,NDPS,20,1,1
4627,ITACT,66D,1,1
4628,ITACT,66D,1,1
4629,IPC,498A,1,1
4630,ITACT,66D,1,1
4631,IPC,323,1,1
4632,ITACT,66D,1,1
4633,IPC,498A,1,1
4634,IPC,392,1,1
4635,IPC,379,1,1
4636,IPC,379A,1,1
4637,IPC,392,1,1
4638,IPC,323,1,1
4639,NDPS,20,1,1
4640,IPC,457,1,1
4641,ITACT,66D,1,1
4642,NDPS,20,1,1
4643,IPC,379,1,1
4644,IPC,323,1,1
4645,IPC,379A,1,1
4646,NDPS,20,1,1
4647,NDPS,20,1,1
4648,IPC,379,1,1
4649,IPC,323,1,1
4650,NDPS,20,1,1
4651,IPC,379A,1,1
4652,IPC,379A,1,1
4653,IPC,323,1,1
4654,IPC,498A,1,1
4655,IPC,379,1,1
4656,IPC,457,1,1
4657,NDPS,20,1,1
4658,IPC,498A,1,1
4659,ITACT,66D,1,1
4660,IPC,457,1,1
4661,IPC,323,1,1
4662,IPC,379,1,1
4663,IPC,498A,1,1
4664,IPC,457,1,1
4665,IPC,384,1,1
4666,IPC,323,1,1
4667,IPC,379,1,1
4668,IPC,498A,1,1
4669,IPC,379A,1,1
4670,IPC,379A,1,1
4671,IPC,457,1,1
4672,IPC,363,1,1
4673,IPC,498A,1,1
4674,IPC,379,1,1
4675,IPC,392,1,1
4676,IPC,379,1,1
4677,IPC,323,1,1
4678,NDPS,20,1,1
4679,ITACT,66D,1,1
4680,ITACT,66D,1,1
4681,IPC,379,1,1
4682,IPC,323,1,1
4683,NDPS,20,1,1
4684,NDPS,20,1,1
4685,IPC,379A,1,1
4686,IPC,379,1,1
4687,IPC,392,1,1
4688,NDPS,20,1,1
4689,IPC,379,1,1
4690,IPC,498A,1,1
4691,IPC,379,1,1
4692,IPC,457,1,1
4693,IPC,498A,1,1
4694,IPC,379,1,1
4695,ITACT,66D,1,1
4696,IPC,379,1,1
4697,ITACT,66D,1,1
4698,IPC,379A,1,1
4699,IPC,498A,1,1
4700,IPC,379,1,1
4701,IPC,457,1,1
4702,IPC,379,1,1
4703,IPC,392,1,1
4704,IPC,498A,1,1
4705,IPC,379,1,1
4706,ITACT,66D,1,1
4707,NDPS,20,1,1
4708,ITACT,66D,1,1
4709,IPC,302,1,1
4710,IPC,392,1,1
4711,NDPS,20,1,1
4712,IPC,323,1,1
4713,IPC,379A,1,1
4714,IPC,457,1,1
4715,IPC,392,1,1
4716,IPC,392,1,1
4717,IPC,379,1,1
4718,IPC,379,1,1
4719,IPC,363,1,1
4720,IPC,457,1,1
4721,NDPS,20,1,1
4722,IPC,379,1,1
4723,NDPS,20,1,1
4724,IPC,392,1,1
4725,IPC,379,1,1
4726,IPC,379,1,1
4727,IPC,392,1,1
4728,IPC,323,1,1
4729,NDPS,20,1,1
4730,NDPS,20,1,1
4731,IPC,379,1,1
4732,IPC,457,1,1
4733,IPC,379,1,1
4734,IPC,392,1,1
4735,IPC,457,1,1
4736,IPC,379A,1,1
4737,ITACT,66D,1,1
4738,IPC,498A,1,1
4739,ITACT,66D,1,1
4740,IPC,379A,1,1
4741,IPC,392,1,1
4742,IPC,302,1,1
4743,IPC,379,1,1
4744,IPC,379,1,1
4745,IPC,379,1,1
4746,ITACT,66D,1,1
4747,IPC,498A,1,1
4748,IPC,323,1,1
4749,IPC,379,1,1
4750,IPC,302,1,1
4751,IPC,302,1,1
4752,ITACT,66D,1,1
4753,IPC,379A,1,1
4754,ITACT,66D,1,1
4755,IPC,379,1,1
4756,IPC,498A,1,1
4757,ITACT,66D,1,1
4758,IPC,379,1,1
4759,IPC,457,1,1
4760,IPC,392,1,1
4761,IPC,498A,1,1
4762,NDPS,20,1,1
4763,IPC,379,1,1
4764,IPC,302,1,1
4765,ITACT,66D,1,1
4766,IPC,323,1,1
4767,ITACT,66D,1,1
4768,IPC,498A,1,1
4769,IPC,392,1,1
4770,IPC,498A,1,1
4771,IPC,457,1,1
4772,ITACT,66D,1,1
4773,IPC,302,1,1
4774,ITACT,66D,1,1
4775,IPC,302,1,1
4776,IPC,323,1,1
4777,ITACT,66D,1,1
4778,ITACT,66D,1,1
4779,IPC,323,1,1
4780,IPC,457,1,1
4781,IPC,498A,1,1
4782,IPC,379A,1,1
4783,IPC,379A,1,1
4784,IPC,323,1,1
4785,IPC,379,1,1
4786,IPC,323,1,1
4787,IPC,457,1,1
4788,IPC,379A,1,1
4789,ITACT,66D,1,1
4790,IPC,379,1,1
4791,IPC,379,1,1
4792,IPC,323,1,1
4793,IPC,379,1,1
4794,IPC,379,1,1
4795,IPC,498A,1,1
4796,IPC,392,1,1
4797,IPC,392,1,1
4798,ITACT,66D,1,1
4799,IPC,457,1,1
4800,IPC,379A,1,1
4801,NDPS,20,1,1
4802,NDPS,20,1,1
4803,IPC,379A,1,1
4804,IPC,379,1,1
4805,NDPS,20,1,1
4806,NDPS,20,1,1
4807,IPC,457,1,1
4808,IPC,392,1,1
4809,IPC,379,1,1
4810,NDPS,20,1,1
4811,IPC,498A,1,1
4812,ITACT,66D,1,1
4813,IPC,457,1,1
4814,IPC,457,1,1
4815,IPC,457,1,1
4816,ITACT,66D,1,1
4817,IPC,392,1,1
4818,IPC,379,1,1
4819,IPC,498A,1,1
4820,IPC,379A,1,1
4821,IPC,323,1,1
4822,IPC,457,1,1
4823,IPC,302,1,1
4824,IPC,392,1,1
4825,IPC,323,1,1
4826,IPC,379,1,1
4827,IPC,379,1,1
4828,IPC,323,1,1
4829,IPC,379,1,1
4830,NDPS,20,1,1
4831,IPC,379A,1,1
4832,NDPS,20,1,1
4833,IPC,498A,1,1
4834,IPC,302,1,1
4835,IPC,457,1,1
4836,IPC,379,1,1
4837,IPC,379,1,1
4838,IPC,457,1,1
4839,IPC,379,1,1
4840,IPC,379,1,1
4841,IPC,379,1,1
4842,IPC,379,1,1
4843,IPC,379,1,1
4844,IPC,323,1,1
4845,IPC,302,1,1
4846,IPC,379A,1,1
4847,NDPS,20,1,1
4848,IPC,323,1,1
4849,IPC,302,1,1
4850,IPC,392,1,1
4851,IPC,457,1,1
4852,NDPS,20,1,1
4853,IPC,498A,1,1
4854,IPC,379,1,1
4855,IPC,379,1,1
4856,IPC,379,1,1
4857,IPC,379,1,1
4858,IPC,498A,1,1
4859,IPC,457,1,1
4860,IPC,392,1,1
4861,IPC,379A,1,1
4862,IPC,392,1,1
4863,IPC,457,1,1
4864,IPC,302,1,1
4865,ITACT,66D,1,1
4866,IPC,498A,1,1
4867,ITACT,66D,1,1
4868,IPC,302,1,1
4869,IPC,302,1,1
4870,IPC,392,1,1
4871,IPC,379,1,1
4872,ITACT,66D,1,1
4873,IPC,323,1,1
4874,IPC,392,1,1
4875,IPC,379,1,1
4876,IPC,379,1,1
4877,IPC,379,1,1
4878,ITACT,66D,1,1
4879,IPC,363,1,1
4880,NDPS,20,1,1
4881,IPC,379A,1,1
4882,ITACT,66D,1,1
4883,IPC,323,1,1
4884,IPC,379,1,1
