district,date,incident_count,avg_severity,weapon_rate,urbanization,pop_density,literacy,unemployment,rolling_7d_count,day_of_week,month,threshold,high_risk,district_enc
Ballari,2024-07-21,1,3.3,0.0,35,302,67.2,6.4,2.0,6,7,2.0,0,1
Ballari,2024-07-22,2,2.55,0.0,35,302,67.2,6.4,2.142857142857143,0,7,2.0,1,1
Ballari,2024-07-23,2,3.15,0.0,35,302,67.2,6.4,2.0,1,7,2.0,1,1
Ballari,2024-07-24,1,2.1,0.0,35,302,67.2,6.4,1.5714285714285714,2,7,2.0,0,1
Ballari,2024-07-25,1,3.5,0.0,35,302,67.2,6.4,1.4285714285714286,3,7,2.0,0,1
Ballari,2024-07-27,2,3.1,0.0,35,302,67.2,6.4,1.5714285714285714,5,7,2.0,1,1
Ballari,2024-07-29,3,3.5,0.3333333333333333,35,302,67.2,6.4,1.7142857142857142,0,7,2.0,1,1
Ballari,2024-07-31,1,2.2,0.0,35,302,67.2,6.4,1.7142857142857142,2,7,2.0,0,1
Ballari,2024-08-03,3,2.2666666666666666,0.3333333333333333,35,302,67.2,6.4,1.8571428571428572,5,8,2.0,1,1
Ballari,2024-08-05,3,2.4333333333333336,0.0,35,302,67.2,6.4,2.0,0,8,2.0,1,1
Ballari,2024-08-07,1,3.2,0.0,35,302,67.2,6.4,2.0,2,8,2.0,0,1
Ballari,2024-08-09,1,4.7,1.0,35,302,67.2,6.4,2.0,4,8,2.0,0,1
Ballari,2024-08-10,3,3.4333333333333336,0.0,35,302,67.2,6.4,2.142857142857143,5,8,2.0,1,1
Ballari,2024-08-11,1,4.5,1.0,35,302,67.2,6.4,1.8571428571428572,6,8,2.0,0,1
Ballari,2024-08-12,1,9.7,0.0,35,302,67.2,6.4,1.8571428571428572,0,8,2.0,0,1
Ballari,2024-08-15,1,2.5,0.0,35,302,67.2,6.4,1.5714285714285714,3,8,2.0,0,1
Ballari,2024-08-18,2,3.85,0.5,35,302,67.2,6.4,1.4285714285714286,6,8,2.0,1,1
Ballari,2024-08-20,1,2.0,1.0,35,302,67.2,6.4,1.4285714285714286,1,8,2.0,0,1
Ballari,2024-08-21,1,5.6,0.0,35,302,67.2,6.4,1.4285714285714286,2,8,2.0,0,1
Ballari,2024-08-22,1,2.4,0.0,35,302,67.2,6.4,1.1428571428571428,3,8,2.0,0,1
Ballari,2024-08-26,1,2.8,0.0,35,302,67.2,6.4,1.1428571428571428,0,8,2.0,0,1
Ballari,2024-08-27,1,1.5,0.0,35,302,67.2,6.4,1.1428571428571428,1,8,2.0,0,1
Ballari,2024-08-28,2,2.4,0.0,35,302,67.2,6.4,1.2857142857142858,2,8,2.0,1,1
Ballari,2024-08-31,2,2.95,0.0,35,302,67.2,6.4,1.2857142857142858,5,8,2.0,1,1
Ballari,2024-09-03,1,2.6,0.0,35,302,67.2,6.4,1.2857142857142858,1,9,2.0,0,1
Ballari,2024-09-04,2,2.5999999999999996,0.5,35,302,67.2,6.4,1.4285714285714286,2,9,2.0,1,1
Ballari,2024-09-06,1,2.2,0.0,35,302,67.2,6.4,1.4285714285714286,4,9,2.0,0,1
Ballari,2024-09-08,3,2.733333333333333,0.3333333333333333,35,302,67.2,6.4,1.7142857142857142,6,9,2.0,1,1
Ballari,2024-09-09,1,4.3,0.0,35,302,67.2,6.4,1.7142857142857142,0,9,2.0,0,1
Ballari,2024-09-10,1,2.5,0.0,35,302,67.2,6.4,1.5714285714285714,1,9,2.0,0,1
Ballari,2024-09-11,1,1.9,0.0,35,302,67.2,6.4,1.4285714285714286,2,9,2.0,0,1
Ballari,2024-09-14,2,3.75,0.0,35,302,67.2,6.4,1.5714285714285714,5,9,2.0,1,1
Ballari,2024-09-15,2,3.6500000000000004,0.0,35,302,67.2,6.4,1.5714285714285714,6,9,2.0,1,1
Ballari,2024-09-17,2,6.65,0.5,35,302,67.2,6.4,1.7142857142857142,1,9,2.0,1,1
Ballari,2024-09-19,1,4.2,0.0,35,302,67.2,6.4,1.4285714285714286,3,9,2.0,0,1
Ballari,2024-09-20,1,3.2,0.0,35,302,67.2,6.4,1.4285714285714286,4,9,2.0,0,1
Ballari,2024-09-21,2,4.3,0.0,35,302,67.2,6.4,1.5714285714285714,5,9,2.0,1,1
Ballari,2024-09-22,1,1.2,0.0,35,302,67.2,6.4,1.5714285714285714,6,9,2.0,0,1
Ballari,2024-09-24,2,2.45,0.0,35,302,67.2,6.4,1.5714285714285714,1,9,2.0,1,1
Ballari,2024-09-25,2,3.15,0.0,35,302,67.2,6.4,1.5714285714285714,2,9,2.0,1,1
Ballari,2024-09-29,1,1.5,0.0,35,302,67.2,6.4,1.4285714285714286,6,9,2.0,0,1
Ballari,2024-09-30,1,3.1,1.0,35,302,67.2,6.4,1.4285714285714286,0,9,2.0,0,1
Ballari,2024-10-02,1,3.8,0.0,35,302,67.2,6.4,1.4285714285714286,2,10,2.0,0,1
Ballari,2024-10-03,2,2.4,0.0,35,302,67.2,6.4,1.4285714285714286,3,10,2.0,1,1
Ballari,2024-10-05,1,4.8,0.0,35,302,67.2,6.4,1.4285714285714286,5,10,2.0,0,1
Ballari,2024-10-08,2,2.1500000000000004,0.0,35,302,67.2,6.4,1.4285714285714286,1,10,2.0,1,1
Ballari,2024-10-09,2,4.05,0.0,35,302,67.2,6.4,1.4285714285714286,2,10,2.0,1,1
Ballari,2024-10-10,2,2.7,0.0,35,302,67.2,6.4,1.5714285714285714,3,10,2.0,1,1
Ballari,2024-10-12,2,4.6,0.0,35,302,67.2,6.4,1.7142857142857142,5,10,2.0,1,1
Ballari,2024-10-13,4,2.8,0.0,35,302,67.2,6.4,2.142857142857143,6,10,2.0,1,1
Ballari,2024-10-14,1,2.0,0.0,35,302,67.2,6.4,2.0,0,10,2.0,0,1
Ballari,2024-10-16,1,8.9,0.0,35,302,67.2,6.4,2.0,2,10,2.0,0,1
Ballari,2024-10-17,3,2.1,0.0,35,302,67.2,6.4,2.142857142857143,3,10,2.0,1,1
Ballari,2024-10-19,1,3.4,0.0,35,302,67.2,6.4,2.0,5,10,2.0,0,1
Ballari,2024-10-20,1,2.7,0.0,35,302,67.2,6.4,1.8571428571428572,6,10,2.0,0,1
Ballari,2024-10-22,1,4.1,0.0,35,302,67.2,6.4,1.7142857142857142,1,10,2.0,0,1
Ballari,2024-10-24,1,4.7,0.0,35,302,67.2,6.4,1.2857142857142858,3,10,2.0,0,1
Ballari,2024-10-29,1,2.2,0.0,35,302,67.2,6.4,1.2857142857142858,1,10,2.0,0,1
Ballari,2024-10-30,1,1.8,0.0,35,302,67.2,6.4,1.2857142857142858,2,10,2.0,0,1
Ballari,2024-11-01,1,3.3,1.0,35,302,67.2,6.4,1.0,4,11,2.0,0,1
Ballari,2024-11-04,1,7.4,0.0,35,302,67.2,6.4,1.0,0,11,2.0,0,1
Ballari,2024-11-05,1,3.4,0.0,35,302,67.2,6.4,1.0,1,11,2.0,0,1
Ballari,2024-11-06,3,2.3000000000000003,0.3333333333333333,35,302,67.2,6.4,1.2857142857142858,2,11,2.0,1,1
Ballari,2024-11-07,1,2.1,0.0,35,302,67.2,6.4,1.2857142857142858,3,11,2.0,0,1
Ballari,2024-11-09,1,2.9,0.0,35,302,67.2,6.4,1.2857142857142858,5,11,2.0,0,1
Ballari,2024-11-11,3,3.933333333333333,0.3333333333333333,35,302,67.2,6.4,1.5714285714285714,0,11,2.0,1,1
Ballari,2024-11-12,3,2.8000000000000003,0.0,35,302,67.2,6.4,1.8571428571428572,1,11,2.0,1,1
Ballari,2024-11-15,1,4.7,0.0,35,302,67.2,6.4,1.8571428571428572,4,11,2.0,0,1
Ballari,2024-11-16,2,3.0,0.5,35,302,67.2,6.4,2.0,5,11,2.0,1,1
Ballari,2024-11-19,4,2.35,0.25,35,302,67.2,6.4,2.142857142857143,1,11,2.0,1,1
Ballari,2024-11-20,1,7.2,0.0,35,302,67.2,6.4,2.142857142857143,2,11,2.0,0,1
Ballari,2024-11-21,1,4.1,0.0,35,302,67.2,6.4,2.142857142857143,3,11,2.0,0,1
Ballari,2024-11-23,1,3.9,0.0,35,302,67.2,6.4,1.8571428571428572,5,11,2.0,0,1
Ballari,2024-11-24,2,2.3499999999999996,0.5,35,302,67.2,6.4,1.7142857142857142,6,11,2.0,1,1
Ballari,2024-11-25,1,2.4,0.0,35,302,67.2,6.4,1.7142857142857142,0,11,2.0,0,1
Ballari,2024-11-28,1,2.2,0.0,35,302,67.2,6.4,1.5714285714285714,3,11,2.0,0,1
Ballari,2024-11-29,1,4.2,0.0,35,302,67.2,6.4,1.1428571428571428,4,11,2.0,0,1
Ballari,2024-11-30,1,1.3,0.0,35,302,67.2,6.4,1.1428571428571428,5,11,2.0,0,1
Ballari,2024-12-02,3,3.266666666666667,0.0,35,302,67.2,6.4,1.4285714285714286,0,12,2.0,1,1
Ballari,2024-12-03,1,1.5,0.0,35,302,67.2,6.4,1.4285714285714286,1,12,2.0,0,1
Ballari,2024-12-06,1,1.9,0.0,35,302,67.2,6.4,1.2857142857142858,4,12,2.0,0,1
Ballari,2024-12-08,2,2.0,0.0,35,302,67.2,6.4,1.4285714285714286,6,12,2.0,1,1
Ballari,2024-12-10,1,1.6,0.0,35,302,67.2,6.4,1.4285714285714286,1,12,2.0,0,1
Ballari,2024-12-11,1,7.2,1.0,35,302,67.2,6.4,1.4285714285714286,2,12,2.0,0,1
Ballari,2024-12-12,1,3.0,0.0,35,302,67.2,6.4,1.4285714285714286,3,12,2.0,0,1
Ballari,2024-12-13,1,1.7,0.0,35,302,67.2,6.4,1.1428571428571428,4,12,2.0,0,1
Ballari,2024-12-14,2,2.95,0.0,35,302,67.2,6.4,1.2857142857142858,5,12,2.0,1,1
Ballari,2024-12-15,2,2.7,0.0,35,302,67.2,6.4,1.4285714285714286,6,12,2.0,1,1
Ballari,2024-12-16,1,3.4,0.0,35,302,67.2,6.4,1.2857142857142858,0,12,2.0,0,1
Ballari,2024-12-18,1,2.8,1.0,35,302,67.2,6.4,1.2857142857142858,2,12,2.0,0,1
Ballari,2024-12-19,2,3.3,0.0,35,302,67.2,6.4,1.4285714285714286,3,12,2.0,1,1
Ballari,2024-12-20,1,3.4,1.0,35,302,67.2,6.4,1.4285714285714286,4,12,2.0,0,1
Ballari,2024-12-23,1,3.7,0.0,35,302,67.2,6.4,1.4285714285714286,0,12,2.0,0,1
Ballari,2024-12-24,1,2.6,0.0,35,302,67.2,6.4,1.2857142857142858,1,12,2.0,0,1
Ballari,2024-12-25,1,4.9,0.0,35,302,67.2,6.4,1.1428571428571428,2,12,2.0,0,1
Ballari,2024-12-27,1,3.9,0.0,35,302,67.2,6.4,1.1428571428571428,4,12,2.0,0,1
Ballari,2024-12-30,1,4.7,0.0,35,302,67.2,6.4,1.1428571428571428,0,12,2.0,0,1
Ballari,2025-01-02,3,5.1000000000000005,0.3333333333333333,35,302,67.2,6.4,1.2857142857142858,3,1,2.0,1,1
Ballari,2025-01-04,1,5.1,0.0,35,302,67.2,6.4,1.2857142857142858,5,1,2.0,0,1
Ballari,2025-01-07,1,3.6,0.0,35,302,67.2,6.4,1.2857142857142858,1,1,2.0,0,1
Ballari,2025-01-09,2,1.85,0.0,35,302,67.2,6.4,1.4285714285714286,3,1,2.0,1,1
Ballari,2025-01-10,3,2.866666666666667,0.0,35,302,67.2,6.4,1.7142857142857142,4,1,2.0,1,1
Ballari,2025-01-11,2,4.05,0.0,35,302,67.2,6.4,1.8571428571428572,5,1,2.0,1,1
Ballari,2025-01-13,2,2.15,0.0,35,302,67.2,6.4,2.0,0,1,2.0,1,1
Ballari,2025-01-17,1,3.5,0.0,35,302,67.2,6.4,1.7142857142857142,4,1,2.0,0,1
Ballari,2025-01-19,2,2.8,0.0,35,302,67.2,6.4,1.8571428571428572,6,1,2.0,1,1
Ballari,2025-01-20,1,1.6,0.0,35,302,67.2,6.4,1.8571428571428572,0,1,2.0,0,1
Ballari,2025-01-21,2,2.85,0.0,35,302,67.2,6.4,1.8571428571428572,1,1,2.0,1,1
Ballari,2025-01-22,3,6.8999999999999995,0.3333333333333333,35,302,67.2,6.4,1.8571428571428572,2,1,2.0,1,1
Ballari,2025-01-25,2,2.6500000000000004,0.0,35,302,67.2,6.4,1.8571428571428572,5,1,2.0,1,1
Ballari,2025-01-26,2,6.65,1.0,35,302,67.2,6.4,1.8571428571428572,6,1,2.0,1,1
Ballari,2025-01-27,1,2.8,0.0,35,302,67.2,6.4,1.8571428571428572,0,1,2.0,0,1
Ballari,2025-01-29,2,8.2,0.5,35,302,67.2,6.4,1.8571428571428572,2,1,2.0,1,1
Ballari,2025-01-30,1,2.9,0.0,35,302,67.2,6.4,1.8571428571428572,3,1,2.0,0,1
Ballari,2025-01-31,1,8.6,1.0,35,302,67.2,6.4,1.7142857142857142,4,1,2.0,0,1
Ballari,2025-02-02,1,3.4,0.0,35,302,67.2,6.4,1.4285714285714286,6,2,2.0,0,1
Ballari,2025-02-03,1,4.4,0.0,35,302,67.2,6.4,1.2857142857142858,0,2,2.0,0,1
Ballari,2025-02-05,1,1.7,0.0,35,302,67.2,6.4,1.1428571428571428,2,2,2.0,0,1
Ballari,2025-02-06,1,2.0,0.0,35,302,67.2,6.4,1.1428571428571428,3,2,2.0,0,1
Ballari,2025-02-07,3,3.6999999999999997,0.0,35,302,67.2,6.4,1.2857142857142858,4,2,2.0,1,1
Ballari,2025-02-08,1,2.8,0.0,35,302,67.2,6.4,1.2857142857142858,5,2,2.0,0,1
Ballari,2025-02-09,1,4.5,1.0,35,302,67.2,6.4,1.2857142857142858,6,2,2.0,0,1
Ballari,2025-02-10,1,2.5,0.0,35,302,67.2,6.4,1.2857142857142858,0,2,2.0,0,1
Ballari,2025-02-12,1,3.6,0.0,35,302,67.2,6.4,1.2857142857142858,2,2,2.0,0,1
Ballari,2025-02-14,2,3.1,0.0,35,302,67.2,6.4,1.4285714285714286,4,2,2.0,1,1
Ballari,2025-02-15,1,3.8,0.0,35,302,67.2,6.4,1.4285714285714286,5,2,2.0,0,1
Ballari,2025-02-16,1,2.1,0.0,35,302,67.2,6.4,1.1428571428571428,6,2,2.0,0,1
Ballari,2025-02-17,1,2.0,0.0,35,302,67.2,6.4,1.1428571428571428,0,2,2.0,0,1
Ballari,2025-02-18,2,3.7,0.0,35,302,67.2,6.4,1.2857142857142858,1,2,2.0,1,1
Ballari,2025-02-23,1,3.2,0.0,35,302,67.2,6.4,1.2857142857142858,6,2,2.0,0,1
Ballari,2025-02-25,2,3.5999999999999996,0.0,35,302,67.2,6.4,1.4285714285714286,1,2,2.0,1,1
Ballari,2025-02-27,1,4.1,0.0,35,302,67.2,6.4,1.2857142857142858,3,2,2.0,0,1
Ballari,2025-02-28,1,3.4,0.0,35,302,67.2,6.4,1.2857142857142858,4,2,2.0,0,1
Ballari,2025-03-01,2,3.2,0.5,35,302,67.2,6.4,1.4285714285714286,5,3,2.0,1,1
Ballari,2025-03-02,1,1.7,0.0,35,302,67.2,6.4,1.4285714285714286,6,3,2.0,0,1
Ballari,2025-03-03,2,4.5,0.5,35,302,67.2,6.4,1.4285714285714286,0,3,2.0,1,1
Ballari,2025-03-04,1,1.8,0.0,35,302,67.2,6.4,1.4285714285714286,1,3,2.0,0,1
Ballari,2025-03-05,2,2.45,0.0,35,302,67.2,6.4,1.4285714285714286,2,3,2.0,1,1
Ballari,2025-03-07,1,1.5,0.0,35,302,67.2,6.4,1.4285714285714286,4,3,2.0,0,1
Ballari,2025-03-08,1,2.4,0.0,35,302,67.2,6.4,1.4285714285714286,5,3,2.0,0,1
Ballari,2025-03-11,1,2.9,0.0,35,302,67.2,6.4,1.2857142857142858,1,3,2.0,0,1
Ballari,2025-03-12,1,2.7,0.0,35,302,67.2,6.4,1.2857142857142858,2,3,2.0,0,1
Ballari,2025-03-13,1,5.2,0.0,35,302,67.2,6.4,1.1428571428571428,3,3,2.0,0,1
Ballari,2025-03-16,1,2.1,1.0,35,302,67.2,6.4,1.1428571428571428,6,3,2.0,0,1
Ballari,2025-03-17,1,9.8,0.0,35,302,67.2,6.4,1.0,0,3,2.0,0,1
Ballari,2025-03-18,2,4.0,0.0,35,302,67.2,6.4,1.1428571428571428,1,3,2.0,1,1
Ballari,2025-03-19,1,5.2,0.0,35,302,67.2,6.4,1.1428571428571428,2,3,2.0,0,1
Ballari,2025-03-22,1,3.5,0.0,35,302,67.2,6.4,1.1428571428571428,5,3,2.0,0,1
Ballari,2025-03-24,2,4.75,0.0,35,302,67.2,6.4,1.2857142857142858,0,3,2.0,1,1
Ballari,2025-03-28,1,1.1,0.0,35,302,67.2,6.4,1.2857142857142858,4,3,2.0,0,1
Ballari,2025-03-31,1,9.6,0.0,35,302,67.2,6.4,1.2857142857142858,0,3,2.0,0,1
Ballari,2025-04-01,2,1.85,0.0,35,302,67.2,6.4,1.4285714285714286,1,4,2.0,1,1
Ballari,2025-04-02,2,2.65,0.0,35,302,67.2,6.4,1.4285714285714286,2,4,2.0,1,1
Ballari,2025-04-04,1,3.7,0.0,35,302,67.2,6.4,1.4285714285714286,4,4,2.0,0,1
Ballari,2025-04-05,1,1.2,0.0,35,302,67.2,6.4,1.4285714285714286,5,4,2.0,0,1
Ballari,2025-04-06,2,3.65,0.0,35,302,67.2,6.4,1.4285714285714286,6,4,2.0,1,1
Ballari,2025-04-07,1,2.0,0.0,35,302,67.2,6.4,1.4285714285714286,0,4,2.0,0,1
Ballari,2025-04-08,1,3.2,0.0,35,302,67.2,6.4,1.4285714285714286,1,4,2.0,0,1
Ballari,2025-04-13,2,3.2,0.0,35,302,67.2,6.4,1.4285714285714286,6,4,2.0,1,1
Ballari,2025-04-18,3,3.9,0.0,35,302,67.2,6.4,1.5714285714285714,4,4,2.0,1,1
Ballari,2025-04-20,1,2.1,0.0,35,302,67.2,6.4,1.5714285714285714,6,4,2.0,0,1
Ballari,2025-04-22,1,4.0,0.0,35,302,67.2,6.4,1.5714285714285714,1,4,2.0,0,1
Ballari,2025-04-23,1,4.2,0.0,35,302,67.2,6.4,1.4285714285714286,2,4,2.0,0,1
Ballari,2025-04-24,4,2.825,0.0,35,302,67.2,6.4,1.8571428571428572,3,4,2.0,1,1
Ballari,2025-04-27,1,3.0,0.0,35,302,67.2,6.4,1.8571428571428572,6,4,2.0,0,1
Ballari,2025-04-28,1,3.8,0.0,35,302,67.2,6.4,1.7142857142857142,0,4,2.0,0,1
Ballari,2025-04-30,1,2.2,1.0,35,302,67.2,6.4,1.4285714285714286,2,4,2.0,0,1
Ballari,2025-05-02,1,1.1,0.0,35,302,67.2,6.4,1.4285714285714286,4,5,2.0,0,1
Ballari,2025-05-06,1,1.6,0.0,35,302,67.2,6.4,1.4285714285714286,1,5,2.0,0,1
Ballari,2025-05-07,3,3.6,0.0,35,302,67.2,6.4,1.7142857142857142,2,5,2.0,1,1
Ballari,2025-05-08,1,2.4,0.0,35,302,67.2,6.4,1.2857142857142858,3,5,2.0,0,1
Ballari,2025-05-10,2,3.75,0.5,35,302,67.2,6.4,1.4285714285714286,5,5,2.0,1,1
Ballari,2025-05-12,4,4.574999999999999,0.25,35,302,67.2,6.4,1.8571428571428572,0,5,2.0,1,1
Ballari,2025-05-15,1,1.8,0.0,35,302,67.2,6.4,1.8571428571428572,3,5,2.0,0,1
Ballari,2025-05-16,1,2.3,1.0,35,302,67.2,6.4,1.8571428571428572,4,5,2.0,0,1
Ballari,2025-05-19,2,3.0,0.0,35,302,67.2,6.4,2.0,0,5,2.0,1,1
Ballari,2025-05-22,2,1.6,0.0,35,302,67.2,6.4,1.8571428571428572,3,5,2.0,1,1
Ballari,2025-05-23,1,1.4,0.0,35,302,67.2,6.4,1.8571428571428572,4,5,2.0,0,1
Ballari,2025-05-25,1,3.1,0.0,35,302,67.2,6.4,1.7142857142857142,6,5,2.0,0,1
Ballari,2025-05-30,1,3.4,0.0,35,302,67.2,6.4,1.2857142857142858,4,5,2.0,0,1
Ballari,2025-06-03,2,3.6,0.0,35,302,67.2,6.4,1.4285714285714286,1,6,2.0,1,1
Ballari,2025-06-07,2,2.55,0.0,35,302,67.2,6.4,1.5714285714285714,5,6,2.0,1,1
Ballari,2025-06-08,2,3.45,0.0,35,302,67.2,6.4,1.5714285714285714,6,6,2.0,1,1
Ballari,2025-06-11,1,3.3,0.0,35,302,67.2,6.4,1.4285714285714286,2,6,2.0,0,1
Ballari,2025-06-12,1,2.4,0.0,35,302,67.2,6.4,1.4285714285714286,3,6,2.0,0,1
Ballari,2025-06-14,1,3.0,0.0,35,302,67.2,6.4,1.4285714285714286,5,6,2.0,0,1
Ballari,2025-06-15,1,5.4,0.0,35,302,67.2,6.4,1.4285714285714286,6,6,2.0,0,1
Ballari,2025-06-18,2,3.3,0.0,35,302,67.2,6.4,1.4285714285714286,2,6,2.0,1,1
Ballari,2025-06-19,2,3.55,0.0,35,302,67.2,6.4,1.4285714285714286,3,6,2.0,1,1
Ballari,2025-06-20,1,2.7,0.0,35,302,67.2,6.4,1.2857142857142858,4,6,2.0,0,1
Ballari,2025-06-22,2,2.95,0.0,35,302,67.2,6.4,1.4285714285714286,6,6,2.0,1,1
Ballari,2025-06-24,3,3.1666666666666665,0.3333333333333333,35,302,67.2,6.4,1.7142857142857142,1,6,2.0,1,1
Ballari,2025-06-25,1,5.2,0.0,35,302,67.2,6.4,1.7142857142857142,2,6,2.0,0,1
Ballari,2025-06-26,1,3.3,0.0,35,302,67.2,6.4,1.7142857142857142,3,6,2.0,0,1
Ballari,2025-06-27,1,1.5,0.0,35,302,67.2,6.4,1.5714285714285714,4,6,2.0,0,1
Ballari,2025-06-29,1,1.5,0.0,35,302,67.2,6.4,1.4285714285714286,6,6,2.0,0,1
Ballari,2025-06-30,3,3.0666666666666664,0.0,35,302,67.2,6.4,1.7142857142857142,0,6,2.0,1,1
Ballari,2025-07-01,3,3.8000000000000003,0.0,35,302,67.2,6.4,1.8571428571428572,1,7,2.0,1,1
Ballari,2025-07-08,1,6.3,1.0,35,302,67.2,6.4,1.5714285714285714,1,7,2.0,0,1
Ballari,2025-07-09,1,2.4,0.0,35,302,67.2,6.4,1.5714285714285714,2,7,2.0,0,1
Ballari,2025-07-10,1,2.2,0.0,35,302,67.2,6.4,1.5714285714285714,3,7,2.0,0,1
Ballari,2025-07-13,1,1.8,0.0,35,302,67.2,6.4,1.5714285714285714,6,7,2.0,0,1
Ballari,2025-07-14,4,2.5999999999999996,0.25,35,302,67.2,6.4,2.0,0,7,2.0,1,1
Ballari,2025-07-15,1,3.9,0.0,35,302,67.2,6.4,1.7142857142857142,1,7,2.0,0,1
Ballari,2025-07-16,1,4.3,1.0,35,302,67.2,6.4,1.4285714285714286,2,7,2.0,0,1
Ballari,2025-07-22,2,3.0999999999999996,0.0,35,302,67.2,6.4,1.5714285714285714,1,7,2.0,1,1
Ballari,2025-07-24,2,2.4,0.0,35,302,67.2,6.4,1.7142857142857142,3,7,2.0,1,1
Ballari,2025-07-25,1,3.4,0.0,35,302,67.2,6.4,1.7142857142857142,4,7,2.0,0,1
Ballari,2025-07-26,1,1.1,0.0,35,302,67.2,6.4,1.7142857142857142,5,7,2.0,0,1
Ballari,2025-07-27,1,3.4,0.0,35,302,67.2,6.4,1.2857142857142858,6,7,2.0,0,1
Ballari,2025-08-01,2,2.8,0.0,35,302,67.2,6.4,1.4285714285714286,4,8,2.0,1,1
Ballari,2025-08-02,1,1.4,0.0,35,302,67.2,6.4,1.4285714285714286,5,8,2.0,0,1
Ballari,2025-08-03,1,2.5,0.0,35,302,67.2,6.4,1.2857142857142858,6,8,2.0,0,1
Ballari,2025-08-06,1,4.7,0.0,35,302,67.2,6.4,1.1428571428571428,2,8,2.0,0,1
Ballari,2025-08-07,1,1.9,0.0,35,302,67.2,6.4,1.1428571428571428,3,8,2.0,0,1
Ballari,2025-08-08,3,4.666666666666667,0.6666666666666666,35,302,67.2,6.4,1.4285714285714286,4,8,2.0,1,1
Ballari,2025-08-12,1,3.3,0.0,35,302,67.2,6.4,1.4285714285714286,1,8,2.0,0,1
Ballari,2025-08-14,1,1.0,0.0,35,302,67.2,6.4,1.2857142857142858,3,8,2.0,0,1
Ballari,2025-08-17,1,2.7,1.0,35,302,67.2,6.4,1.2857142857142858,6,8,2.0,0,1
Ballari,2025-08-20,2,2.85,0.0,35,302,67.2,6.4,1.4285714285714286,2,8,2.0,1,1
Ballari,2025-08-22,1,2.6,0.0,35,302,67.2,6.4,1.4285714285714286,4,8,2.0,0,1
Ballari,2025-08-24,2,2.95,0.0,35,302,67.2,6.4,1.5714285714285714,6,8,2.0,1,1
Ballari,2025-08-27,2,3.25,0.0,35,302,67.2,6.4,1.4285714285714286,2,8,2.0,1,1
Ballari,2025-08-28,1,1.0,0.0,35,302,67.2,6.4,1.4285714285714286,3,8,2.0,0,1
Ballari,2025-08-31,1,4.2,0.0,35,302,67.2,6.4,1.4285714285714286,6,8,2.0,0,1
Ballari,2025-09-02,1,3.8,0.0,35,302,67.2,6.4,1.4285714285714286,1,9,2.0,0,1
Ballari,2025-09-03,1,2.8,1.0,35,302,67.2,6.4,1.2857142857142858,2,9,2.0,0,1
Ballari,2025-09-04,1,1.8,0.0,35,302,67.2,6.4,1.2857142857142858,3,9,2.0,0,1
Ballari,2025-09-05,1,2.9,0.0,35,302,67.2,6.4,1.1428571428571428,4,9,2.0,0,1
Ballari,2025-09-09,1,2.5,0.0,35,302,67.2,6.4,1.0,1,9,2.0,0,1
Ballari,2025-09-10,1,4.2,1.0,35,302,67.2,6.4,1.0,2,9,2.0,0,1
Ballari,2025-09-13,1,1.5,0.0,35,302,67.2,6.4,1.0,5,9,2.0,0,1
Ballari,2025-09-14,2,2.75,0.0,35,302,67.2,6.4,1.1428571428571428,6,9,2.0,1,1
Ballari,2025-09-15,3,3.3333333333333335,0.0,35,302,67.2,6.4,1.4285714285714286,0,9,2.0,1,1
Ballari,2025-09-16,1,5.1,0.0,35,302,67.2,6.4,1.4285714285714286,1,9,2.0,0,1
Ballari,2025-09-18,1,3.1,0.0,35,302,67.2,6.4,1.4285714285714286,3,9,2.0,0,1
Ballari,2025-09-19,1,2.1,0.0,35,302,67.2,6.4,1.4285714285714286,4,9,2.0,0,1
Ballari,2025-09-21,2,3.5999999999999996,0.0,35,302,67.2,6.4,1.5714285714285714,6,9,2.0,1,1
Ballari,2025-09-22,2,6.45,1.0,35,302,67.2,6.4,1.7142857142857142,0,9,2.0,1,1
Ballari,2025-09-23,2,2.4,0.0,35,302,67.2,6.4,1.7142857142857142,1,9,2.0,1,1
Ballari,2025-09-25,1,3.1,0.0,35,302,67.2,6.4,1.4285714285714286,3,9,2.0,0,1
Ballari,2025-09-27,1,2.2,0.0,35,302,67.2,6.4,1.4285714285714286,5,9,2.0,0,1
Ballari,2025-09-28,2,3.3,0.0,35,302,67.2,6.4,1.5714285714285714,6,9,2.0,1,1
Ballari,2025-09-29,1,1.5,0.0,35,302,67.2,6.4,1.5714285714285714,0,9,2.0,0,1
Ballari,2025-10-01,2,4.15,0.0,35,302,67.2,6.4,1.5714285714285714,2,10,2.0,1,1
Ballari,2025-10-02,1,1.1,0.0,35,302,67.2,6.4,1.4285714285714286,3,10,2.0,0,1
Ballari,2025-10-03,1,2.1,0.0,35,302,67.2,6.4,1.2857142857142858,4,10,2.0,0,1
Ballari,2025-10-04,3,3.033333333333333,0.0,35,302,67.2,6.4,1.5714285714285714,5,10,2.0,1,1
Ballari,2025-10-05,2,2.8000000000000003,0.0,35,302,67.2,6.4,1.7142857142857142,6,10,2.0,1,1
Ballari,2025-10-09,4,3.2249999999999996,0.0,35,302,67.2,6.4,2.0,3,10,2.0,1,1
Ballari,2025-10-10,1,2.5,0.0,35,302,67.2,6.4,2.0,4,10,2.0,0,1
