CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
4124,144130074202500010,202500010,2025-04-30,189,74,1,2,2,5,3,13,2025-04-30 16:00:00,2025-04-30 17:00:00,2025-05-01 01:00:00,16.26826,77.33662,Burglary incident reported at Raichur PS-2.
4125,144090052202500013,202500013,2025-09-10,299,52,1,2,1,2,2,9,2025-09-10 21:00:00,2025-09-10 22:00:00,2025-09-11 03:00:00,13.30719,77.08218,Assault incident reported at Tumakuru PS-4.
4126,144160092202400009,202400009,2024-12-11,227,92,1,2,2,5,1,16,2024-12-11 23:00:00,2024-12-12 00:00:00,2024-12-12 09:00:00,16.11503,75.67404,Burglary incident reported at Bagalkot PS-2.
4127,144060036202400010,202400010,2024-06-13,372,36,1,2,2,6,1,6,2024-06-13 23:00:00,2024-06-14 00:00:00,2024-06-13 23:00:00,17.35088,76.77138,Robbery incident reported at Kalaburagi PS-6.
4128,144130074202300011,202300011,2023-06-11,239,74,1,2,2,4,2,13,2023-06-11 20:00:00,2023-06-11 21:00:00,2023-06-11 20:00:00,16.25972,77.40647,Theft incident reported at Raichur PS-2.
4129,844070041202500001,202500001,2025-09-16,287,41,8,2,2,6,1,7,2025-09-16 18:00:00,2025-09-16 19:00:00,2025-09-16 23:00:00,15.10731,76.99249,Robbery incident reported at Ballari PS-5.
4130,844090054202300001,202300001,2023-02-20,64,54,8,2,2,5,2,9,2023-02-20 23:00:00,2023-02-21 00:00:00,2023-02-21 06:00:00,13.27759,77.14459,Burglary incident reported at Tumakuru PS-6.
4131,144120071202500009,202500009,2025-11-16,391,71,1,2,1,2,2,12,2025-11-16 20:00:00,2025-11-16 21:00:00,2025-11-17 05:00:00,17.90804,77.52068,Assault incident reported at Bidar PS-5.
4132,144180108202500012,202500012,2025-04-18,278,108,1,1,1,1,2,18,2025-04-18 14:00:00,2025-04-18 15:00:00,2025-04-19 00:00:00,12.99807,76.1123,Murder incident reported at Hassan PS-6.
4133,144150086202300012,202300012,2023-03-08,260,86,1,2,3,8,1,15,2023-03-08 15:00:00,2023-03-08 16:00:00,2023-03-09 01:00:00,13.3061,75.75332,Cyber Fraud incident reported at Chikkamagaluru PS-2.
4134,144020008202500010,202500010,2025-05-27,14,8,1,2,2,4,2,2,2025-05-27 20:00:00,2025-05-27 21:00:00,2025-05-28 04:00:00,12.36963,76.65386,Theft incident reported at Mysuru PS-2.
4135,144090051202500013,202500013,2025-09-09,204,51,1,2,3,8,3,9,2025-09-09 11:00:00,2025-09-09 12:00:00,2025-09-09 17:00:00,13.25715,77.11794,Cyber Fraud incident reported at Tumakuru PS-3.
4136,144180103202400009,202400009,2024-03-23,15,103,1,2,2,5,1,18,2024-03-23 23:00:00,2024-03-24 00:00:00,2024-03-24 05:00:00,13.01154,76.00452,Burglary incident reported at Hassan PS-1.
4137,844070041202500002,202500002,2025-06-18,268,41,8,2,2,6,3,7,2025-06-18 19:00:00,2025-06-18 20:00:00,2025-06-19 04:00:00,15.06273,76.83142,Robbery incident reported at Ballari PS-5.
4138,144050028202300007,202300007,2023-09-04,360,28,1,2,2,4,2,5,2023-09-04 21:00:00,2023-09-04 22:00:00,2023-09-05 02:00:00,15.39548,75.06744,Theft incident reported at Dharwad PS-4.
4139,144090049202400011,202400011,2024-11-25,309,49,1,2,4,9,3,9,2024-11-25 23:00:00,2024-11-26 00:00:00,2024-11-26 04:00:00,13.33782,77.03363,Domestic Violence incident reported at Tumakuru PS-1.
4140,144080048202300015,202300015,2023-11-29,158,48,1,2,5,10,3,8,2023-11-29 23:00:00,2023-11-30 00:00:00,2023-11-30 09:00:00,13.91107,75.57663,Drug Offense incident reported at Shivamogga PS-6.
4141,144170102202300009,202300009,2023-12-12,8,102,1,2,2,4,1,17,2023-12-12 20:00:00,2023-12-12 21:00:00,2023-12-13 07:00:00,14.28091,76.41192,Theft incident reported at Chitradurga PS-6.
4142,144180108202400010,202400010,2024-12-04,52,108,1,2,4,9,4,18,2024-12-04 23:00:00,2024-12-05 00:00:00,2024-12-05 07:00:00,13.06457,76.17592,Domestic Violence incident reported at Hassan PS-6.
4143,844120067202300003,202300003,2023-10-19,36,67,8,2,4,9,1,12,2023-10-19 14:00:00,2023-10-19 15:00:00,2023-10-20 02:00:00,17.95882,77.55069,Domestic Violence incident reported at Bidar PS-1.
4144,144140082202500010,202500010,2025-06-17,78,82,1,1,1,1,2,14,2025-06-17 23:00:00,2025-06-18 00:00:00,2025-06-18 11:00:00,13.19386,78.06585,Murder incident reported at Kolar PS-4.
4145,144020007202300008,202300008,2023-05-10,264,7,1,2,4,9,4,2,2023-05-10 23:00:00,2023-05-11 00:00:00,2023-05-11 11:00:00,12.21698,76.61441,Domestic Violence incident reported at Mysuru PS-1.
4146,144170101202400006,202400006,2024-04-10,95,101,1,2,2,6,3,17,2024-04-10 14:00:00,2024-04-10 15:00:00,2024-04-10 16:00:00,14.22186,76.29887,Robbery incident reported at Chitradurga PS-5.
4147,144180108202400011,202400011,2024-07-01,278,108,1,2,3,8,3,18,2024-07-01 17:00:00,2024-07-01 18:00:00,2024-07-01 17:00:00,12.91674,76.07442,Cyber Fraud incident reported at Hassan PS-6.
4148,144040022202400015,202400015,2024-08-17,197,22,1,2,1,2,3,4,2024-08-17 23:00:00,2024-08-18 00:00:00,2024-08-18 00:00:00,15.77788,74.47319,Assault incident reported at Belagavi PS-4.
4149,144140083202400015,202400015,2024-09-18,200,83,1,2,5,10,1,14,2024-09-18 23:00:00,2024-09-19 00:00:00,2024-09-19 10:00:00,13.07178,78.08699,Drug Offense incident reported at Kolar PS-5.
4150,144050030202300015,202300015,2023-01-07,396,30,1,1,2,6,1,5,2023-01-07 23:00:00,2023-01-08 00:00:00,2023-01-08 07:00:00,15.48809,75.01931,Robbery incident reported at Dharwad PS-6.
4151,144060035202400011,202400011,2024-02-04,50,35,1,2,2,7,2,6,2024-02-04 22:00:00,2024-02-04 23:00:00,2024-02-05 02:00:00,17.20553,76.9193,Vehicle Theft incident reported at Kalaburagi PS-5.
4152,144160092202300009,202300009,2023-01-17,227,92,1,2,3,8,3,16,2023-01-17 13:00:00,2023-01-17 14:00:00,2023-01-17 20:00:00,16.14518,75.71515,Cyber Fraud incident reported at Bagalkot PS-2.
4153,144170102202300010,202300010,2023-03-26,185,102,1,2,2,4,4,17,2023-03-26 18:00:00,2023-03-26 19:00:00,2023-03-27 06:00:00,14.24032,76.41416,Theft incident reported at Chitradurga PS-6.
4154,144040023202300014,202300014,2023-08-14,330,23,1,2,3,8,1,4,2023-08-14 17:00:00,2023-08-14 18:00:00,2023-08-15 01:00:00,15.85892,74.477,Cyber Fraud incident reported at Belagavi PS-5.
4155,844160092202500002,202500002,2025-11-14,376,92,8,2,2,4,4,16,2025-11-14 19:00:00,2025-11-14 20:00:00,2025-11-15 07:00:00,16.17828,75.66789,Theft incident reported at Bagalkot PS-2.
4156,144130073202300015,202300015,2023-04-24,143,73,1,1,1,1,1,13,2023-04-24 19:00:00,2023-04-24 20:00:00,2023-04-25 06:00:00,16.24438,77.42991,Murder incident reported at Raichur PS-1.
4157,144190114202500016,202500016,2025-06-26,28,114,1,2,2,4,1,19,2025-06-26 23:00:00,2025-06-27 00:00:00,2025-06-26 23:00:00,12.50108,76.95799,Theft incident reported at Mandya PS-6.
4158,144040021202400007,202400007,2024-09-17,198,21,1,1,1,1,4,4,2024-09-17 21:00:00,2024-09-17 22:00:00,2024-09-18 03:00:00,15.87574,74.51301,Murder incident reported at Belagavi PS-3.
4159,144090051202500014,202500014,2025-09-20,204,51,1,2,3,8,1,9,2025-09-20 23:00:00,2025-09-21 00:00:00,2025-09-21 07:00:00,13.36655,77.0829,Cyber Fraud incident reported at Tumakuru PS-3.
4160,144170098202500012,202500012,2025-06-27,139,98,1,2,2,7,3,17,2025-06-27 12:00:00,2025-06-27 13:00:00,2025-06-27 14:00:00,14.14059,76.29426,Vehicle Theft incident reported at Chitradurga PS-2.
4161,844160093202500001,202500001,2025-10-28,130,93,8,2,3,8,2,16,2025-10-28 19:00:00,2025-10-28 20:00:00,2025-10-29 07:00:00,16.1473,75.5801,Cyber Fraud incident reported at Bagalkot PS-3.
4162,144010005202300008,202300008,2023-07-03,106,5,1,2,3,8,2,1,2023-07-03 23:00:00,2023-07-04 00:00:00,2023-07-04 07:00:00,13.01143,77.58201,Cyber Fraud incident reported at Bengaluru Urban PS-5.
4163,444180107202400001,202400001,2024-11-12,182,107,4,2,3,8,2,18,2024-11-12 23:00:00,2024-11-13 00:00:00,2024-11-13 05:00:00,12.93866,76.07515,Cyber Fraud incident reported at Hassan PS-5.
4164,144040023202300015,202300015,2023-11-20,129,23,1,2,2,5,2,4,2023-11-20 18:00:00,2023-11-20 19:00:00,2023-11-21 06:00:00,15.88953,74.53286,Burglary incident reported at Belagavi PS-5.
4165,144180105202300004,202300004,2023-05-31,141,105,1,2,3,8,2,18,2023-05-31 23:00:00,2023-06-01 00:00:00,2023-06-01 05:00:00,13.0777,76.20265,Cyber Fraud incident reported at Hassan PS-3.
4166,144030014202500013,202500013,2025-02-18,101,14,1,2,2,5,1,3,2025-02-18 18:00:00,2025-02-18 19:00:00,2025-02-19 04:00:00,12.86529,74.84461,Burglary incident reported at Dakshina Kannada PS-2.
4167,144190112202500010,202500010,2025-07-02,103,112,1,2,3,8,1,19,2025-07-02 18:00:00,2025-07-02 19:00:00,2025-07-03 01:00:00,12.58227,76.93322,Cyber Fraud incident reported at Mandya PS-4.
4168,144160093202500014,202500014,2025-05-18,130,93,1,2,2,6,4,16,2025-05-18 17:00:00,2025-05-18 18:00:00,2025-05-19 00:00:00,16.16895,75.69615,Robbery incident reported at Bagalkot PS-3.
4169,144080044202500011,202500011,2025-01-26,116,44,1,2,1,2,1,8,2025-01-26 16:00:00,2025-01-26 17:00:00,2025-01-27 02:00:00,13.88584,75.53419,Assault incident reported at Shivamogga PS-2.
4170,144090053202400015,202400015,2024-08-16,377,53,1,2,2,11,4,9,2024-08-16 22:00:00,2024-08-16 23:00:00,2024-08-17 00:00:00,13.31447,77.07636,Extortion incident reported at Tumakuru PS-5.
4171,144080047202400012,202400012,2024-02-11,191,47,1,2,2,4,1,8,2024-02-11 19:00:00,2024-02-11 20:00:00,2024-02-12 02:00:00,13.87312,75.61465,Theft incident reported at Shivamogga PS-5.
4172,844080047202400002,202400002,2024-10-21,321,47,8,2,4,9,3,8,2024-10-21 21:00:00,2024-10-21 22:00:00,2024-10-22 03:00:00,13.93068,75.5655,Domestic Violence incident reported at Shivamogga PS-5.
4173,144100057202400009,202400009,2024-03-27,302,57,1,2,3,8,1,10,2024-03-27 23:00:00,2024-03-28 00:00:00,2024-03-28 04:00:00,13.32255,74.70226,Cyber Fraud incident reported at Udupi PS-3.
4174,144190114202300009,202300009,2023-04-18,33,114,1,2,2,5,1,19,2023-04-18 23:00:00,2023-04-19 00:00:00,2023-04-19 08:00:00,12.49078,76.91983,Burglary incident reported at Mandya PS-6.
4175,144200116202400012,202400012,2024-05-13,107,116,1,2,1,3,3,20,2024-05-13 13:00:00,2024-05-13 14:00:00,2024-05-13 19:00:00,15.33856,76.26484,Kidnapping incident reported at Koppal PS-2.
4176,144030014202500014,202500014,2025-11-21,101,14,1,2,2,4,3,3,2025-11-21 21:00:00,2025-11-21 22:00:00,2025-11-22 03:00:00,12.93311,74.85361,Theft incident reported at Dakshina Kannada PS-2.
4177,144100058202400009,202400009,2024-10-10,247,58,1,2,2,6,1,10,2024-10-10 14:00:00,2024-10-10 15:00:00,2024-10-10 22:00:00,13.3133,74.79007,Robbery incident reported at Udupi PS-4.
4178,144020008202500011,202500011,2025-08-11,14,8,1,2,2,7,2,2,2025-08-11 14:00:00,2025-08-11 15:00:00,2025-08-12 00:00:00,12.28148,76.57805,Vehicle Theft incident reported at Mysuru PS-2.
4179,144200118202300005,202300005,2023-04-18,375,118,1,2,2,7,1,20,2023-04-18 16:00:00,2023-04-18 17:00:00,2023-04-18 18:00:00,15.45178,76.2037,Vehicle Theft incident reported at Koppal PS-4.
4180,144200120202500017,202500017,2025-07-01,259,120,1,2,1,2,2,20,2025-07-01 16:00:00,2025-07-01 17:00:00,2025-07-01 20:00:00,15.38318,76.13534,Assault incident reported at Koppal PS-6.
4181,144040021202400008,202400008,2024-05-27,163,21,1,2,2,4,4,4,2024-05-27 17:00:00,2024-05-27 18:00:00,2024-05-27 22:00:00,15.87886,74.43003,Theft incident reported at Belagavi PS-3.
4182,144080048202400009,202400009,2024-10-18,368,48,1,1,1,1,2,8,2024-10-18 18:00:00,2024-10-18 19:00:00,2024-10-18 22:00:00,14.05494,75.51402,Murder incident reported at Shivamogga PS-6.
4183,844110063202400005,202400005,2024-07-26,341,63,8,2,1,2,2,11,2024-07-26 22:00:00,2024-07-26 23:00:00,2024-07-26 23:00:00,14.4677,75.96348,Assault incident reported at Davanagere PS-3.
4184,144070041202300013,202300013,2023-04-24,287,41,1,2,4,9,3,7,2023-04-24 15:00:00,2023-04-24 16:00:00,2023-04-24 22:00:00,15.10605,76.93848,Domestic Violence incident reported at Ballari PS-5.
4185,144170102202500014,202500014,2025-06-08,39,102,1,2,5,10,1,17,2025-06-08 05:00:00,2025-06-08 06:00:00,2025-06-08 07:00:00,14.18922,76.29346,Drug Offense incident reported at Chitradurga PS-6.
4186,144190110202400019,202400019,2024-05-21,85,110,1,2,2,4,2,19,2024-05-21 23:00:00,2024-05-22 00:00:00,2024-05-22 02:00:00,12.51937,76.94132,Theft incident reported at Mandya PS-2.
4187,144130078202400009,202400009,2024-09-21,206,78,1,1,1,1,2,13,2024-09-21 17:00:00,2024-09-21 18:00:00,2024-09-22 02:00:00,16.23791,77.36529,Murder incident reported at Raichur PS-6.
4188,844140083202500002,202500002,2025-04-25,200,83,8,2,3,8,1,14,2025-04-25 23:00:00,2025-04-26 00:00:00,2025-04-25 23:00:00,13.10475,78.2087,Cyber Fraud incident reported at Kolar PS-5.
4189,144050027202500015,202500015,2025-11-28,114,27,1,2,2,4,1,5,2025-11-28 16:00:00,2025-11-28 17:00:00,2025-11-28 20:00:00,15.52214,75.12628,Theft incident reported at Dharwad PS-3.
4190,144100056202500010,202500010,2025-08-17,201,56,1,2,2,4,4,10,2025-08-17 23:00:00,2025-08-18 00:00:00,2025-08-18 08:00:00,13.4175,74.82906,Theft incident reported at Udupi PS-2.
4191,144180105202500008,202500008,2025-12-18,356,105,1,1,1,1,1,18,2025-12-18 15:00:00,2025-12-18 16:00:00,2025-12-18 17:00:00,13.07465,76.19443,Murder incident reported at Hassan PS-3.
4192,144080043202500010,202500010,2025-02-08,379,43,1,2,3,8,2,8,2025-02-08 23:00:00,2025-02-09 00:00:00,2025-02-09 10:00:00,13.86187,75.58172,Cyber Fraud incident reported at Shivamogga PS-1.
4193,144090052202400010,202400010,2024-12-16,74,52,1,2,2,4,1,9,2024-12-16 23:00:00,2024-12-17 00:00:00,2024-12-16 23:00:00,13.32841,77.06107,Theft incident reported at Tumakuru PS-4.
4194,144020007202400016,202400016,2024-12-24,56,7,1,2,2,7,2,2,2024-12-24 21:00:00,2024-12-24 22:00:00,2024-12-25 04:00:00,12.18949,76.48513,Vehicle Theft incident reported at Mysuru PS-1.
4195,144070037202300010,202300010,2023-06-02,327,37,1,2,2,5,1,7,2023-06-02 17:00:00,2023-06-02 18:00:00,2023-06-03 05:00:00,15.19611,76.89713,Burglary incident reported at Ballari PS-1.
4196,144010003202400018,202400018,2024-08-14,331,3,1,2,2,4,3,1,2024-08-14 21:00:00,2024-08-14 22:00:00,2024-08-15 09:00:00,13.018,77.58351,Theft incident reported at Bengaluru Urban PS-3.
4197,144070042202300012,202300012,2023-02-13,347,42,1,2,2,4,1,7,2023-02-13 21:00:00,2023-02-13 22:00:00,2023-02-14 04:00:00,15.06685,76.95918,Theft incident reported at Ballari PS-6.
4198,144190112202400007,202400007,2024-08-13,125,112,1,2,2,7,2,19,2024-08-13 15:00:00,2024-08-13 16:00:00,2024-08-13 23:00:00,12.54635,76.91186,Vehicle Theft incident reported at Mandya PS-4.
4199,144140079202300003,202300003,2023-08-13,23,79,1,2,1,2,3,14,2023-08-13 23:00:00,2023-08-14 00:00:00,2023-08-14 03:00:00,13.14352,78.06558,Assault incident reported at Kolar PS-1.
4200,144140080202500007,202500007,2025-10-08,285,80,1,1,1,1,1,14,2025-10-08 12:00:00,2025-10-08 13:00:00,2025-10-08 15:00:00,13.10287,78.10564,Murder incident reported at Kolar PS-2.
4201,144080046202400010,202400010,2024-11-13,10,46,1,2,2,4,3,8,2024-11-13 18:00:00,2024-11-13 19:00:00,2024-11-13 22:00:00,13.86764,75.56102,Theft incident reported at Shivamogga PS-4.
4202,144140082202400010,202400010,2024-08-28,78,82,1,2,4,9,1,14,2024-08-28 20:00:00,2024-08-28 21:00:00,2024-08-29 06:00:00,13.0882,78.09381,Domestic Violence incident reported at Kolar PS-4.
4203,844070042202500001,202500001,2025-11-20,2,42,8,2,2,7,3,7,2025-11-20 18:00:00,2025-11-20 19:00:00,2025-11-21 05:00:00,15.05218,77.00557,Vehicle Theft incident reported at Ballari PS-6.
4204,144160093202300008,202300008,2023-03-03,130,93,1,2,4,9,3,16,2023-03-03 17:00:00,2023-03-03 18:00:00,2023-03-04 02:00:00,16.14903,75.55084,Domestic Violence incident reported at Bagalkot PS-3.
4205,144200119202300004,202300004,2023-09-26,127,119,1,2,3,8,4,20,2023-09-26 14:00:00,2023-09-26 15:00:00,2023-09-26 18:00:00,15.36174,76.23417,Cyber Fraud incident reported at Koppal PS-5.
4206,144030018202400016,202400016,2024-09-02,175,18,1,2,2,4,2,3,2024-09-02 23:00:00,2024-09-03 00:00:00,2024-09-03 11:00:00,12.91294,74.81224,Theft incident reported at Dakshina Kannada PS-6.
4207,144080045202500011,202500011,2025-09-09,381,45,1,2,3,8,1,8,2025-09-09 18:00:00,2025-09-09 19:00:00,2025-09-10 04:00:00,14.02724,75.56008,Cyber Fraud incident reported at Shivamogga PS-3.
4208,144110064202500015,202500015,2025-08-23,238,64,1,2,2,5,3,11,2025-08-23 19:00:00,2025-08-23 20:00:00,2025-08-24 05:00:00,14.52284,75.99998,Burglary incident reported at Davanagere PS-4.
4209,144120072202300007,202300007,2023-06-16,355,72,1,2,5,10,2,12,2023-06-16 15:00:00,2023-06-16 16:00:00,2023-06-16 20:00:00,17.90667,77.58333,Drug Offense incident reported at Bidar PS-6.
4210,144050026202400004,202400004,2024-07-24,400,26,1,2,2,5,3,5,2024-07-24 22:00:00,2024-07-24 23:00:00,2024-07-25 06:00:00,15.51997,74.87175,Burglary incident reported at Dharwad PS-2.
4211,144120068202400010,202400010,2024-05-05,93,68,1,1,1,1,1,12,2024-05-05 12:00:00,2024-05-05 13:00:00,2024-05-05 17:00:00,17.98277,77.61856,Murder incident reported at Bidar PS-2.
4212,144040024202500016,202500016,2025-06-02,122,24,1,2,5,10,1,4,2025-06-02 18:00:00,2025-06-02 19:00:00,2025-06-03 04:00:00,15.82029,74.53777,Drug Offense incident reported at Belagavi PS-6.
4213,144020009202300017,202300017,2023-01-01,69,9,1,2,2,4,4,2,2023-01-01 23:00:00,2023-01-02 00:00:00,2023-01-01 23:00:00,12.32808,76.64741,Theft incident reported at Mysuru PS-3.
4214,144030017202300007,202300007,2023-10-06,334,17,1,2,2,5,1,3,2023-10-06 19:00:00,2023-10-06 20:00:00,2023-10-07 04:00:00,12.98314,74.83623,Burglary incident reported at Dakshina Kannada PS-5.
4215,144020009202400015,202400015,2024-03-08,294,9,1,2,1,3,4,2,2024-03-08 13:00:00,2024-03-08 14:00:00,2024-03-08 22:00:00,12.40484,76.60178,Kidnapping incident reported at Mysuru PS-3.
4216,844120068202300002,202300002,2023-08-18,63,68,8,2,3,8,1,12,2023-08-18 14:00:00,2023-08-18 15:00:00,2023-08-19 01:00:00,17.89231,77.46796,Cyber Fraud incident reported at Bidar PS-2.
4217,144070039202300015,202300015,2023-05-25,251,39,1,2,2,4,2,7,2023-05-25 22:00:00,2023-05-25 23:00:00,2023-05-26 08:00:00,15.15524,76.92382,Theft incident reported at Ballari PS-3.
4218,144050029202500013,202500013,2025-07-30,333,29,1,2,2,7,1,5,2025-07-30 13:00:00,2025-07-30 14:00:00,2025-07-30 18:00:00,15.50579,74.92349,Vehicle Theft incident reported at Dharwad PS-5.
4219,144150085202500013,202500013,2025-11-10,155,85,1,2,3,8,1,15,2025-11-10 19:00:00,2025-11-10 20:00:00,2025-11-10 23:00:00,13.23288,75.71275,Cyber Fraud incident reported at Chikkamagaluru PS-1.
4220,144060031202400013,202400013,2024-09-22,274,31,1,2,1,2,1,6,2024-09-22 23:00:00,2024-09-23 00:00:00,2024-09-23 06:00:00,17.2565,76.8126,Assault incident reported at Kalaburagi PS-1.
4221,844160096202300002,202300002,2023-07-11,253,96,8,2,5,10,1,16,2023-07-11 19:00:00,2023-07-11 20:00:00,2023-07-12 06:00:00,16.05845,75.7186,Drug Offense incident reported at Bagalkot PS-6.
4222,144030013202500013,202500013,2025-06-12,322,13,1,2,2,4,4,3,2025-06-12 15:00:00,2025-06-12 16:00:00,2025-06-12 19:00:00,13.00406,74.74961,Theft incident reported at Dakshina Kannada PS-1.
4223,144170098202300016,202300016,2023-07-15,139,98,1,1,1,1,1,17,2023-07-15 18:00:00,2023-07-15 19:00:00,2023-07-16 01:00:00,14.2999,76.42481,Murder incident reported at Chitradurga PS-2.
4224,144110065202300009,202300009,2023-06-29,90,65,1,2,2,7,1,11,2023-06-29 22:00:00,2023-06-29 23:00:00,2023-06-30 00:00:00,14.59616,75.98151,Vehicle Theft incident reported at Davanagere PS-5.
4225,144130073202500009,202500009,2025-02-10,143,73,1,2,2,4,2,13,2025-02-10 23:00:00,2025-02-11 00:00:00,2025-02-11 11:00:00,16.26667,77.31368,Theft incident reported at Raichur PS-1.
4226,144120072202300008,202300008,2023-04-03,5,72,1,2,3,8,2,12,2023-04-03 20:00:00,2023-04-03 21:00:00,2023-04-03 20:00:00,17.88073,77.45722,Cyber Fraud incident reported at Bidar PS-6.
4227,144190111202300009,202300009,2023-07-04,242,111,1,2,3,8,2,19,2023-07-04 09:00:00,2023-07-04 10:00:00,2023-07-04 16:00:00,12.49,76.8005,Cyber Fraud incident reported at Mandya PS-3.
4228,144070042202500008,202500008,2025-02-18,279,42,1,2,4,9,4,7,2025-02-18 18:00:00,2025-02-18 19:00:00,2025-02-19 04:00:00,15.1281,76.85313,Domestic Violence incident reported at Ballari PS-6.
4229,144130074202500011,202500011,2025-06-05,239,74,1,2,2,4,1,13,2025-06-05 16:00:00,2025-06-05 17:00:00,2025-06-05 18:00:00,16.13395,77.32193,Theft incident reported at Raichur PS-2.
4230,144130075202400005,202400005,2024-07-25,58,75,1,2,4,9,2,13,2024-07-25 19:00:00,2024-07-25 20:00:00,2024-07-26 06:00:00,16.22145,77.40289,Domestic Violence incident reported at Raichur PS-3.
4231,844160093202500002,202500002,2025-10-07,130,93,8,2,2,7,3,16,2025-10-07 17:00:00,2025-10-07 18:00:00,2025-10-08 04:00:00,16.20832,75.70699,Vehicle Theft incident reported at Bagalkot PS-3.
4232,344060035202400002,202400002,2024-02-23,266,35,3,2,3,8,1,6,2024-02-23 22:00:00,2024-02-23 23:00:00,2024-02-24 09:00:00,17.32812,76.75123,Cyber Fraud incident reported at Kalaburagi PS-5.
4233,844160096202300003,202300003,2023-10-29,253,96,8,2,1,2,1,16,2023-10-29 23:00:00,2023-10-30 00:00:00,2023-10-30 08:00:00,16.08246,75.71174,Assault incident reported at Bagalkot PS-6.
4234,144200117202300013,202300013,2023-06-12,384,117,1,2,3,8,4,20,2023-06-12 23:00:00,2023-06-13 00:00:00,2023-06-12 23:00:00,15.30674,76.21715,Cyber Fraud incident reported at Koppal PS-3.
4235,144180105202500009,202500009,2025-11-24,59,105,1,2,3,8,1,18,2025-11-24 14:00:00,2025-11-24 15:00:00,2025-11-24 22:00:00,13.10138,76.09928,Cyber Fraud incident reported at Hassan PS-3.
4236,144130076202400004,202400004,2024-01-27,208,76,1,1,1,1,1,13,2024-01-27 23:00:00,2024-01-28 00:00:00,2024-01-28 01:00:00,16.2378,77.28385,Murder incident reported at Raichur PS-4.
4237,144100056202500011,202500011,2025-05-29,17,56,1,2,4,9,1,10,2025-05-29 23:00:00,2025-05-30 00:00:00,2025-05-30 00:00:00,13.33663,74.81799,Domestic Violence incident reported at Udupi PS-2.
4238,844010005202300001,202300001,2023-06-16,106,5,8,1,1,1,2,1,2023-06-16 23:00:00,2023-06-17 00:00:00,2023-06-17 10:00:00,12.90737,77.49216,Murder incident reported at Bengaluru Urban PS-5.
4239,144190112202300013,202300013,2023-03-11,103,112,1,2,3,8,1,19,2023-03-11 19:00:00,2023-03-11 20:00:00,2023-03-11 19:00:00,12.56997,76.88631,Cyber Fraud incident reported at Mandya PS-4.
4240,144040020202500011,202500011,2025-08-29,282,20,1,2,1,2,4,4,2025-08-29 19:00:00,2025-08-29 20:00:00,2025-08-30 05:00:00,15.86422,74.54979,Assault incident reported at Belagavi PS-2.
4241,144120070202300012,202300012,2023-09-14,221,70,1,2,2,6,1,12,2023-09-14 23:00:00,2023-09-15 00:00:00,2023-09-15 08:00:00,17.9224,77.536,Robbery incident reported at Bidar PS-4.
4242,144130077202400014,202400014,2024-11-23,380,77,1,2,2,4,4,13,2024-11-23 20:00:00,2024-11-23 21:00:00,2024-11-24 05:00:00,16.35707,77.25248,Theft incident reported at Raichur PS-5.
4243,144200117202300014,202300014,2023-09-23,384,117,1,2,1,2,3,20,2023-09-23 12:00:00,2023-09-23 13:00:00,2023-09-23 19:00:00,15.27466,76.11681,Assault incident reported at Koppal PS-3.
4244,144040024202500017,202500017,2025-08-09,122,24,1,2,1,2,1,4,2025-08-09 19:00:00,2025-08-09 20:00:00,2025-08-10 02:00:00,15.83517,74.58695,Assault incident reported at Belagavi PS-6.
4245,344080046202300001,202300001,2023-10-27,10,46,3,2,4,9,4,8,2023-10-27 22:00:00,2023-10-27 23:00:00,2023-10-27 23:00:00,13.87176,75.58349,Domestic Violence incident reported at Shivamogga PS-4.
4246,844050030202300002,202300002,2023-03-26,298,30,8,2,2,4,3,5,2023-03-26 20:00:00,2023-03-26 21:00:00,2023-03-27 00:00:00,15.43729,75.09655,Theft incident reported at Dharwad PS-6.
4247,844080045202400002,202400002,2024-02-19,50,45,8,2,3,8,1,8,2024-02-19 23:00:00,2024-02-20 00:00:00,2024-02-20 06:00:00,13.84627,75.50673,Cyber Fraud incident reported at Shivamogga PS-3.
4248,844120067202300004,202300004,2023-09-21,263,67,8,2,1,2,2,12,2023-09-21 18:00:00,2023-09-21 19:00:00,2023-09-22 00:00:00,17.89084,77.54296,Assault incident reported at Bidar PS-1.
4249,144180105202500010,202500010,2025-10-28,356,105,1,2,2,5,1,18,2025-10-28 23:00:00,2025-10-29 00:00:00,2025-10-29 10:00:00,13.08696,76.13375,Burglary incident reported at Hassan PS-3.
4250,144050026202500012,202500012,2025-08-04,400,26,1,2,1,2,2,5,2025-08-04 17:00:00,2025-08-04 18:00:00,2025-08-04 20:00:00,15.39872,75.01511,Assault incident reported at Dharwad PS-2.
4251,144050027202500016,202500016,2025-07-30,114,27,1,2,1,2,3,5,2025-07-30 20:00:00,2025-07-30 21:00:00,2025-07-31 01:00:00,15.56308,75.045,Assault incident reported at Dharwad PS-3.
4252,844130077202300003,202300003,2023-08-10,380,77,8,1,1,1,2,13,2023-08-10 10:00:00,2023-08-10 11:00:00,2023-08-10 16:00:00,16.33257,77.31439,Murder incident reported at Raichur PS-5.
